element_type,osmid,man_made,surveillance:type,surveillance:zone,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,wheelchair,source,email,opening_hours,access,amenity,name,contact:email,contact:fax,contact:phone,contact:website,fee,operator,parking,capacity,addr:housename,ref,level,alt_name,phone,short_name,wikidata,wikipedia,layer,disused:shop,building,name:de,name:en,addr:suburb,check_date,surveillance,tourism,note,drive_through,nodes,building:levels,building:material,roof:shape,old_name,roof:colour,roof:levels,branch,brand,brand:wikidata,brand:wikipedia,leisure,building:colour,office,capacity:disabled,wheelchair:description,height,shop,website,cuisine,takeaway,smoking,check_date:opening_hours,gambling,description,historic,start_date,recycling_type,fixme,roof:type,noaddress,club,sport,sport:league,official_name,roof:angle,building:part,fax,craft,lastcheck,opening_hours:office,architect,architect:wikidata,building:architecture,heritage,heritage:operator,heritage:ref,image,brothel:eros_center,drink:club-mate,wheelchair:entrance_width,wheelchair:step_height,roof:height,railway,roof:material,source:height,wikimedia_commons,breakfast,internet_access,internet_access:fee,service_times,stars,opening_hours:url,healthcare,healthcare:speciality,nohousenumber,asb,note:de,onkz,operator:wikidata,operator:wikipedia,telecom,biergarten,brewery,diet:vegetarian,outdoor_seating,reservation,toilets:wheelchair,self_checkout,diet:halal,diet:kosher,diet:vegan,compressed_air,repair,sale,coffee,opening_hours:signed,indoor_seating,operator:type,note:building_type,subject:wikidata,subject:wikipedia,roof,building:architect,construction_date,roof:orientation,automated,self_service,min_height,min_level,air_conditioning,description:de,service,payment:cash,material,shooting,power,frequency,location,building:min_level,corridor,organic,delivery,name:es,name:ru,name:zh,rooms,beer_garden,building:use,note2,opening_hours:phone,contact:facebook,building:levels:underground,roof:direction,contact:instagram,contact:linkedin,contact:twitter,contact:youtube,second_hand,ways,type,int_name
way,43937079,,,,"POLYGON ((11.5895409 48.1937216, 11.5895416 48.1936484, 11.5895422 48.1935858, 11.5900848 48.1935882, 11.5900836 48.1937005, 11.5900834 48.1937241, 11.5897793 48.1937227, 11.5895409 48.1937216))",,,,,,,,,,,brothel,Red Roses Gentlemen's Club,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[558746325, 2323092395, 558746327, 558746329, 2323092396, 558746330, 2323092397, 558746325]",3,,flat,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44384151,,,,"POLYGON ((11.5297852 48.1127686, 11.5298024 48.1126139, 11.5300341 48.1126253, 11.5300169 48.1127801, 11.5297852 48.1127686))",München,DE,41,81369,Johann-Clanze-Straße,yes,,,Mo-Fr 08:00-19:00; Sa 08:00-16:00,,,Orterer Getränkemarkt,,,,,,Orterer Getränkemärkte GmbH,,,,,,,+49 89 760 71 80,,,,,,commercial,,,,,,,,,"[564101121, 564101124, 564101126, 564101130, 564101121]",1,,flat,,,,,Orterer Getränkemarkt,Q23787118,de:Orterer Gruppe,,,,,,,beverages,https://www.orterer.de/,,,,2022-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45073066,,,,"POLYGON ((11.6397087 48.138546, 11.6399123 48.1385545, 11.6399532 48.1381177, 11.6397496 48.1381092, 11.6397087 48.138546))",München,DE,84,81677,Zamdorfer Straße,limited,,,Mo-Fr 08:00-18:00; Sa 08:00-13:00; PH closed,,,Driver Center,,,+49 89 9394430,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[571514306, 571514307, 571514308, 571514309, 571514306]",,,,,,,München Zamdorf,Driver Center,Q48180528,de:Driver Reifen und KFZ-Technik,,,,,,,tyres,,,,,2023-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45073068,,,,"POLYGON ((11.6411302 48.1381462, 11.6410697 48.1380762, 11.6409654 48.1380713, 11.6407869 48.1381195, 11.6406163 48.1381655, 11.6405898 48.1384656, 11.6405799 48.1385775, 11.6410869 48.1385997, 11.6411302 48.1381462))",München,DE,86,81677,Zamdorfer Straße,,,,,,,,,,,,,,,,,,,,+49 89 9090036 0,,,,,car,commercial,,,,,,,,,"[571514320, 2937901629, 2937901640, 4159628350, 571514321, 2937901633, 571514322, 571514323, 571514320]",,,,Autohaus Saggio GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 89 9090036 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45766685,,,,"POLYGON ((11.6510696 48.1301965, 11.6513715 48.130509, 11.6511413 48.1306081, 11.6508394 48.1302956, 11.6508432 48.1302939, 11.6510037 48.1302249, 11.6510696 48.1301965))",München,,217,,Truderinger Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[582843478, 582843479, 582843480, 8722708978, 8722708979, 8722708982, 582843478]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48597906,,,,"POLYGON ((11.6066321 48.1881423, 11.6064935 48.1877069, 11.6073765 48.1875819, 11.6075368 48.1880856, 11.6068645 48.1881807, 11.6068428 48.1881125, 11.6066321 48.1881423))",München,DE,8,80807,Freimanner Bahnhofstraße,,,,,,,Deubl,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[617230620, 617230619, 617230627, 617230626, 617230622, 617230621, 617230620]",1,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glaziery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49061708,,,,"POLYGON ((11.5676829 48.1410238, 11.5677416 48.1409893, 11.5677451 48.1409929, 11.5677491 48.1409908, 11.5677606 48.1409992, 11.5678165 48.1409675, 11.5678058 48.140959, 11.5678095 48.1409542, 11.5678033 48.1409527, 11.5678096 48.1409365, 11.5678105 48.1409282, 11.5678073 48.1409116, 11.5678148 48.1409116, 11.5678126 48.1409043, 11.5678254 48.1408969, 11.5677767 48.1408571, 11.5677638 48.1408644, 11.5677607 48.1408621, 11.5677546 48.1408657, 11.5676795 48.1408074, 11.5675897 48.1408581, 11.567643 48.1409007, 11.5675792 48.1409366, 11.5676829 48.1410238))",München,DE,2a,80333,Lenbachplatz,,,,,,,,,,,,,,,,,,,,,,Q55736365,,,,commercial,,,,,,,,,"[2726745341, 2726745325, 2726745328, 2726745327, 2726745337, 622498280, 2726745321, 2726745320, 2726745319, 2726745316, 2726745312, 1240027876, 2726745311, 2726745310, 2726745308, 2726745299, 2726745303, 2726745301, 2726745304, 2726745295, 2726745300, 1240028023, 2726745317, 2726745341]",4,,quadruple_saltbox,,,,,,,,,,,,,,,,,,,,,,,1898,,,,,,,,,,,,,,,,,neo-baroque,4,BLfD,D-1-62-000-3819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49932870,,,,"POLYGON ((11.5047745 48.0939401, 11.5047667 48.0941344, 11.5041643 48.0941237, 11.5038335 48.0938444, 11.5043077 48.0938529, 11.5043046 48.0939317, 11.5047745 48.0939401))",München,DE,263,81379,Kistlerhofstraße,yes,,,Mo-Fr 07:30-18:00; Sa 08:30-12:30,,,Mercedes Benz,,,,,,Horst Tenneberg oHG,,,,,,,,,,,,,commercial,,,,,,,,,"[634557839, 634557857, 634557853, 634557842, 1416079073, 1416078865, 634557839]",1,,,,,,,Mercedes-Benz,Q36008,en:Mercedes-Benz,,,,,,,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49935303,,,,"POLYGON ((11.5064755 48.0926341, 11.5064701 48.0929239, 11.5055855 48.092913, 11.5055839 48.0926312, 11.5064755 48.0926341))",München,DE,14,81477,Meglingerstraße,,,,,,,Mediamarkt Servicecenter / Onlineabholung,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[634568501, 634568533, 634568531, 634568477, 634568501]",2,metal,flat,,grey,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49935306,,,,"POLYGON ((11.5041745 48.0925294, 11.5041767 48.0920831, 11.5042983 48.0920834, 11.5049559 48.0920849, 11.5049537 48.0925311, 11.5041745 48.0925294))",München,,10,,Barmseestraße,yes,,,Mo-Fr 07:00-18:30; Sa 08:00-16:00,,,BMW Niederlassung München Filiale Solln (Service),,,,,,BMW,,,,,,,+49-89-3535-50,,,,,,commercial,,,,,,,,,"[634568453, 634568455, 2184432594, 634568458, 634568460, 634568453]",2,,flat,,grey,,,BMW,Q26678,en:BMW,,,,,,,car,https://www.bmw-muenchen.de/de/ueber-uns/standorte-teams/filiale-solln/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49935311,,,,"POLYGON ((11.5055796 48.0919589, 11.5057102 48.0919517, 11.5059683 48.0919373, 11.5059552 48.0918324, 11.5055665 48.091854, 11.5055796 48.0919589))",München,,2,,Barmseestraße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[634568499, 1416079109, 634568470, 634568471, 634568473, 634568499]",5,,gabled,,grey,0,,,,,,#F8F8F8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49935830,,,,"POLYGON ((11.507501 48.0932477, 11.5075049 48.0931444, 11.5075096 48.0930225, 11.5079038 48.0930293, 11.5078952 48.0932544, 11.507501 48.0932477))",München,DE,13b,81477,Meglingerstraße,,,,,,,Marina Wassersport,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[634570276, 2447876945, 634570277, 634570278, 634570280, 634570276]",2,,gabled,,#DDDDDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,50721938,,,,"POLYGON ((11.5444649 48.0965644, 11.5445115 48.0965559, 11.54457 48.0965559, 11.544616 48.0965622, 11.5446676 48.0965763, 11.5447147 48.0965999, 11.5449345 48.0964388, 11.5448778 48.0964001, 11.5448298 48.09638, 11.5447416 48.0963537, 11.5445904 48.0963341, 11.5445358 48.0963328, 11.5444789 48.0963378, 11.5444384 48.0962409, 11.544297 48.0962611, 11.5443274 48.0963242, 11.5443476 48.096368, 11.5444649 48.0965644))",,,,,,,bing,,,,,Ringlokschuppen,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[646448420, 646448423, 646448425, 2794755978, 646448427, 646448430, 646448432, 646448434, 1750066383, 646448437, 646448440, 1750066381, 646448443, 1750066384, 1750066418, 3302687416, 3302687417, 646448420]",1,brick,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roundhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,50721943,,,,"POLYGON ((11.5447526 48.0966794, 11.5448314 48.0967962, 11.5450167 48.0967404, 11.5451683 48.0966948, 11.5450895 48.096578, 11.5447526 48.0966794))",München,,14,81379,Isarwinkel,,,,,,,Kesselhaus,,,,,,,,,,,,,,,Q98740020,,,,commercial,,,,,,,,,"[646449039, 646449041, 3555083757, 646449044, 646449046, 646449039]",2,brick,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,50721957,,,,"POLYGON ((11.5436887 48.0957805, 11.5439846 48.0961132, 11.5438247 48.0961766, 11.5437963 48.0961879, 11.5435004 48.0958552, 11.5436887 48.0957805))",München,DE,4,,Isarwinkel,,,,,,,Triebwagenhalle,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[646449987, 646449989, 2448428856, 646449992, 646449994, 646449987]",1,brick,gabled,,lightgrey,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,eternit,gross estimation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,52374646,,,,"POLYGON ((11.6102074 48.1286253, 11.6104467 48.1284622, 11.609715 48.1279841, 11.6094757 48.1281473, 11.6097277 48.1283119, 11.6100556 48.1285261, 11.6102074 48.1286253))",München,,6,81671,Mühldorfstraße,,,,,,,Bildungszentrum München der Handwerkskammer für München und Oberbayern,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[2867489784, 2876779238, 1434212456, 1434211703, 3396893693, 1434211702, 2867489784]",6,,flat,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53084961,,,,"POLYGON ((11.6875412 48.135816, 11.6887354 48.1358233, 11.6887385 48.1355962, 11.6875444 48.1355889, 11.6875412 48.135816))",,,21,,Joseph-Wild-Straße,,,,,,,Innung für Elektro- und Informationstechnik München,,,,,,,,,,,,,+49 89 5518090,,,,,,commercial,,,,,,,,,"[672099053, 672099054, 672099055, 672099056, 672099053]",4,,,,,0,,,,,,,association,,,,,https://www.elektroinnung-muenchen.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53107204,,camera,building,"POLYGON ((11.6854352 48.1352942, 11.685499 48.1352946, 11.6855284 48.1352948, 11.685575 48.1352952, 11.6856602 48.1352957, 11.6857362 48.1352962, 11.6857414 48.1349498, 11.6857418 48.134924, 11.6854408 48.134922, 11.6854359 48.1352475, 11.6854352 48.1352942))",München,DE,12,81829,Joseph-Wild-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,indoor,,,,"[672325171, 8835799345, 2334595944, 8835799342, 2334595945, 672325172, 2334595939, 672325173, 672325174, 3214765545, 672325171]",2,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,54040423,,,,"POLYGON ((11.4726511 48.145717, 11.4728476 48.145713, 11.4728424 48.1456014, 11.472646 48.1456054, 11.4726511 48.145717))",München,,434,81241,Landsberger Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[681361309, 681361311, 681361315, 681361313, 681361309]",2,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55064044,,,,"POLYGON ((11.5149839 48.095933, 11.5153257 48.0960029, 11.5154082 48.095823, 11.5150664 48.0957531, 11.5149839 48.095933))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[692769090, 692769091, 692769092, 692769093, 692769090]",2,,,,#505050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55064047,,,,"POLYGON ((11.5148241 48.0961368, 11.5154929 48.0962668, 11.5155332 48.0961744, 11.5148643 48.0960444, 11.5148319 48.0961189, 11.5148241 48.0961368))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[692769116, 692769117, 692769118, 692769119, 8196291174, 692769116]",1,,,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55064198,,,,"POLYGON ((11.5135666 48.0959229, 11.5132924 48.0959121, 11.5132682 48.096187, 11.5135424 48.0961978, 11.5135539 48.096067, 11.5135666 48.0959229))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[5385712337, 692770435, 692770432, 5385712338, 2423761063, 5385712337]",2,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55064232,,,,"POLYGON ((11.5103415 48.0947441, 11.5103871 48.0950254, 11.5105954 48.0950116, 11.5105462 48.0946981, 11.5104745 48.0946976, 11.5104726 48.0947464, 11.5103415 48.0947441))",München,,170,81379,Kistlerhofstraße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[693215418, 692771674, 692771685, 692771681, 692771677, 3336181110, 693215418]",5,,flat,,grey,,,,,,,#87AFC7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55450907,,,,"POLYGON ((11.5339388 48.1375296, 11.5339399 48.1373095, 11.5339326 48.1372542, 11.5338641 48.1372588, 11.5338575 48.137209, 11.5338911 48.1372065, 11.5338851 48.1371464, 11.5338801 48.1370815, 11.5339119 48.1370803, 11.5338679 48.1367141, 11.53379 48.1367179, 11.5337794 48.1366412, 11.5338561 48.1366363, 11.5338446 48.1365296, 11.5338393 48.1364805, 11.5338112 48.1363124, 11.533809 48.1362993, 11.5341511 48.1362748, 11.5342769 48.1372842, 11.5342798 48.1375293, 11.5341801 48.1375292, 11.534039 48.1375288, 11.5339388 48.1375296))",München,,70,80339,Gollierstraße,,,,,,,MGH - Münchner Gewerbehof Westend,,,,,,MGH - Münchner Gewerbehof- und Technologiezentrums GmbH,,,,,,,,,,,,,commercial,,,,,,,,,"[696845238, 3945554900, 696845221, 696845222, 1189028516, 1189028538, 2462112224, 1189028533, 696845223, 696845225, 696845226, 1189028560, 696845227, 2462112227, 736428994, 696845218, 4514225796, 696845219, 1189028505, 696845257, 2464420251, 2462112213, 696845238]",5,,flat,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55450908,,,,"POLYGON ((11.5328739 48.1377906, 11.5328861 48.1376394, 11.532992 48.1376432, 11.5332253 48.1376515, 11.5332304 48.1375873, 11.5338755 48.1376104, 11.5339606 48.1376135, 11.5339433 48.1378289, 11.5335718 48.1378156, 11.5331908 48.137802, 11.5328739 48.1377906))",München,,125,80339,Westendstraße,,,,,,,MGH - Münchner Gewerbehof Westend,,,,,,MGH - Münchner Gewerbehof- und Technologiezentrums GmbH,,,,,,,,,,,,,commercial,,,,,,,,,"[696845232, 696845243, 736429020, 696845241, 696845234, 980331060, 696845235, 696845237, 2441774324, 2441774269, 696845232]",6,,mansard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,55874096,,,,"POLYGON ((11.4090145 48.1348924, 11.4092346 48.1345048, 11.4089363 48.1344294, 11.4087162 48.134817, 11.4090145 48.1348924))",München,DE,2,81249,Jakob-Baumann-Straße,,bing_imagery,,Mo-Fr 07:00-17:00; Sa 08:00-12:30,,,Boels,,,,,,,,,,,,,+49 89 89948080,,,,,,commercial,,,,,,,,,"[701602004, 701602017, 701601994, 701602001, 701602004]",,,,,,,,Boels,Q19901961,en:Boels Rental,,,,,,,tool_hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56019970,,,,"POLYGON ((11.6226832 48.1332044, 11.6230207 48.1331395, 11.6227543 48.132522, 11.6224167 48.1325869, 11.6226832 48.1332044))",,,47,,Neumarkter Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[703167510, 703167618, 703167596, 703167504, 703167510]",4,,flat,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,56184518,,,,"POLYGON ((11.5040601 48.0884479, 11.5041851 48.0884492, 11.5042197 48.08846, 11.5042543 48.0884669, 11.5042994 48.0884712, 11.504342 48.0884696, 11.5043806 48.0884637, 11.5044176 48.0884546, 11.5045246 48.0884546, 11.5044876 48.0884266, 11.5045246 48.0884057, 11.5045262 48.0883439, 11.5045431 48.0883283, 11.5045584 48.0883057, 11.504568 48.0882767, 11.5045664 48.0882515, 11.5045624 48.0882262, 11.5045511 48.0882015, 11.5045334 48.0881768, 11.504531 48.0881123, 11.5045127 48.0881236, 11.5044602 48.0881558, 11.5044393 48.0881408, 11.5044096 48.0881279, 11.5043693 48.0881172, 11.5043307 48.0881139, 11.5042849 48.0881145, 11.5042479 48.0881215, 11.5042053 48.0881354, 11.5041715 48.0881591, 11.5040951 48.0881043, 11.504092 48.0882064, 11.5040238 48.0882061, 11.5040225 48.0882343, 11.5040911 48.0882357, 11.504084 48.0884026, 11.5040581 48.0884035, 11.5040601 48.0884479))",,,51,,,,,,,,school,Schulungszentrum McDonald's,,,,,,,,,,,,,,,,,1,,commercial,,,,,,,,,"[705038186, 705038191, 3139727456, 705038150, 705038153, 705038171, 705038176, 705038197, 705038196, 705038152, 705038156, 705038175, 3139727455, 705038181, 705038199, 3139727454, 705038205, 705038163, 705038162, 705038180, 3139727467, 3139727453, 705038184, 3139727452, 705038204, 705038210, 705038166, 3139727451, 705038170, 705038187, 705038208, 3056174149, 518113668, 3139727447, 3139727448, 3139727449, 3139727450, 705038186]",2,,,,grey,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:GER — BY — Oberbayern — München — Stäblistraße 16 — (McDonald's-Unternehmenszentrale Deutschland · Wasserflächen) Mattes 2022-05-04.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,57690454,,,,"POLYGON ((11.5070631 48.1806324, 11.5072769 48.1808313, 11.507439 48.1807548, 11.5074103 48.1807277, 11.507283 48.1806098, 11.507224 48.1805551, 11.5070631 48.1806324))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1748541245, 715249926, 715249944, 4454366390, 6419693426, 1748541244, 1748541245]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,58041430,works,,,"POLYGON ((11.5198022 48.0983423, 11.5193846 48.0982661, 11.5193527 48.0983192, 11.5197796 48.0983973, 11.5198022 48.0983423))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[308481906, 720053920, 720053938, 720053904, 308481906]",,,flat,,,,,,,,,,,,,15,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,58522370,,,,"POLYGON ((11.5329465 48.1753038, 11.5345524 48.1752558, 11.5345346 48.17499, 11.5329286 48.175038, 11.5329465 48.1753038))",,,,,,,,,,,,,,,,,,,,,,,,,,AWM,,,,,commercial,,,,,,,,,"[725270461, 725270477, 725270487, 725270515, 725270461]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,58522382,,,,"POLYGON ((11.5327528 48.174918, 11.5350073 48.1748528, 11.5350042 48.1747682, 11.5327499 48.1748278, 11.5327528 48.174918))",,,,,,,,,,,,,,,,,,,,,,,,,,AWM,,,,,commercial,,,,,,,,,"[725270720, 725270721, 725270722, 725270723, 725270720]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,58884225,,,,"POLYGON ((11.5278489 48.0809305, 11.5277469 48.0809525, 11.5276979 48.0808515, 11.5276241 48.0808674, 11.5275713 48.0808788, 11.5275951 48.080928, 11.527621 48.0809814, 11.5276588 48.0810594, 11.5277335 48.0810433, 11.5278874 48.08101, 11.5278489 48.0809305))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[2917928678, 729663256, 729663257, 2628408945, 729663251, 2452216756, 2452216645, 729663264, 9972337125, 2917928680, 2917928678]",2,,hipped,,red,1,,,,,,lightgrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
