element_type,osmid,amenity,amperage,authentication:short_message,capacity,operator,ref,socket:type2,source,source:delivery_date,voltage,geometry,brand,brand:wikidata,brand:wikipedia,name,opening_hours,operator:wikidata,operator:wikipedia,note:de,authentication:membership_card,payment:account_cards,description,access,authentication:app,authentication:nfc,contact:phone,contact:website,fee,motorcar,parking:fee,socket:type2:output,addr:suburb,wheelchair,socket:type2:current,socket:type2:voltage,survey:date,payment:mastercard,payment:paypal,payment:visa,location,authentication:phone_call,layer,level,socket:schuko,short_name,website,charge,payment:american_express,payment:sepa,payment:vpay,comment,addr:city,addr:housenumber,addr:postcode,addr:street,phone,bicycle,authentication:none,socket:chademo,socket:type2_combo,scooter,socket:chademo:output,socket:type2_combo:output,truck,camera:direction,camera:mount,camera:type,highway,man_made,surveillance,surveillance:type,surveillance:zone,socket:type1_combo,note,covered,ref:EU:EVSE,payment:credit_cards,addr:country,hgv,maxstay,noname,output,charging_station:output,network,description:de,socket:usb,socket:tesla_supercharger_ccs,start_date,socket:type2_cable,fixme,lit,support,payment:maestro,payment:mea,object:city,object:country,object:housenumber,object:postcode,object:street,mapillary,bus,payment:bank_transfer,amenity:wikipedia,socket:tesla_supercharger_ccs:output,socket:type2_cable:output,payment:Giro-e,payment:Ladekarte,payment:app,payment:qr_code,lamp_mount,lamp_type,payment:cards,payment:contactless,check_date,small_electric_vehicle,motor_vehicle,manufacturer,payment:nfc,authentication:contactless,contact:email,maxstay:conditional,name:en,payment:cash,payment:membership_card,socket:type2_combo:current,socket:type2_combo:voltage,socket:device:USB-A,socket:device:USB-C,parking:lane:charge:conditional,socket:type1:output,email,image,image:0,image:1,nodes,parking,parking:orientation,surface,capacity:disabled,parking_space,orientation
node,7926262686,charging_station,,,,,,,,,,POINT (13.3947857 52.4998319),,,,,,,,,,,,private,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7944139640,charging_station,,,,,,,,,,POINT (13.2803505 52.5203389),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7959861426,charging_station,,,2,Lidl,,,,,,POINT (13.3531043 52.5356176),,,,,24/7,Q151954,en:Lidl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,50 kW,50 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7960890342,charging_station,,,2,Allego B.V.,DEALLEGO0011891,2,,,,POINT (13.4162771 52.5604463),,,,Ladestation,24/7,,,,,,,,,,,,yes,yes,,11kW,,,,,,yes,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7962412464,charging_station,,,2,,,2,,,,POINT (13.3485126 52.4550327),,,,be-emobil,,,,,,,be-emobil Ladestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7964932167,charging_station,,,2,be emobil,,2,,,,POINT (13.3380199 52.4517078),,,,,24/7,,,,,,,,,,,,,,,11 kW,,,16,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7966889831,charging_station,,,2,Berliner Stadtwerke,,,,,,POINT (13.322154 52.5218084),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7966898394,charging_station,,,2,Lidl,,,,,,POINT (13.232705 52.5396925),,,,,,Q151954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8012710362,charging_station,,,2,Allego,,,,,,POINT (13.4226615 52.5447655),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8032889116,charging_station,,,2,be emobil,,2,,,,POINT (13.2864745 52.4504281),,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8032923517,charging_station,,,,be emobil,,,,,,POINT (13.2816774 52.4590761),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8032937136,charging_station,,,1,be emobil,,yes,,,,POINT (13.2689773 52.4564287),,,,,,,,,,,,,,,,,,,,"3,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8032940540,charging_station,,,2,Fritz-Haber-Institut,,,,,,POINT (13.2836001 52.448742),,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8032940541,charging_station,,,2,Fritz-Haber-Institut,,,,,,POINT (13.2835537 52.4487119),,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8032940542,charging_station,,,2,Fritz-Haber-Institut,,,,,,POINT (13.283505 52.4486808),,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8032952393,charging_station,,,2,be emobil,,,,,,POINT (13.2721544 52.4509185),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8072672517,charging_station,,,2,Allego,DEALLEGO0020142,,,,,POINT (13.463694 52.522626),,,,,,Q75560554,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8075200562,charging_station,,,2,Allego,,,,,,POINT (13.4091827 52.5690861),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8147501014,charging_station,,,2,Allego,DEALLEGO001922,2,,,,POINT (13.4266553 52.4656721),,,,,24/7,Q75560554,,,,,,,yes,yes,+49 30 233210000,https://www.allego.eu/de-de/elektromobilisten/ladestation-finden,yes,yes,no,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8186853700,charging_station,,,2,Allego,DEALLEGO002025,2,,,,POINT (13.4434144 52.4567339),,,,,24/7,Q75560554,,,,,,,yes,yes,+49 30 233210000,https://www.allego.eu/de-de/elektromobilisten/ladestation-finden,yes,yes,no,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8188126322,charging_station,,,2,,,,,,,POINT (13.2927251 52.4790105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8188158154,charging_station,,,,,,,,,,POINT (13.3021154 52.4598244),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8188176035,charging_station,,,2,Allego,,,,,,POINT (13.3109107 52.4603912),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8188186644,charging_station,,,2,Berliner Stadtwerke,,,,,,POINT (13.3074317 52.4666991),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8188186645,charging_station,,,2,,,,,,,POINT (13.3105281 52.4666382),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8188186646,charging_station,,,2,Siemens,,,,,,POINT (13.3105436 52.4666427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8196157533,charging_station,32,,4,mediaworx berlin AG,,4,,,400,POINT (13.4905243 52.4914028),,,,mediaworx berlin AG,24/7,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8199352942,charging_station,,,2,Allego,,,,,,POINT (13.3429098 52.5205805),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8199898213,charging_station,,,2,Allego GmbH,,,,,,POINT (13.3283555 52.4407103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8207383037,charging_station,,,2,Allego,DEALLEGO001944,2,,,,POINT (13.4484794 52.4902675),,,,,24/7,Q75560554,,,,,,,yes,yes,+49 30 233210000,https://www.allego.eu/de-de/elektromobilisten/ladestation-finden,yes,yes,no,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8207971754,charging_station,,,2,Allego,,2,,,,POINT (13.4416361 52.5461004),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8207977759,charging_station,,,2,Allego,,2,,,,POINT (13.4532867 52.5457722),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8207985428,charging_station,,,2,Allego,,2,,,,POINT (13.4344551 52.5458702),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8212399799,charging_station,,,,,,2,,,,POINT (13.3961642 52.3895709),,,,Charge It,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8221949785,charging_station,,,2,Allego,,,,,,POINT (13.4934142 52.5042238),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8222978862,charging_station,,,2,be emobil,,2,,,,POINT (13.1968193 52.5333503),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8223026928,charging_station,,,,,,1,,,,POINT (13.1927585 52.5344011),,,,Audi Ladestation,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8223032049,charging_station,,,,,,2,,,,POINT (13.2077272 52.546654),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8223072360,charging_station,,,2,,,1,,,,POINT (13.1436764 52.5461491),,,,Lidl lädt auf,,,,,,,,,,,,,,,,43 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,50 kW,50 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8231676436,charging_station,,,2,Allego,DEALLEGO001039,2,,,,POINT (13.4457684 52.4795041),,,,,24/7,Q75560554,,,,,,,yes,yes,+49 30 233210000,https://www.allego.eu/de-de/elektromobilisten/ladestation-finden,yes,yes,no,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8238363840,charging_station,,,2,Allego,,2,,,,POINT (13.4464322 52.5502347),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8245997153,charging_station,,,2,Allego,,,,,,POINT (13.3376837 52.4858191),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8296426661,charging_station,,,2,Allego,,,,,,POINT (13.4733341 52.5049575),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8308469957,charging_station,,,2,ChargePoint,,,,,,POINT (13.3236511 52.4945808),ChargePoint,Q5176149,en:ChargePoint,ChargePoint,24/7,Q5176149,en:ChargePoint,,,,,,,,,,yes,yes,,,Wilmersdorf,,,,,,,,,,,,,,,,,,,,Berlin,61,10719,Uhlandstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8331346871,charging_station,,,1,E.ON,,,,,,POINT (13.3330159 52.5985969),,,,,,Q270223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8334502508,charging_station,,,2,Allego,DEALLEGO0001161,2,,,,POINT (13.1696072 52.5182005),,,,,,Q75560554,,,,,,,,,+4930233210000,,yes,yes,,11kW,,,,,,yes,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8338635652,charging_station,,,2,Innogie,,2,,,,POINT (13.5667843 52.5696857),,,,,24/7,,,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,4,,Havemannstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8357647624,charging_station,,,,Allego,,1,,,,POINT (13.3379106 52.4348021),,,,,24/7,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laternenladestelle mit Parkplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8358513242,charging_station,,,2,be emobil,,,,,,POINT (13.3941811 52.5308071),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8380401829,charging_station,,,2,Berliner Stadtwerke,,,,,,POINT (13.3168386 52.5306517),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8402469014,charging_station,16,,2,Allego,,2,,,400,POINT (13.2928699 52.4913641),,,,be emobil Ladesäule,,Q75560554,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8402484234,charging_station,16,,2,Ubitricity,,2,,,230,POINT (13.2907964 52.4704341),,,,,,Q113699692,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8412548221,charging_station,,,2,Lidl,,1,,,,POINT (13.4540225 52.4529762),,,,,,Q151954,en:Lidl,,,,,,,,,,,yes,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,50,50,,,,,,,,,,,Parkplätze 23:00-06:30 Uhr reserviert für WeShare,,,,,,1,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8445848909,charging_station,,,2,be-emobil,,,,,,POINT (13.4045514 52.5488043),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8457297286,charging_station,,,2,Allego,DEALLEGO001998,2,,,,POINT (13.3841427 52.536333),,,,,24/7,Q75560554,,,,,,,,,+49 30 233210000,https://www.allego.eu/de-de/elektromobilisten/ladestation-finden,yes,yes,,11 kW,,,16,,,yes,,yes,,,,,,,,0.39 EUR/kWh,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8457793798,charging_station,,,1,EDEKA,,2,,,,POINT (13.4480415 52.4890723),,,,,Mo-Sa 08:00-21:00,Q701755,de:Edeka,,,,,,,,,,no,yes,,,,,,,,,,,,,,,2,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8461326377,charging_station,,,2,Allego,,2,,,,POINT (13.3409932 52.5324732),,,,,,Q75560554,,,,,,yes,,,,,yes,,,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8463726435,charging_station,,,2,be emobil,,,,,,POINT (13.4770585 52.5370783),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8464297665,charging_station,,,3,e-mobility Lidl,,,,,,POINT (13.4685956 52.5460422),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8506530912,charging_station,,,2,Allego,,,,,,POINT (13.3616586 52.5493268),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8506543522,charging_station,,,2,Allego,,,,,,POINT (13.3584641 52.5497659),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8511248134,charging_station,,,2,Allego,DEALLEGO002063,2,,,,POINT (13.380735 52.4746308),,,,,24/7,Q75560554,,,,,,,yes,yes,+49 30 233210000,https://www.allego.eu/de-de/elektromobilisten/ladestation-finden,yes,yes,no,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8567312295,charging_station,,,12,"Tesla, Inc.",,,,,,POINT (13.3557084 52.4810694),"Tesla, Inc.",Q478214,en:Tesla Supercharger,Berlin - EUREF-Campus Supercharger,24/7,Q478214,"en:Tesla, Inc.",,,,,customers,,,,,yes,,,,,,,,,,,,,,,,,Tesla,https://www.tesla.com/findus/location/supercharger/berlineurefcampussupercharger,,,,,,Berlin,1-25,10829,EUREF-Campus,,,,,,,,,,,,,,,,,,,,,,,DE,,,,,,,,,12,,,,,,,,,,,,,,,,en:Tesla Supercharger,250 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8613425629,charging_station,,,2,be emobil,,,,,,POINT (13.342289 52.5176999),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8613439954,charging_station,,,3,,,,,,,POINT (13.3076148 52.5286389),,,,,24/7,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8639998716,charging_station,,,2,Allego,,,,,,POINT (13.4223468 52.5309448),,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8648185186,charging_station,,,3,Kaufland Dienstleistung GmbH & Co. KG,,,,,,POINT (13.4571288 52.5340093),,,,,24/7,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8653903716,charging_station,,,2,Lidl,,,,,,POINT (13.5610909 52.4920652),,,,,,Q151954,en:Lidl,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,50 kW,50 kW,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8658890772,charging_station,,,2,Allego,DEALLEGO0020531,2,,,,POINT (13.4303547 52.5472872),,,,,24/7,Q75560554,,,,,,,,,+49 30 233210000,https://www.allego.eu/de-de/elektromobilisten/ladestation-finden,yes,yes,,11 kW,,,16,,,yes,,yes,,,,,,,,0.38 EUR/kWh,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
