element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,source,geometry,access,amenity,fee,parking,toilets:wheelchair,wheelchair,cuisine,diet:vegan,diet:vegetarian,name,opening_hours,phone,tourism,website,maxheight,note,check_date:opening_hours,shop,brand,brand:wikidata,brand:wikipedia,operator,surveillance,capacity,level,contact:website,description,office,sport,wikidata,addr:inclusion,disused:amenity,disused:parking,capacity:disabled,park_ride,check_date,operator:wikidata,height,lit,addr:place,changing_table,covered,wheelchair:description:de,contact:email,contact:fax,contact:phone,source:addr,drive_through,operator:type,ref,contact:facebook,contact:instagram,wheelchair:description,contact:youtube,atm,type,artist_name,start_date,postal_code,material,colour,wikimedia_commons,historic,nodes,architect,building,building:colour,building:levels,building:material,heritage,heritage:operator,internet_access,internet_access:fee,internet_access:password,internet_access:ssid,old_name,ref:lda,roof:colour,roof:levels,roof:shape,short_name,wikipedia,year_of_construction,fax,email,layer,toilets,addr:housename,diet:kosher,roof:height,roof:material,disused:shop,location,indoor_seating,outdoor_seating,alt_name,payment:cash,payment:contactless,payment:credit_cards,payment:debit_cards,payment:edenred_ticket,payment:girocard,old_ref,heritage:website,lda:criteria,branch,payment:mastercard,payment:visa,stroller,addr:city:fa,atm:operator,nohousenumber,dog,elevator,diet:halal,self_checkout,disused:toilets,compressed_air,fuel:diesel,fuel:octane_91,fuel:octane_95,kiosk,building:levels:underground,smoking,takeaway,drink:club-mate,organic,roof:orientation,ele,ref:vatin,name:fa,name:ru,opening_hours:covid19,service,name:de,wholesale,payment:maestro,building:use,payment:cards,fascade:material,capacity:parent,capacity:women,fuel:octane_98,opening_hours:signed,url,payment:american_express,payment:apple_pay,payment:diners_club,payment:google_pay,payment:vpay,fuel:GTL_diesel,fuel:lpg,fuel:octane_100,owner,payment:coins,payment:notes,social_facility,origin,area,name:cs,name:sk,fuel:biodiesel,fuel:cng,fuel:e85,payment:v_pay,fixme,drink:coffee,building:part,fuel:e10,self_service,noaddress,building:architecture,contact:pinterest,roof:cover:material,air_conditioning,takeaway:covid19,culture,gay,lgbtq,disused,source:addr:housenumber,disused:building,access:covid19,delivery,fuel:HGV_diesel,heritage:ref,protection_status,source:building:levels,service:vehicle:car_repair,service:vehicle:oil_change,construction_date,min_height,craft,image,recycling:scrap_metal,recycling_type,second_hand,toilets:access,addr:floor,automated,addr:neighbourhood,noname,building:min_level,fuel:LH2,club,official_name,car_wash,abandoned:amenity,facebook,instagram,mobile,whatsapp,youtube,website:menu,social_facility:for,source:name,loc_name,community_centre,building:parts,zero_waste,construction,source:geometry,name:ja,name:en,name:signed,male,ref:shop:num,safety:hand_sanitizer:covid19,operator:legal,not:brand:wikidata,opening_date,sausage,ways,note:opening_hours,source:opening_hours,name:ko,name:es,name:fr,name:nl,name:tr
way,32341311,Berlin,DE,41,12305,Barnetstraße,Lichtenrade,,"POLYGON ((13.3905067 52.3978303, 13.3904391 52.3979476, 13.3905007 52.3979617, 13.3904041 52.398129, 13.3910384 52.398271, 13.3912102 52.3983086, 13.3911931 52.3983376, 13.3913754 52.3983775, 13.3915598 52.3980642, 13.3905067 52.3978303))",,,,,yes,yes,,,,Edeka,Mo-Sa 07:00-22:00,+493070073515,,https://www.edeka.de/eh/minden-hannover/edeka-gayermann-barnetstr.-41-42/index.jsp,,,2021-11-06,supermarket,Edeka,Q701755,en:Edeka,E neukauf Gayermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[364075758, 5286187978, 5286187977, 364075761, 5286187976, 3100322089, 3100322091, 364075763, 364075760, 364075758]",,retail,,1,,,,,,,,,,,0,flat,,,,,E4033408@MINDEN.EDEKA.DE,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32349196,,,,,,,,"POLYGON ((13.5633978 52.5422791, 13.5634804 52.5423685, 13.5634711 52.5423719, 13.5635984 52.5425144, 13.5636129 52.5425105, 13.5636952 52.5425975, 13.5634547 52.5426772, 13.5633691 52.5425876, 13.5634642 52.5425531, 13.5633362 52.5424098, 13.5632819 52.5424281, 13.5632046 52.5423464, 13.5633978 52.5422791))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[364141873, 4452240966, 6462195261, 6462195260, 6462195259, 364141874, 364141876, 364141881, 364141883, 364141886, 364141887, 364141888, 364141873]",,retail,,1,,,,,,,,,,,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32349207,,,,,,,,"POLYGON ((13.5620324 52.5431679, 13.5622619 52.5433642, 13.5622239 52.5433833, 13.5622375 52.5433957, 13.5621973 52.5434114, 13.5619539 52.5432004, 13.5620324 52.5431679))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[364141937, 364141938, 5043371539, 5043371538, 364141939, 364141940, 364141937]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32349482,,,,,,,,"POLYGON ((13.5631422 52.5420206, 13.5631707 52.5420515, 13.5631848 52.5420467, 13.5632652 52.5421339, 13.5630719 52.5421998, 13.5629933 52.5421145, 13.5630623 52.542091, 13.5630321 52.5420582, 13.5631422 52.5420206))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[364143929, 364143930, 364143931, 364143932, 364143933, 364143934, 364143936, 364143938, 364143929]",,retail,,1,,,,,,,,,,,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32509599,,,,,,,,"POLYGON ((13.4961902 52.5705175, 13.4966476 52.5701169, 13.496525 52.5700652, 13.4958633 52.569786, 13.4956655 52.5699593, 13.4956019 52.5699325, 13.495557 52.5699719, 13.4951674 52.5698076, 13.4948328 52.5701008, 13.4955249 52.5703927, 13.4957233 52.5704763, 13.4958433 52.5703711, 13.4961902 52.5705175))",,,,,,limited,,,,RiZ,,,,,,,,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[365530393, 365530395, 5172372233, 365530398, 4598790458, 4598790457, 365530400, 365530402, 365530404, 10701244980, 365530406, 365530408, 365530393]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32514426,Berlin,DE,99,10245,Revaler Straße,Friedrichshain,,"POLYGON ((13.4516567 52.5082238, 13.4516505 52.5082109, 13.4515891 52.5082219, 13.4515266 52.5080916, 13.4517286 52.5080556, 13.4517235 52.5080451, 13.4518333 52.5080255, 13.4518384 52.5080361, 13.4519822 52.5080105, 13.4520507 52.5081535, 13.4519553 52.5081706, 13.4519492 52.5081578, 13.4517442 52.5081944, 13.4517503 52.5082071, 13.4516567 52.5082238))",,,,,,,,,,Beamtenwohnhaus,,,,,,,,,,,,,,,,,,,,Q61768651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3927771515, 3927776502, 3927771513, 3927813571, 3927813569, 3927812698, 3927776498, 3927813566, 3927804294, 3927771510, 3927813577, 3927813575, 3927813578, 3927771512, 3927771515]",,retail,,3,,,,,,,,,,,0,hipped,BWH,,,,,,,Beamtenwohnhaus,,,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32514429,Berlin,DE,99,10245,Revaler Straße,Friedrichshain,,"POLYGON ((13.4522117 52.5081598, 13.4521996 52.5081346, 13.4521736 52.5081392, 13.45217 52.5081316, 13.4521233 52.5081399, 13.4520882 52.5080669, 13.4522082 52.5080454, 13.4522028 52.5080341, 13.4525032 52.5079803, 13.4525596 52.5080975, 13.4522117 52.5081598))",,,,,,,,,,Ambulatorium,,,,,,,,,,,,,,,,,,,,Q56233327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3927771511, 3927812702, 3927804366, 3927812559, 3927812704, 3927813570, 3927812699, 3927813565, 3927776571, 3927813572, 3927771511]",,retail,,2,,,,,,,,,,,0,gabled,,,,,,,,Ambulatorium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32596078,,,,,,,,"POLYGON ((13.4953488 52.5695782, 13.4946594 52.5692868, 13.4942514 52.5696434, 13.4943987 52.5697056, 13.4943376 52.569759, 13.4944345 52.5697999, 13.4944793 52.5698189, 13.4947057 52.5699146, 13.4947334 52.5698904, 13.4947672 52.5698609, 13.4949412 52.5699344, 13.4953488 52.5695782))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[366554187, 366554190, 366554191, 366554193, 366554194, 5726134464, 5726134461, 366554198, 10701244985, 366554200, 366554202, 366554187]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32651654,,,,,,,,"POLYGON ((13.3072999 52.5060738, 13.3078752 52.5061353, 13.3083327 52.5061861, 13.30847 52.5062014, 13.308513 52.5061896, 13.3086447 52.5061539, 13.3088175 52.5061064, 13.3087831 52.5060555, 13.308753 52.5060124, 13.3087471 52.505988, 13.3087271 52.5059621, 13.3086971 52.5059393, 13.3086627 52.505922, 13.308606 52.5059081, 13.3083691 52.5058908, 13.3083655 52.5059031, 13.3081342 52.5058745, 13.3081386 52.505862, 13.3080497 52.5058514, 13.3079925 52.5058436, 13.3079883 52.5058567, 13.3077597 52.5058291, 13.307763 52.5058162, 13.3076948 52.5058075, 13.3076184 52.5057979, 13.3076139 52.5058115, 13.3073839 52.5057837, 13.3072999 52.5060738))",customers,parking,yes,multi-storey,,yes,,,,,,,,,2,,,,,,,APCOA,,,,,,,,,,,,yes,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[367077075, 367077109, 2452336857, 367077083, 2452336858, 367077140, 367077087, 2452339035, 2452336829, 2452336824, 2452336819, 367077091, 2452336814, 2452336812, 2452336808, 2452336810, 2452336806, 2452336802, 367079624, 2452336797, 2452336800, 2452336796, 2452336795, 2452336755, 2452336791, 2452336793, 367077078, 367077075]",,retail,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32651656,,,,,,,,"POLYGON ((13.3070579 52.5060463, 13.3070514 52.5060454, 13.3070191 52.5061658, 13.3069956 52.5062369, 13.3069743 52.5063014, 13.3069621 52.5063467, 13.3069603 52.5063613, 13.306961 52.5063791, 13.3069666 52.5063999, 13.3069822 52.5064345, 13.3070225 52.5064675, 13.3070657 52.5064889, 13.3071068 52.5064985, 13.3071581 52.5065073, 13.3073647 52.5064966, 13.3075637 52.506485, 13.30778 52.5064725, 13.3079209 52.5064643, 13.3079196 52.5064604, 13.3079028 52.5063476, 13.3078752 52.5061353, 13.3072999 52.5060738, 13.3070579 52.5060463))",,,,,,,,,,Kant Center,,,,,,,,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[367077072, 2452336838, 2452336748, 2452336749, 367079355, 367077095, 2452336884, 2452336885, 2452336886, 2452336887, 2452336890, 2452336891, 2452336892, 367077100, 367079308, 2452336750, 2452336751, 2452336889, 367077104, 367077121, 367077109, 367077075, 367077072]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32796559,Berlin,,75-79,12059,Kiehlufer,,,"POLYGON ((13.447609 52.4839775, 13.4474942 52.4838915, 13.4474972 52.4838644, 13.4475266 52.4838503, 13.4475154 52.4838413, 13.4475452 52.4838272, 13.4476311 52.4837848, 13.4477377 52.4837321, 13.4479914 52.4836042, 13.4480536 52.4835729, 13.4481638 52.4836523, 13.4484336 52.4838462, 13.4484844 52.4838826, 13.4484459 52.4839022, 13.4482805 52.4839866, 13.4482657 52.483976, 13.4482478 52.4839853, 13.4482524 52.4840013, 13.4480926 52.4840837, 13.4478089 52.4838782, 13.4477788 52.4838932, 13.4477551 52.483905, 13.447609 52.4839775))",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[369576333, 369576335, 1650938687, 1650938685, 1650938683, 1650938235, 7241621247, 1650938245, 1650938253, 369576336, 1037186988, 1037186985, 369576337, 7241621254, 1650938721, 1650938717, 1650938723, 1650938727, 369576338, 369576339, 7241621246, 7913854029, 369576333]",,retail,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32810281,,,,,,,,"POLYGON ((13.3299377 52.4661352, 13.3300497 52.466092, 13.3301831 52.4660402, 13.3301725 52.4660306, 13.330187 52.4660246, 13.3301506 52.4659893, 13.3302258 52.4659593, 13.3303645 52.4660932, 13.3302653 52.466132, 13.3302941 52.4661595, 13.3301671 52.4662072, 13.3300577 52.466251, 13.3299377 52.4661352))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1122054218, 7405845477, 369724144, 369724148, 369724153, 369724157, 369724164, 1974443756, 1974443758, 5752481752, 7405845478, 2321942608, 1122054218]",,retail,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32839270,,,,,,,,"POLYGON ((13.5071525 52.4997748, 13.5071854 52.4997689, 13.5071735 52.4997441, 13.5079967 52.4995982, 13.5081241 52.4998645, 13.508204 52.5000317, 13.5077823 52.5001065, 13.5077982 52.5001399, 13.5077525 52.500148, 13.5077365 52.5001146, 13.5073955 52.500175, 13.5074118 52.5002096, 13.5073603 52.500209, 13.5071525 52.4997748))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[369946533, 5762181933, 5762181932, 369946534, 635791476, 369946535, 5762181926, 5762181927, 5762181928, 5762181929, 5762181930, 5762181931, 369946536, 369946533]",,retail,,1,,,,,,,,,,,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32843241,,,,,,,,"POLYGON ((13.5126632 52.4692577, 13.512724 52.4691977, 13.5128025 52.4691097, 13.5127261 52.4690812, 13.5123688 52.4689472, 13.51192 52.4693913, 13.5120901 52.4694548, 13.5121665 52.469378, 13.5126112 52.4695453, 13.5127563 52.4695999, 13.5129856 52.4693791, 13.5128787 52.4693388, 13.5126632 52.4692577))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,"[369979346, 6993011273, 2042665339, 369979366, 369979363, 369979360, 5277878818, 5277878819, 10568344361, 369979356, 369979349, 6993011272, 369979346]",,retail,,1,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32843242,,,,,,,,"POLYGON ((13.5129435 52.4688712, 13.5130564 52.468756, 13.5130179 52.4687417, 13.51269 52.4686219, 13.5123688 52.4689472, 13.5127261 52.4690812, 13.5128207 52.4689947, 13.5129435 52.4688712))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,"[10240820629, 2042665321, 369979389, 369979397, 369979363, 369979366, 10240820628, 10240820629]",,retail,,1,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32843244,,,,,,,,"POLYGON ((13.51269 52.4686219, 13.5130179 52.4687417, 13.5130391 52.4687205, 13.5131415 52.4686178, 13.5131581 52.4686011, 13.5131988 52.4685617, 13.5133814 52.468384, 13.5134289 52.4683378, 13.5131015 52.468214, 13.51269 52.4686219))",,,,,,,,,,ALDI Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,"[369979397, 369979389, 10568344357, 10568344354, 5277878820, 10568344351, 10568344346, 369979400, 369979409, 369979397]",,retail,,1,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32847850,,,,,,,,"POLYGON ((13.3346992 52.4665371, 13.3347408 52.466517, 13.3347027 52.4664858, 13.3347153 52.4664788, 13.3347961 52.4664397, 13.3348881 52.46651, 13.3347483 52.466576, 13.3346992 52.4665371))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[370040653, 370040655, 5752479813, 370040658, 370040660, 370040662, 370040663, 370040653]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,32982963,,,,,,,Geoportal Berlin / Hausumringe,"POLYGON ((13.3852597 52.5508998, 13.385196 52.5508528, 13.3851351 52.550808, 13.3853379 52.5507093, 13.3853844 52.5507409, 13.3853159 52.5507719, 13.3854004 52.550831, 13.3852597 52.5508998))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[371539101, 2503425987, 371539104, 371539107, 2503426270, 2503426276, 2503426284, 371539101]",,retail,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33062244,,,,,,,Geoportal Berlin / Hausumringe,"POLYGON ((13.3838276 52.5513291, 13.3839688 52.5512434, 13.3840092 52.5512189, 13.3841888 52.55111, 13.3843355 52.5511995, 13.3847217 52.5514338, 13.3848429 52.5515074, 13.3848031 52.5515272, 13.3848113 52.5515331, 13.3847344 52.5515722, 13.3847257 52.5515659, 13.3847075 52.5515751, 13.3847094 52.5515764, 13.3847027 52.5515797, 13.3847009 52.5515781, 13.3846308 52.5516131, 13.3846325 52.5516145, 13.3846257 52.5516182, 13.3846239 52.5516166, 13.3845534 52.5516518, 13.3845548 52.5516534, 13.3845484 52.5516567, 13.3845465 52.5516553, 13.3845055 52.5516757, 13.3843438 52.5517561, 13.3842855 52.5517144, 13.384098 52.5515724, 13.3840832 52.5515612, 13.3838241 52.5513683, 13.3838276 52.5513291))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1860585210, 3210429110, 427144179, 372922682, 372922677, 3210429112, 372922701, 2502859056, 2502859060, 2502859070, 2502859069, 2502859071, 2502859072, 2502859075, 2502859073, 2502859078, 2502859080, 2502859087, 2502859082, 2502859091, 2502859092, 2502859094, 2502859093, 3210429116, 306216067, 2502858875, 3210429114, 710212886, 1860585213, 1860585210]",,retail,white,1,,,,,,,,,,#808284,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33062784,Berlin,DE,305,12489,Adlergestell,Adlershof,,"POLYGON ((13.5488723 52.4307383, 13.5488649 52.4306488, 13.5488647 52.4306318, 13.5488275 52.4306112, 13.5486147 52.4307555, 13.548743 52.4308266, 13.5488723 52.4307383))",,fuel,,,,yes,,,,HEM,24/7,,,,,,,,HEM,Q109930239,,Deutsche Tamoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[372930798, 372930803, 7823771054, 7823771055, 372930795, 1862995690, 372930798]",,retail,,1,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33347044,Berlin,DE,68,12203,Hindenburgdamm,Lichterfelde,,"POLYGON ((13.315039 52.4513714, 13.3149156 52.4514675, 13.3150185 52.4515175, 13.3150351 52.4515329, 13.3150388 52.4516933, 13.3151031 52.451692, 13.3151031 52.4517009, 13.3150958 52.451701, 13.3150955 52.4517066, 13.3150967 52.4517124, 13.3151 52.4517182, 13.3151052 52.4517233, 13.3151125 52.4517279, 13.3151213 52.4517316, 13.3151323 52.4517339, 13.3151436 52.4517345, 13.315155 52.4517338, 13.3151654 52.4517312, 13.3151745 52.4517275, 13.3151815 52.4517225, 13.3151864 52.4517174, 13.3151893 52.4517116, 13.3151906 52.4517058, 13.3151895 52.4517, 13.3151806 52.4517, 13.3151804 52.4516905, 13.3152378 52.4516897, 13.3152323 52.4514965, 13.3152229 52.4514965, 13.3152167 52.4514871, 13.3152221 52.4514848, 13.3152266 52.451482, 13.3152295 52.4514789, 13.3152316 52.4514757, 13.3152327 52.451472, 13.3152326 52.4514683, 13.3152314 52.4514647, 13.3152289 52.4514613, 13.3152257 52.4514583, 13.3152215 52.4514558, 13.3152167 52.4514538, 13.3152113 52.4514523, 13.3152052 52.4514515, 13.3151991 52.4514514, 13.315193 52.4514521, 13.3151877 52.4514534, 13.315179 52.4514449, 13.3151861 52.451438, 13.315039 52.4513714))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[379461417, 379461418, 379461421, 2291971670, 379461423, 2291971678, 2291971684, 2291971686, 2291971689, 2291971693, 2291971711, 2291971725, 2291971735, 2291971743, 2291971750, 2291971751, 2291971748, 2291971741, 2291971733, 2291971721, 2291971709, 2291971691, 2291971688, 2291971682, 2291971680, 2291971676, 379461425, 379461427, 2291971668, 2291971667, 2291971665, 2291971663, 2291971661, 2291971660, 2291971658, 2291971656, 2291971654, 2291971652, 2291971650, 2291971648, 2291971646, 2291971643, 2291971641, 2291971640, 2291971642, 2291971644, 2291971639, 2291971638, 379461417]",,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,33587190,,,,,,,,"POLYGON ((13.349682 52.498148, 13.3496833 52.498128, 13.3496877 52.4980585, 13.3498933 52.4980633, 13.3499067 52.4980759, 13.3500303 52.498115, 13.3500326 52.4981182, 13.3500322 52.49812, 13.3499989 52.4981583, 13.3501286 52.4982004, 13.3500655 52.4982731, 13.3498623 52.4982068, 13.3497731 52.4981777, 13.349682 52.498148))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3826014460, 7218845763, 3826014423, 3826014424, 3826014429, 3826014447, 3826014448, 3826014449, 3826014469, 3826014483, 3826014530, 3826013970, 3826013978, 3826014460]",,retail,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
