element_type,osmid,geometry,barrier,opening_hours,access,lit,name,tourism,website,wheelchair,bicycle,foot,note,addr:city,addr:housenumber,addr:postcode,addr:street,phone,toilets:wheelchair,wheelchair:description,description,dog,fee,operator,addr:country,addr:suburb,level,source,artist_name,start_date,historic,loc_name,leisure,leaf_cycle,leaf_type,natural,wikidata,height,wikimedia_commons,image,surface,contact:website,landuse,nodes,name:etymology:wikidata,name:etymology:wikipedia,protection_title,wikipedia,alt_name,architect,architect:wikidata,architect:wikipedia,heritage,heritage:operator,heritage:website,lda:criteria,lda:inscription_date,name:he,name:ru,reconstruction_date,ref:lda,name:be,postal_code,smoothness,old_name,short_name,layer,sport,boundary,protect_class,place,name:en,opening_hours:covid19,de:strassenschluessel,historic:garden:type,historic:leisure,reg_name,name:fa,smoking,old_name:etymology:wikidata,old_name:etymology:wikipedia,short_protection_title,payment:coins,bldam:criteria,official_name,proposed:name,proposed:name:etymology:wikidata,proposed:name:start_date,source:description,building,denomination,religion,check_date:opening_hours,esperanto,name:etymology,operator:type,area,dogs,cemetery:end_date,name:ja,email,cutting,name:2017-03-12--,ref:whc,whc:criteria,whc:inscription_date,garden:type,nudism,was:landuse,building:levels,roof:shape,noname,roof:material,construction,year_of_construction,landcover,abandoned:amenity,ref:bldam,note:contact:website,website:de,whatsapp,ways,type,name:de,name:ko
way,51175555,"POLYGON ((13.4571676 52.4947571, 13.4573371 52.4949832, 13.4574783 52.4951906, 13.4576999 52.4950955, 13.4572737 52.4947059, 13.4578171 52.4945208, 13.4575918 52.4942726, 13.4574774 52.4943054, 13.4575442 52.4943846, 13.4570739 52.4945228, 13.456611 52.49396, 13.4565434 52.4939779, 13.4569194 52.4944587, 13.456122 52.4946907, 13.456264 52.4949393, 13.4571676 52.4947571))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[652813733, 10301258590, 1465071867, 1465071856, 652813739, 652813747, 652813752, 3874596565, 3874596564, 652813989, 2266306950, 2266306951, 1010212430, 652813755, 652813756, 652813733]",,,Geschützte Grünanlage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51196437,"POLYGON ((13.3548791 52.4967161, 13.3552902 52.495133, 13.3556787 52.4956279, 13.3561602 52.4957729, 13.3561776 52.4959674, 13.3554335 52.496134, 13.3555056 52.4962652, 13.3551373 52.4963501, 13.3549808 52.4967143, 13.3548791 52.4967161))",,24/7,,,Ursula-Mamlok-Park,,,,,,,Berlin,3 - 23,10781,Gleditschstraße,,,,,,,Bezirk Tempelhof-Schöneberg von Berlin,DE,Schöneberg,,,,,,,park,,,,Q116679346,,,,,,,"[653233766, 653233774, 3480283463, 653233776, 653233779, 4893799331, 4893799330, 4893799329, 4893799328, 653233766]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://de.wikipedia.org/wiki/Ursula_Mamlok,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51209441,"POLYGON ((13.2994259 52.4528428, 13.3002005 52.453169, 13.299443 52.4537638, 13.2990008 52.4539464, 13.2985957 52.4535541, 13.2994259 52.4528428))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[734877524, 7554401025, 7554401024, 734877508, 734877505, 734877524]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51277244,"POLYGON ((13.4953476 52.5355241, 13.4953287 52.5356346, 13.495169 52.5356251, 13.4951337 52.535885, 13.4937491 52.5358081, 13.4916794 52.5356789, 13.4917002 52.5354856, 13.4922964 52.5355278, 13.4946133 52.5356502, 13.4946424 52.5354832, 13.4953476 52.5355241))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[3711688566, 6341448698, 6341448697, 6341448454, 6341448696, 9556415139, 6341448453, 6611977107, 1032978561, 1032978590, 3711688566]",,,Geschützte Grünanlage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51277338,"POLYGON ((13.495479 52.5364264, 13.4953579 52.5371848, 13.4953376 52.5372202, 13.4972438 52.5373336, 13.4972271 52.5374373, 13.4972234 52.5374743, 13.4973251 52.537461, 13.4973851 52.5374429, 13.4974167 52.5374272, 13.4974458 52.5373964, 13.4974571 52.5373716, 13.4974648 52.5373102, 13.4974024 52.537307, 13.4972364 52.5372971, 13.4973585 52.5365414, 13.4975246 52.5365513, 13.4975952 52.5365579, 13.4976391 52.5365192, 13.4977533 52.5365285, 13.4978033 52.5365084, 13.4976885 52.5362399, 13.4976536 52.5362297, 13.4973831 52.5362171, 13.4973774 52.5363401, 13.4973508 52.5363908, 13.4972912 52.5363752, 13.4955082 52.5362745, 13.4952594 52.5363622, 13.4952531 52.5364171, 13.4953145 52.5364167, 13.495479 52.5364264))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[654235090, 654235087, 560731574, 560731604, 560731606, 9969201171, 9969201170, 9969201169, 9969201168, 9969201167, 9969201165, 9969201166, 560731599, 560731598, 560731462, 560731463, 9969201161, 7315612321, 7315612322, 7315612323, 7315612325, 9969201157, 9969201158, 9969201159, 9969201160, 654234429, 654234427, 654236579, 654236581, 654235092, 654235090]",,,Geschützte Grünanlage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51277476,"POLYGON ((13.4941048 52.5374435, 13.4940118 52.537391, 13.4939851 52.5373759, 13.4939213 52.5374183, 13.4939387 52.5374391, 13.4939294 52.5374514, 13.4938221 52.5375207, 13.4937966 52.5375301, 13.4937637 52.5375382, 13.4937248 52.5375395, 13.4936819 52.537537, 13.4936263 52.5375248, 13.4935867 52.5375032, 13.4935673 52.5374799, 13.4935572 52.5374505, 13.4935619 52.5374236, 13.4935746 52.5374028, 13.4935941 52.5373739, 13.4936155 52.537349, 13.4936303 52.537331, 13.4936289 52.5373062, 13.4936196 52.5372866, 13.4934787 52.5372018, 13.493409 52.5372421, 13.4931158 52.5370617, 13.4929232 52.5371791, 13.49287 52.5371468, 13.4928496 52.5371559, 13.4929 52.5371873, 13.4928886 52.5371941, 13.4929194 52.5372134, 13.4929307 52.5372067, 13.4930281 52.5372675, 13.4930171 52.5372739, 13.493039 52.5372876, 13.49305 52.5372811, 13.4931484 52.5373425, 13.493138 52.5373487, 13.4931635 52.5373646, 13.493174 52.5373584, 13.4932683 52.5374173, 13.4932583 52.5374231, 13.4932902 52.537443, 13.4933019 52.5374361, 13.4934026 52.5374989, 13.4933914 52.5375055, 13.4934179 52.537522, 13.4934301 52.5375148, 13.4935261 52.5375747, 13.4935144 52.5375816, 13.4935423 52.537599, 13.4935551 52.5375914, 13.4936499 52.5376505, 13.4936377 52.5376578, 13.4936638 52.5376741, 13.4936758 52.537667, 13.4937753 52.537729, 13.4937638 52.5377358, 13.4937889 52.5377515, 13.4938015 52.5377441, 13.4938524 52.5377758, 13.4938858 52.5377544, 13.4939012 52.537745, 13.4939529 52.5377141, 13.4939655 52.5377219, 13.4939926 52.5377057, 13.4939803 52.5376981, 13.4940835 52.5376365, 13.4940958 52.5376441, 13.4941224 52.5376282, 13.49411 52.5376205, 13.4942076 52.5375623, 13.49422 52.5375699, 13.4942467 52.537554, 13.4942342 52.5375462, 13.4943364 52.5374852, 13.494349 52.5374929, 13.4943712 52.5374796, 13.494358 52.5374714, 13.4944121 52.5374391, 13.4944498 52.5374625, 13.4945872 52.5373812, 13.4947374 52.5374771, 13.4948024 52.5374297, 13.4948614 52.5373828, 13.4948929 52.5373453, 13.494911 52.5373049, 13.4949298 52.5372556, 13.4950398 52.5365724, 13.4950364 52.5365549, 13.4950203 52.5365377, 13.4949989 52.5365267, 13.4949553 52.53651, 13.4949131 52.5365019, 13.4948735 52.5364957, 13.4929939 52.536382, 13.4913947 52.5362882, 13.4913536 52.5362869, 13.4913035 52.536293, 13.4912644 52.5363003, 13.491064 52.5363625, 13.4910252 52.5363758, 13.4911713 52.5364753, 13.4912334 52.5365143, 13.4912614 52.5364923, 13.4913426 52.5364503, 13.4913757 52.5364338, 13.4914408 52.5364241, 13.4914819 52.5364277, 13.491542 52.5364576, 13.4916141 52.5365015, 13.4916442 52.5365295, 13.4916763 52.5366185, 13.4916933 52.5366916, 13.4917003 52.536713, 13.4921853 52.5370189, 13.4922203 52.5369976, 13.4922684 52.5370287, 13.4923154 52.5370007, 13.4928228 52.5366949, 13.4929608 52.5366153, 13.4931527 52.536735, 13.493051 52.5367971, 13.4931472 52.5368544, 13.4931849 52.5368752, 13.4938631 52.5364655, 13.4945488 52.5368891, 13.4945692 52.5368761, 13.4947716 52.5370019, 13.4947671 52.5370507, 13.4941048 52.5374435))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[1121520382, 9969427804, 560731565, 8643012136, 8643012137, 8643012138, 8643012139, 8643012140, 8643012141, 8643012142, 8643012143, 8643012144, 8643012145, 8643012146, 8643012147, 8643012148, 8643012149, 8643012150, 8643012151, 8643012152, 8643012153, 8643012154, 8643012155, 8643012156, 8643012157, 8643012158, 8643012130, 8643003462, 8643003461, 8643003460, 8643003463, 8643003464, 8643003465, 8643003466, 8643003467, 8643003468, 8643003469, 8643003470, 8643003471, 8643003472, 8643003473, 8643003474, 8643003475, 8643003476, 8643003477, 8643003478, 8643003479, 8643003480, 8643003481, 8643003482, 8643003483, 8643003484, 8643003485, 8643003486, 8643003487, 8643003488, 8643003489, 8643003490, 8643003491, 8643003492, 8643012162, 8643012163, 8643003510, 8643003509, 8643003508, 8643003507, 8643003506, 8643003505, 8643003504, 8643003503, 8643003502, 8643003501, 8643003500, 8643003499, 8643003498, 8643003497, 8643003496, 8643003495, 8643003494, 8643003493, 8643012164, 8643012133, 8643012165, 8643012166, 8643012167, 8643012168, 8643012169, 8643012170, 8643012171, 8643012172, 8643012173, 8643012174, 8643012175, 8643012176, 8643012177, 6735984261, 6735984260, 6735984259, 6735984258, 6735984257, 6735984256, 8749120341, 6735984254, 6735984253, 6735984252, 6735984251, 6735984250, 6735984249, 6735984248, 6735984247, 6735984246, 6735984245, 6735984244, 6735984243, 6735984242, 6735984241, 6735984240, 6735984239, 560731501, 560731508, 654242468, 654242469, 6735984213, 6735984214, 1121520402, 654242471, 8643012206, 8643012205, 8643012207, 654242472, 1121520382]",,,Geschützte Grünanlage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51277488,"POLYGON ((13.4866407 52.539769, 13.4861652 52.5395792, 13.4863453 52.5394079, 13.486619 52.5391482, 13.4867395 52.5392303, 13.4868186 52.5392387, 13.486946 52.5392182, 13.4872 52.5392727, 13.4873006 52.539301, 13.4873383 52.5393243, 13.4873689 52.5393441, 13.4873928 52.5393595, 13.487384 52.5393677, 13.4872299 52.5395146, 13.4868271 52.5398974, 13.4860634 52.5406215, 13.486048 52.5406102, 13.4860207 52.5405983, 13.485861 52.5405157, 13.4860904 52.5403423, 13.4860513 52.5403186, 13.4865527 52.5398506, 13.4866407 52.539769))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[654244698, 654244700, 8610256279, 654244684, 2503275108, 2503275110, 2503275107, 10566957739, 2503275114, 9649670921, 9649671015, 654244689, 5018529313, 5018529316, 8610310466, 1828882303, 9649671059, 9649671014, 2503275131, 2503275129, 1828882295, 9649604794, 654244698]",,,Geschützte Grünanlage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51297478,"POLYGON ((13.6201351 52.5411481, 13.6200978 52.5411458, 13.6200561 52.5411383, 13.6200166 52.5411169, 13.6199888 52.5410907, 13.6199738 52.5410683, 13.6199683 52.54106, 13.6199522 52.5410289, 13.6199471 52.5409848, 13.6199551 52.540951, 13.6199734 52.5409172, 13.6200027 52.5408878, 13.620048 52.5408701, 13.620116 52.5408669, 13.6201431 52.5408723, 13.6201694 52.5408843, 13.6202023 52.5409025, 13.6202243 52.5409248, 13.6202433 52.5409426, 13.6202645 52.5409741, 13.620274 52.5409982, 13.6202733 52.5410262, 13.6202685 52.541047, 13.6202579 52.5410831, 13.620236 52.5411111, 13.6202045 52.5411312, 13.6201665 52.5411454, 13.6201351 52.5411481))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[654424077, 654424087, 654424085, 654424084, 654424083, 9187138162, 654424075, 654424050, 654424048, 654424047, 654424073, 654424062, 654424061, 654424060, 654424058, 654424057, 654424051, 654424072, 654424070, 654424069, 654424068, 654424067, 654424065, 654424064, 654424081, 654424080, 654424079, 654424077]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51335230,"POLYGON ((13.6092112 52.5395057, 13.6085592 52.5394596, 13.6085134 52.539432, 13.608484 52.5394163, 13.6084545 52.5393872, 13.6085171 52.5390546, 13.6094101 52.539124, 13.6092112 52.5395057))",,,,,Peter-Weiss-Platz,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,Q111583571,,,,,,,"[655118061, 655118056, 655118057, 655118058, 655118059, 655118054, 655118055, 655118061]",Q52191134,,,,,,,,,,,,,,,,,,,,,,,,,,square,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51382240,"POLYGON ((13.2583619 52.4158597, 13.2539498 52.4154882, 13.2529947 52.4152995, 13.2528866 52.4153971, 13.2514399 52.4152724, 13.251377 52.4154616, 13.2582906 52.4160349, 13.2583619 52.4158597))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[5403889944, 2964485238, 2964485236, 2964485237, 1404684183, 1779439262, 5398485826, 5403889944]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51459813,"POLYGON ((13.4879077 52.5116368, 13.4879085 52.5116404, 13.4879175 52.5116853, 13.4876893 52.5117088, 13.4876767 52.511665, 13.4874745 52.5116854, 13.487366 52.5116963, 13.4873359 52.5116993, 13.4870187 52.5117313, 13.487031 52.5117764, 13.48691 52.5117889, 13.486888 52.5117912, 13.4868825 52.5117711, 13.4868466 52.5117747, 13.4868397 52.5117493, 13.4866508 52.5117684, 13.4866197 52.5117715, 13.4865176 52.5117818, 13.4862811 52.5118056, 13.4861966 52.5118141, 13.4861662 52.5118172, 13.4859686 52.5118371, 13.4859632 52.5118557, 13.4858713 52.5118653, 13.4858395 52.5118687, 13.4857811 52.5118748, 13.4856807 52.5115303, 13.4856952 52.5114804, 13.4857309 52.5114503, 13.4857863 52.5114218, 13.4859329 52.5113867, 13.4868029 52.5111953, 13.4868229 52.5112115, 13.4873436 52.5110934, 13.4874041 52.5110796, 13.4874726 52.5110626, 13.4874887 52.511091, 13.4878232 52.511639, 13.4879011 52.5116233, 13.4879077 52.5116368))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[9623103497, 10980808825, 10980808872, 10980808873, 10980808874, 10980808835, 10980808834, 10980808833, 10980808849, 10980808846, 10980808843, 10980808844, 10980808847, 10980808848, 10980808852, 10980808855, 10980808857, 10980808856, 1678917310, 10980808854, 10980808853, 10980808876, 10980808875, 9623103483, 9998734282, 4097946151, 9623103494, 9623103482, 4097946143, 4097946141, 9623103475, 10989319308, 6428213591, 6428213592, 1678917301, 9623103499, 1678917280, 1678917287, 10980808871, 9623103497]",,,Geschützte Grünanlage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51537678,"POLYGON ((13.4487625 52.5171556, 13.4486145 52.5171223, 13.4481161 52.517172, 13.4475776 52.5172286, 13.447441 52.517242, 13.4457151 52.5174166, 13.4456454 52.517438, 13.4456033 52.5174826, 13.4455827 52.5175636, 13.4455827 52.5176124, 13.445627 52.5176465, 13.4474974 52.5174572, 13.4475334 52.5174542, 13.4478789 52.5174182, 13.4480466 52.517416, 13.4481913 52.5174393, 13.4484592 52.5174883, 13.4484619 52.5174796, 13.4486545 52.5175182, 13.4486877 52.5175256, 13.4493543 52.5176553, 13.4494014 52.5175142, 13.4494199 52.5173876, 13.4494244 52.517278, 13.4489169 52.5171363, 13.4489151 52.5171472, 13.4488015 52.5171538, 13.4487625 52.5171556))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[658951899, 2772941452, 5750101591, 2772941469, 2772941467, 2772941451, 5024888132, 5024888131, 5024888130, 5024888133, 2772941450, 2772941466, 2772941468, 4770261044, 29271722, 5750101598, 4770261043, 4770261042, 2772941471, 10777379377, 259635457, 2772941472, 5750101590, 1212073970, 5750101589, 5750101588, 10777379375, 658951899]",,,Geschützte Grünanlage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51691170,"POLYGON ((13.4502941 52.5407985, 13.450053 52.5408883, 13.4499798 52.540898, 13.4497015 52.5406191, 13.4509297 52.5401516, 13.4509853 52.5401468, 13.4512132 52.5400618, 13.4513183 52.5401666, 13.4512959 52.5401687, 13.451105 52.5402452, 13.4510693 52.5402721, 13.451062 52.5402998, 13.451073 52.5403225, 13.4512062 52.540459, 13.4502941 52.5407985))",,,yes,,Generationenpark,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[659868582, 10589295075, 4865087668, 3605081215, 10589295074, 5896615149, 3605081207, 659874036, 5896615146, 659868864, 5896615144, 5896615143, 5896615142, 659868866, 659868582]",,,Geschützte Grünanlage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51743916,"POLYGON ((13.3945834 52.4989518, 13.3945729 52.4991325, 13.3946115 52.4991714, 13.3945892 52.4993034, 13.394506 52.4993043, 13.394457 52.4993152, 13.3944213 52.4993396, 13.3944095 52.499373, 13.3944169 52.4994165, 13.3944362 52.4994382, 13.3944124 52.4995449, 13.3942832 52.499581, 13.3942639 52.4996597, 13.3942669 52.4997094, 13.3942847 52.4997501, 13.3942722 52.4998258, 13.3942683 52.4998496, 13.3942609 52.499893, 13.3941599 52.4999382, 13.3941287 52.5000024, 13.3941287 52.5000485, 13.3941142 52.5000989, 13.3940868 52.5001944, 13.394066 52.5002848, 13.3937874 52.5002622, 13.3936714 52.5002678, 13.3935646 52.5003201, 13.3933929 52.5003032, 13.3928985 52.500265, 13.3929565 52.499957, 13.3930145 52.499844, 13.3931226 52.4998246, 13.3931702 52.4997735, 13.3931633 52.4997173, 13.393126 52.4996744, 13.3933441 52.4994582, 13.3935043 52.4992124, 13.3935785 52.4989693, 13.3945834 52.4989518))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[660429904, 660429905, 660429906, 660429910, 660429911, 660429912, 660429913, 660429916, 660429917, 660429918, 660429949, 660429933, 660429934, 660429935, 660429936, 664131064, 660429937, 660429943, 660429944, 660429945, 660429946, 664132826, 660429947, 660429951, 660429952, 660429926, 660429927, 660429928, 660429923, 660429920, 660429919, 5766645169, 660429921, 5766645192, 660429922, 660429899, 660429900, 660429898, 660429904]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51762245,"POLYGON ((13.2273887 52.6175873, 13.2288086 52.6172324, 13.2285781 52.6168997, 13.2286584 52.6168839, 13.2288836 52.6172138, 13.230285 52.6169148, 13.2300992 52.6165849, 13.2301681 52.6165708, 13.230368 52.6168967, 13.2318019 52.6166308, 13.2316341 52.6162944, 13.2317016 52.616282, 13.2318911 52.6166156, 13.2333768 52.6163627, 13.2334937 52.6166242, 13.2320161 52.616876, 13.2321904 52.6172171, 13.2321252 52.6172258, 13.2319595 52.6168825, 13.2305244 52.6171532, 13.2307292 52.6174857, 13.2306539 52.6175108, 13.2304457 52.6171748, 13.2290646 52.6174602, 13.2292724 52.6177996, 13.229213 52.6178139, 13.2289803 52.6174811, 13.2275765 52.6178298, 13.2273887 52.6175873))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[1364969114, 9242424012, 9242424013, 9242424014, 660588311, 9242424015, 9242424016, 9242443417, 5469589968, 9242443424, 9242443425, 9242443426, 660588314, 660588361, 660588368, 9242443421, 9242443422, 9242443423, 660588318, 5469589967, 9242443420, 9242443419, 9242443418, 660588330, 9242424011, 9242424010, 9242424009, 5469589963, 1364969114]",,,Geschützte Grünanlage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51804412,"POLYGON ((13.368909 52.5335139, 13.3686246 52.5337778, 13.3673445 52.5350189, 13.3663638 52.5358711, 13.3663375 52.5358813, 13.366299 52.5359155, 13.3662386 52.5359691, 13.3662434 52.5359755, 13.3662845 52.5360051, 13.3660786 52.5361167, 13.3659621 52.5362251, 13.3659273 52.5362657, 13.3659185 52.5363166, 13.3659337 52.5363649, 13.3659544 52.536401, 13.3660248 52.5364303, 13.3660395 52.5364424, 13.3662726 52.5364839, 13.3664576 52.5364542, 13.3673683 52.5366911, 13.3674785 52.5368092, 13.3675871 52.5368716, 13.3676874 52.53679, 13.3677647 52.5366487, 13.3666566 52.5361098, 13.3673196 52.5355568, 13.3679021 52.5350137, 13.3682834 52.5346479, 13.3687192 52.5342632, 13.3687322 52.5342518, 13.3687711 52.5342034, 13.3688329 52.5341457, 13.3690468 52.5339462, 13.3690845 52.5339108, 13.3691509 52.5338527, 13.3692239 52.5337896, 13.3692711 52.5337499, 13.3691214 52.5336852, 13.3690822 52.5336682, 13.3690292 52.5336453, 13.3689958 52.5336309, 13.3689855 52.5336264, 13.3689566 52.5335456, 13.3689435 52.5335091, 13.3689156 52.533513, 13.368909 52.5335139))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,"[295296120, 388569472, 388567881, 671045514, 671045513, 388567882, 671045502, 30307049, 1308620933, 671045503, 371496175, 349148043, 671045507, 671045508, 671045506, 671045505, 343178781, 371494531, 1493399736, 371494570, 371494574, 671045659, 672826092, 671045660, 671045519, 682351667, 682351649, 270921908, 660938015, 6156936602, 1252385079, 1252385074, 349148049, 660938017, 660938011, 660938012, 671045492, 674105771, 295296118, 671069500, 671045489, 638875414, 3344171344, 4225753707, 5214774642, 295296120]",,,Geschützte Grünanlage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
