element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,surveillance,wheelchair,source,name,source:addr,wikimedia_commons,amenity,nodes,building,building:colour,height,operator,roof:shape,start_date,blind:description:de,building:levels,government,heritage,heritage:operator,lda:criteria,name:da,name:de,name:en,name:es,name:fr,name:nl,name:no,office,old_name,old_name:de,old_name:en,phone,ref:lda,website,wikidata,wikipedia,year_of_construction,addr:housename,building:material,description,heritage:website,operator:short,operator:wikidata,roof:colour,roof:levels,roof:material,image,country,diplomatic,embassy,name:be,name:ru,opening_hours,contact:website,alt_name,building:use,check_date:opening_hours,opening_hours:signed,contact:phone,short_name,layer,wheelchair:description,ref:bufa,toilets:wheelchair,building:name,member_of,research_institution,name_1,name:fa,target,brand:wikidata,note,name:uk,liaison,url,name:lo,official_name,name:ar,building:min_level,addr:inclusion,fee,tourism,architect,building:architecture,name:it,name:ja,name:pl,name:sv,description:de,smoking,police,architect:wikidata,architect:wikipedia,name:etymology:wikidata,ways,type,building:part,contact:email,contact:fax,contact:website:de,contact:website:en,name:cy,name:ga,name:gd,short_name:en,short_name:ru,fixme,loc_name,museum,email,historic_name:de,historic_name:en,building:parts,air_conditioning,contact:tripadvisor,internet_access,name:cs,name:el,name:fi,name:he,name:is,name:ko,name:lt,name:pt,name:ro,name:sk,name:zh,ref:vatin,reservation,toilets
way,132678492,"POLYGON ((13.2848289 52.44206, 13.2849146 52.4420865, 13.2849394 52.4420568, 13.2850068 52.4420777, 13.285063 52.4420103, 13.2851096 52.4419544, 13.2850327 52.4419305, 13.2850572 52.4419012, 13.2849954 52.441882, 13.2849709 52.4419114, 13.2848941 52.4418876, 13.2847913 52.4420109, 13.2848538 52.4420302, 13.2848289 52.44206))",,,,,,,,,,Haus 25 - Bürogebäude,,,,"[2383717378, 2383717379, 2383717377, 1459373569, 2383717374, 1459373563, 2383717372, 2383717370, 2383717369, 2383717371, 1459373560, 1459373565, 2383717376, 2383717378]",government,,,,gabled,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132678497,"POLYGON ((13.2866298 52.4418632, 13.2866383 52.4418545, 13.2865816 52.4418339, 13.2865732 52.4418425, 13.2863883 52.4417752, 13.2863808 52.4417829, 13.2863323 52.4417652, 13.2863397 52.4417577, 13.2861587 52.4416919, 13.2862547 52.4415938, 13.2866691 52.4417444, 13.2867068 52.4417581, 13.2867601 52.4417035, 13.2871282 52.4418372, 13.2871432 52.4418218, 13.287325 52.4418879, 13.2871606 52.442056, 13.2866298 52.4418632))",,,,,,,,,,Haus 51 - Berthold-Haus,,,,"[3907070800, 3907070795, 3907070776, 3907070781, 3907070729, 3907070734, 3907070720, 3907070711, 3907070647, 3907070507, 6185755316, 3907070712, 3907070658, 3907070778, 3907070762, 3907070810, 3907070942, 3907070800]",government,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,133039298,"POLYGON ((13.2879707 52.442852, 13.2879646 52.4428498, 13.2879336 52.4428824, 13.2878577 52.4428556, 13.2877952 52.4428335, 13.2877275 52.4428096, 13.2877588 52.4427767, 13.2877467 52.4427724, 13.2879549 52.4425534, 13.2879217 52.4425417, 13.2880084 52.4424505, 13.2882945 52.4425516, 13.288208 52.4426426, 13.2881794 52.4426325, 13.2879707 52.442852))",,,,,,,,,,Haus 3 - Adolf-Martens-Haus,,,,"[3907071444, 3907071441, 3907071452, 319501912, 319501922, 3907071421, 3907071410, 3907071409, 3907071315, 3907071311, 3907071288, 3907071314, 3907071351, 3907071344, 3907071444]",government,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,133039300,"POLYGON ((13.2884292 52.4434017, 13.2881987 52.4433203, 13.2883124 52.4432007, 13.2883394 52.4431724, 13.2883625 52.443148, 13.2887568 52.4427334, 13.2887704 52.4427382, 13.2887631 52.442746, 13.2888308 52.4427699, 13.2888696 52.4427292, 13.2889303 52.4427507, 13.2888883 52.4427947, 13.2889576 52.4428192, 13.2889643 52.4428121, 13.2889734 52.4428153, 13.2886713 52.443133, 13.2886813 52.4431365, 13.2884292 52.4434017))",,,,,,,,,,Haus 10 - Adolf-Martens-Haus Ost,,,,"[3907071834, 3907071768, 319501897, 319501908, 3907071624, 3907071383, 3907071385, 3907071391, 3907071408, 3907071381, 3907071397, 3907071415, 3907071428, 3907071424, 3907071427, 3907071609, 3907071616, 3907071834]",government,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,133039301,"POLYGON ((13.2869637 52.4428839, 13.2867303 52.4428014, 13.286845 52.4426808, 13.2869837 52.4425349, 13.2869939 52.4425385, 13.2872966 52.4422202, 13.2873069 52.4422238, 13.2873005 52.4422305, 13.2874988 52.4423006, 13.2875049 52.4422942, 13.2875196 52.4422994, 13.2872172 52.4426173, 13.2871042 52.4427362, 13.2870772 52.4427646, 13.2869637 52.4428839))",,,,,,,,,,Haus 50 - Adolf-Martens-Haus West,,,,"[3907071454, 3907071419, 3907071364, 3907071308, 3907071310, 3907071175, 3907071179, 3907071182, 3907071243, 3907071235, 3907071240, 3907071340, 319501927, 319501884, 3907071454]",government,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,133039303,"POLYGON ((13.2884645 52.4419985, 13.2884763 52.4419856, 13.2884757 52.4419857, 13.288449 52.4419766, 13.2884636 52.4419604, 13.2882764 52.4418945, 13.2882839 52.4418868, 13.2882721 52.4418828, 13.2882555 52.4418995, 13.2882251 52.4418885, 13.2882117 52.4419026, 13.2881068 52.4418651, 13.2882086 52.4417565, 13.2883134 52.4416449, 13.2883296 52.4416291, 13.288829 52.4418081, 13.2887243 52.4419196, 13.2886304 52.4420195, 13.288582 52.4420019, 13.2885548 52.4420304, 13.2884645 52.4419985))",,,,,,,,,bing,Haus 06 - Kantine,,,,"[3987002184, 3987002178, 3987002179, 3987002177, 3987002176, 3987002169, 3987002167, 3987002163, 3987002170, 3987002168, 3987002171, 3987002161, 5778437948, 3987002148, 3987002147, 3987002157, 5778437947, 3987002187, 3987002186, 3987002189, 3987002184]",government,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,133039325,"POLYGON ((13.28519 52.4415824, 13.2853449 52.44163, 13.2853885 52.4415771, 13.2852336 52.4415296, 13.28519 52.4415824))",,,,,,,,,,Haus 26 - Bürogebäude,,,,"[1463947461, 1463947466, 1463947462, 1463947460, 1463947461]",government,,,,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,133039326,"POLYGON ((13.283806 52.4400562, 13.283895 52.4400879, 13.2839427 52.440038, 13.2838538 52.4400064, 13.283806 52.4400562))",,,,,,,,,,,,,,"[1463947355, 1463947358, 1463947353, 1463947351, 1463947355]",government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,133039327,"POLYGON ((13.2851354 52.4414308, 13.2852083 52.4413514, 13.2850808 52.4413079, 13.2850079 52.4413872, 13.2851354 52.4414308))",Berlin,DE,11,14169,Mörchinger Straße,Zehlendorf,,,,Haus 90 - Pförtnergebäude,,,,"[1463947453, 1463947448, 1463947446, 1463947450, 1463947453]",government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,133039332,"POLYGON ((13.283245 52.4398644, 13.283296 52.4398818, 13.2833193 52.4398565, 13.2832684 52.439839, 13.283245 52.4398644))",,,,,,,,,,,,,,"[1463947348, 1463947350, 1463947342, 1463947341, 1463947348]",government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,133039334,"POLYGON ((13.2842874 52.4406452, 13.284372 52.4405578, 13.2846916 52.4406705, 13.2846072 52.4407583, 13.2842874 52.4406452))",,,,,,,,,,Haus 98 - Bürogebäude,,,,"[3907069022, 3907068909, 3907069048, 3907069273, 3907069022]",government,,,,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138516180,"POLYGON ((13.4394521 52.5559098, 13.4396695 52.5560047, 13.439623 52.5560448, 13.4396146 52.5560526, 13.4395401 52.5560192, 13.4391891 52.5563164, 13.4390464 52.5562545, 13.439071 52.5562335, 13.4393087 52.556031, 13.4392938 52.5560245, 13.4393658 52.5559631, 13.4393918 52.5559411, 13.4394076 52.5559479, 13.4394521 52.5559098))",Berlin,,140,13086,Gustav-Adolf-Straße,,,limited,,Kunsthalle Berlin-Weißensee,,,,"[1518869216, 1518869218, 2918237604, 1518869222, 2639595220, 2639595221, 1518869219, 2275180843, 9464572981, 9464572982, 2645944666, 9464572980, 9464572979, 1518869216]",government,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-03,no,,,,,,,,,,,,,,,,,,,,,,,,museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,142598688,"POLYGON ((13.5382346 52.42687, 13.5381478 52.4269295, 13.5381552 52.4269335, 13.5381251 52.4269542, 13.5381173 52.4269499, 13.5380067 52.4270256, 13.5388308 52.4274733, 13.5389405 52.4273983, 13.5389324 52.4273939, 13.5389629 52.427373, 13.5389705 52.4273771, 13.5390579 52.4273173, 13.5382346 52.42687))",Berlin,DE,11,12489,Richard-Willstätter-Straße,Adlershof,,,,8.15 - Labor- und Bürogebäude,,,,"[1560592092, 1560592098, 1560592099, 1560592102, 1560592101, 1560592107, 1560592189, 7647072282, 7647072279, 7647072280, 7647072281, 1560592149, 1560592092]",government,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,145109392,"POLYGON ((13.648688 52.4493723, 13.6488738 52.4492102, 13.6484436 52.4490271, 13.6484157 52.4490514, 13.6483394 52.4490189, 13.6482724 52.4490774, 13.6483474 52.4491094, 13.6482566 52.4491886, 13.648688 52.4493723))",,,,,,,,,,,,,,"[1585533292, 1585533256, 1585533243, 1585533246, 1585533242, 1585533248, 1585533250, 1585533253, 1585533292]",government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,147237714,"POLYGON ((13.3851075 52.5120095, 13.3849442 52.5123058, 13.3850289 52.512321, 13.3851292 52.5121289, 13.3853675 52.5121761, 13.3853528 52.5122022, 13.3854591 52.5122225, 13.3855366 52.5120879, 13.3851108 52.512004, 13.3851075 52.5120095))",Berlin,DE,65,10117,Mohrenstraße,Mitte,,,,,,,,"[545125063, 1604633870, 545126125, 545126129, 545126132, 545126136, 545126152, 1604631714, 3380105771, 545125063]",government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,147395089,"POLYGON ((13.3590117 52.4995116, 13.358954 52.4994097, 13.3593364 52.4993491, 13.3593263 52.499321, 13.3594242 52.4993068, 13.3594694 52.499399, 13.3593962 52.4994096, 13.35941 52.4994458, 13.3590117 52.4995116))",,,,,,,,,,,,,,"[3837621421, 3837621389, 3837621370, 3837621360, 3837621356, 3837621384, 3837621388, 3837621394, 3837621421]",government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148997652,"POLYGON ((13.4564039 52.5558001, 13.456301 52.5557167, 13.4564285 52.5556581, 13.4564258 52.5556487, 13.4564515 52.5556382, 13.4564683 52.5556397, 13.4565968 52.5555809, 13.4566998 52.5556644, 13.4566122 52.5557046, 13.4566293 52.5557183, 13.456508 52.5557747, 13.4564902 52.5557605, 13.4564039 52.5558001))",Berlin,DE,8,13086,Amalienstraße,Weißensee,,,Geoportal Berlin / Hauskoordinaten und Hauszmringe,Standesamt Berlin Weißensee,,,,"[2927313915, 2927314625, 2927314510, 2927281320, 2927314509, 2927314222, 2927281318, 2927314622, 2927313914, 2927310511, 2927315017, 2927313815, 2927313915]",government,,,,,,,,register_office,,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,from memory,,,,,,,,actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150809957,"POLYGON ((13.4546756 52.4922932, 13.4547659 52.4923536, 13.4550541 52.4921939, 13.4549631 52.492133, 13.4549199 52.492157, 13.4545555 52.4919133, 13.4545994 52.4918889, 13.4545093 52.4918286, 13.4542227 52.4919875, 13.4543134 52.4920482, 13.4543799 52.4920114, 13.4547444 52.4922552, 13.4546756 52.4922932))",,,,,,,,,,,,,,"[1636829694, 1636829699, 1636829683, 1636829681, 1636829682, 1636829661, 1636829659, 1636829652, 1636829666, 1636829673, 1636829669, 1636829687, 1636829694]",government,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150809974,"POLYGON ((13.4552882 52.4923689, 13.4551404 52.4922841, 13.4547882 52.4925115, 13.4547816 52.4925077, 13.4536322 52.4932502, 13.4537946 52.4933434, 13.4549445 52.4926006, 13.4549365 52.4925961, 13.4552882 52.4923689))",,,,,,,,,,,,,,"[1636829701, 1636829688, 2971099737, 2971099735, 1636829878, 1636829908, 2971099747, 2971099746, 1636829701]",government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150810028,"POLYGON ((13.4596117 52.4935998, 13.4595904 52.4935841, 13.4596177 52.4935703, 13.4595754 52.4935394, 13.4595411 52.4935142, 13.4595138 52.493528, 13.4594946 52.4935141, 13.4594844 52.4935067, 13.4594117 52.4935435, 13.4594218 52.4935509, 13.4593251 52.4935998, 13.4593141 52.4935918, 13.4592413 52.4936286, 13.4592709 52.4936503, 13.459245 52.4936634, 13.4593229 52.4937205, 13.4593488 52.4937074, 13.459379 52.4937295, 13.4594524 52.4936923, 13.4594428 52.4936853, 13.4595389 52.4936367, 13.4595483 52.4936436, 13.459621 52.4936068, 13.4596117 52.4935998))",,,,,,,,,,Botschaft der Sozialistischen Republik Vietnam,,,,"[2971089703, 2971089702, 2971089701, 459667328, 2971089695, 2971089696, 1636829940, 2971089693, 2971089698, 2971089700, 1636829958, 1636829956, 1636829961, 2971089709, 2971089711, 2971089715, 2971089714, 1636830004, 1636829982, 1636829980, 2971089707, 2971089708, 2971089705, 2971089703]",government,,,,mansard,,,3,,,,,,,,,,,,diplomatic,,,,,,http://www.vietnambotschaft.org/,Q2523850,de:Vietnamesische Botschaft in Berlin,,,,,,,,grey,,,,VN,embassy,yes,,,"Mo,We,Th 09:00-12:30, 13:30-17:00",,,,,,,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157390075,"POLYGON ((13.3687193 52.5204097, 13.3680145 52.5204102, 13.3678788 52.5204102, 13.3677085 52.5204104, 13.3676495 52.5204104, 13.3679915 52.520609, 13.3679965 52.520612, 13.3680081 52.5206187, 13.3680836 52.5206188, 13.3687235 52.5206194, 13.3687239 52.520476, 13.3688651 52.5204762, 13.3688647 52.5206185, 13.3693957 52.520619, 13.3693961 52.5204758, 13.3695401 52.520476, 13.3695397 52.5206126, 13.370679 52.5206138, 13.3706794 52.5204756, 13.3706388 52.5204756, 13.370639 52.5204121, 13.3695368 52.5204112, 13.3695362 52.5202296, 13.3695367 52.5200719, 13.3695393 52.5199128, 13.3706536 52.5199151, 13.3706538 52.5198533, 13.3706813 52.5198533, 13.3706819 52.5197028, 13.3695358 52.5197013, 13.3695353 52.5198413, 13.369395 52.5198411, 13.3693955 52.5197029, 13.3688816 52.5197022, 13.368881 52.5198495, 13.3687111 52.5198492, 13.3687116 52.5197062, 13.3660429 52.5197026, 13.3656432 52.5197021, 13.3660042 52.5198093, 13.3663634 52.5199159, 13.3665685 52.5199158, 13.3671573 52.5199154, 13.3687184 52.5199144, 13.3687189 52.5201746, 13.3687193 52.5204097))",Berlin,DE,1,10557,Willy-Brandt-Straße,Tiergarten,,yes,,Bundeskanzleramt,,,,"[100277427, 3378434408, 1471955481, 1471955479, 100276358, 3491319559, 100460515, 1696118066, 4329836279, 1991339696, 1991339692, 1991339691, 1991339695, 1991339694, 1991339689, 1991339690, 1991339693, 4856214564, 4856214565, 1696118099, 1696118097, 1696118094, 8761560105, 8761560098, 1696118092, 1696118104, 1696118103, 4856214566, 4856214567, 1991339682, 1991339686, 1991339685, 1991339681, 1991339684, 1991339688, 1991339687, 1991339683, 2338678867, 1696118100, 8880036661, 31203119, 1471955379, 1696118101, 31203120, 1471955431, 100277427]",government,,,Deutscher Bundestag,,2001,"Im Bundeskanzleramt gibt es Führungen für Blinde und Sehgeschädigte, siehe http://www.absv.de/freizeit/bundeskanzleramt.htm .",,ministry,,,,Forbundskansleriet,Bundeskanzleramt,German Chancellery,Cancillería Federal,Chancellerie fédérale,Bondskanselarij,,government,,,,,,http://www.bundesregierung.de/Webs/Breg/DE/Bundesregierung/Bundeskanzleramt/bundeskanzleramt.html,Q320459,de:Bundeskanzleramt (Berlin),,Bundeskanzleramt,,,,BT,Q154797,,,,,,,,,Ведомство федерального канцлера Германии,,,,,,,,Kanzleramt,,,,,,,,,,,,,,,,,,,,,,attraction,Axel Schultes &Charlotte Frank,postmodernism,Palazzo della Cancelleria federale,連邦首相府,Urząd Kanclerza Federalnego,Förbundskanslerämbetet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,170650290,"POLYGON ((13.5020775 52.4436627, 13.5017819 52.4437998, 13.5018723 52.4438723, 13.502168 52.4437351, 13.5020775 52.4436627))",,,,,,,,,,,,,,"[1818086428, 1818086431, 1818086432, 1818086430, 1818086428]",government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,194661783,"POLYGON ((13.3378449 52.4488303, 13.3379193 52.4488262, 13.3378798 52.4485912, 13.3380749 52.4485804, 13.3380705 52.4485505, 13.3380732 52.4484708, 13.3379944 52.4484755, 13.3380025 52.4485242, 13.3379589 52.4485258, 13.3379643 52.4485569, 13.3377986 52.4485683, 13.3378449 52.4488303))",,,,,,,,,,,,,,"[2051635880, 2051635879, 10941817748, 10941817747, 10941817746, 10941817745, 10941817756, 10941817755, 10941817754, 2051635877, 2051635878, 2051635880]",government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,194661785,"POLYGON ((13.3382059 52.448915, 13.3383249 52.4489071, 13.3382635 52.448508, 13.3381405 52.448515, 13.3382059 52.448915))",Berlin,DE,47a,12167,Albrechtstraße,Steglitz,,,,,,,,"[2051635882, 2051635881, 2051635875, 2051635876, 2051635882]",government,,,,,1887,,,,4,lda,Baudenkmal,,,,,,,,,ehem. Schäferei,,,,09065465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,199425801,"POLYGON ((13.4128907 52.5214757, 13.412945 52.5215188, 13.4130167 52.5214855, 13.4129624 52.5214423, 13.4128907 52.5214757))",,,,,,,,,,,,,,"[2094266990, 2094266999, 2094266992, 2094266988, 2094266990]",government,,,,flat,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,219869057,"POLYGON ((13.4470478 52.4533694, 13.4470485 52.4533675, 13.4470426 52.4533617, 13.4470439 52.4533577, 13.4469977 52.4533521, 13.4470185 52.453289, 13.447024 52.4532896, 13.4470339 52.4532595, 13.4470376 52.4532599, 13.4470428 52.4532443, 13.4470661 52.4532352, 13.4471052 52.45324, 13.4471205 52.4532539, 13.4471152 52.4532698, 13.4471188 52.4532703, 13.447109 52.4533002, 13.4471739 52.4533082, 13.4471533 52.453371, 13.4470885 52.4533631, 13.4470871 52.4533672, 13.447077 52.4533709, 13.4470762 52.4533728, 13.4470478 52.4533694))",,,,,,,,,,,,,,"[3172014361, 3172014259, 3172014253, 3172014250, 3172014244, 3172014202, 3172014203, 3172014180, 3172014181, 3172014163, 3172013956, 3172013959, 3172014173, 3172014194, 3172014195, 3172014214, 3172014216, 3172014363, 3172014255, 3172014257, 3172014362, 3172014366, 3172014361]",government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,219869058,"POLYGON ((13.4451309 52.4526588, 13.4451658 52.4525535, 13.445177 52.4525546, 13.4451797 52.4525463, 13.4451941 52.4525405, 13.4452193 52.4525436, 13.4452285 52.4525522, 13.4452258 52.4525604, 13.4453161 52.4525713, 13.4453072 52.4525979, 13.4453388 52.4526018, 13.4453261 52.4526401, 13.4452945 52.4526362, 13.4452809 52.4526774, 13.4451309 52.4526588))",,,,,,,,,,,,,,"[3172013563, 3172013438, 3172013439, 3172013435, 3172013430, 3172013432, 3172013437, 3172013440, 3172013441, 3172013445, 3172013446, 3172013458, 3172013456, 3172013572, 3172013563]",government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,219869059,"POLYGON ((13.4459305 52.4532312, 13.4459529 52.453164, 13.4459991 52.4531697, 13.4460127 52.4531273, 13.4463148 52.4531642, 13.4463012 52.4532061, 13.4463069 52.4532068, 13.4463049 52.4532129, 13.4463122 52.4532138, 13.4462971 52.4532609, 13.4462899 52.45326, 13.4462878 52.4532663, 13.4462036 52.4532561, 13.4462008 52.4532642, 13.4459305 52.4532312))",,,,,,,,,,,,,,"[3172013952, 3172013900, 3172013904, 3172013885, 3172013901, 3172013930, 3172013934, 3172013939, 3172013942, 3172014184, 3172014182, 3172014190, 3172014179, 3172014187, 3172013952]",government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,220753234,"POLYGON ((13.3167987 52.4603952, 13.316627 52.4604551, 13.316868 52.4607117, 13.3168874 52.460705, 13.3169108 52.4607299, 13.3170631 52.4606768, 13.317053 52.4606665, 13.3170414 52.460654, 13.3169641 52.4605717, 13.316875 52.4604766, 13.3167987 52.4603952))",,,,,,,,,,,,,,"[2298436311, 2298436313, 2298436347, 2298436345, 2298436353, 2298436341, 6043250754, 6043250755, 6043250762, 6043250759, 2298436311]",government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,224585108,"POLYGON ((13.2530956 52.5527211, 13.2532591 52.5526677, 13.2528696 52.5522268, 13.2527061 52.5522802, 13.2530956 52.5527211))",,,,,,,,,,,,,,"[2334008572, 2334008567, 2334008549, 2334008554, 2334008572]",government,,,,flat,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,224585109,"POLYGON ((13.2522384 52.5529284, 13.2524045 52.5528734, 13.252147 52.5525859, 13.2526548 52.5524178, 13.2525646 52.5523171, 13.2518908 52.5525402, 13.2522384 52.5529284))",,,,,,,,,,,,,,"[2334008580, 2334008579, 2334008564, 2334008562, 2334008560, 2334008563, 2334008580]",government,,,,flat,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
