element_type,osmid,addr:city,addr:country,addr:postcode,addr:street,addr:suburb,amenity,cuisine,email,name,opening_hours,outdoor_seating,phone,toilets:wheelchair,website,wheelchair,geometry,addr:housenumber,contact:website,opening_hours:kitchen,website:menu,opening_hours:covid19,wheelchair:description,contact:facebook,contact:phone,level,note,diet:vegan,indoor_seating,diet:vegetarian,smoking,addr:place,internet_access,check_date:opening_hours,fax,smoking:outside,brand,brand:wikidata,brand:wikipedia,operator,contact:email,contact:fax,entrance,image,wikidata,wikimedia_commons,wikipedia,payment:mastercard,payment:visa,name:en,check_date,lunch:specials,internet_access:fee,takeaway,opening_hours:signed,payment:credit_cards,payment:debit_cards,lunch,self_service,capacity,contact:yelp,addr:housenumber2,addr:street2,source,old_name,ref:vatin,description,type,contact:instagram,contact:tripadvisor,diet:gluten_free,note:covid19,alt_name,note:opening_hours,delivery,reservation,start_date,fixme,microbrewery,source:addr:place,bar,facebook,payment:cards,payment:cash,tripadvisor,payment:maestro,access:covid19,delivery:covid19,drive_through:covid19,takeaway:covid19,diet:kosher,beer_garden,opening_hours:winter,biergarten,tourism,official_name,payment:electronic_purses,air_conditioning,addr:housename,toilets,surveillance,payment:account_cards,payment:girocard,diet:halal,contact:phone:office,contact:phone:service,name:th,cocktails,drink:beer,drink:liquor,drink:wine,drink:club-mate,drive_through,payment:alipay,payment:giropay,payment:sofortüberweisung,ice_cream_counter,brewery,note:de,source:opening_hours,diet:non-vegetarian,created_by,name:fa,short_name,owner,disused:amenity,payment:american_express,toilets:access,branch,food,addr:city:fa,breakfast,not:brand:wikidata,dog,drive_in,organic,contact:mobile,payment:contactless,toilets:disposal,seating,url,award:michelin,delivery:website,delivery:partner,diet:pescetarian,diet:meat,addr:inclusion,payment:apple_pay,payment:diners_club,survey:date,highchair,name:zh,internet_access:ssid,payment:app,menu:url,internet_access:operator,ref,payment:cheque,payment:coins,payment:cryptocurrencies,opening_hours:checkin,operator:type,check_date:website,disused:website,note:website,name:ar,lastcheck,opening_hours:shop,shop,layer,toilets:female,toilets:male,toilets:position,name:de,craft,was:name,changing_table,name:ru,dogs,gay,gay:men,shisha,ele,stars,sport,contact:bookatable,addr:floor,description:payment:de,description:payment:en,source:amenity,phone:mobile,description:covid19,breakfast:brunch,access,note:access,wheelchair:description:de,check_date:diet:vegetarian,mapillary,sushi,payment:notes,payment:telephone_cards,opening_hours:cantina,opening_hours:restaurant,name:ja,postal_addr:city,postal_addr:postcode,postal_addr:street,payment:others,ice_cream,contact:webcam,pay_tv:sky,frozen_yogurt,blind:audio:de,blind:website:de,cafe,opening_hours:url,designation,disused:name,disused:cuisine,indoor,smokefree,smoking_hours,phone:office,roof:shape,terrace,construction:amenity,cuisine:sushi,drink:coffee,drink:gin,drink:juice,drink:soft_drink,drink:sparkling_wine,drink:tea,drink:vodka,drink:water,wheelchair:description:en,check_date:diet:vegan,contact:wechat,opening_date,diet:healthy,diet:local,diet:organic,phone_1,restaurant,currency:BCH,catering,cuisine_1,barrier,loc_name,dinner,atm,stroller,toilets:level,last_checked,mobile,diet:ayurvedic,concert_location,capacity:outdoors,currency:EUR,lunch:menu,check_date:currency:XBT,currency:XBT,payment:lightning,payment:onchain,diet:lacto_vegetarian,diet:ovo_vegetarian,dance:style,leisure,contact:foursquare,diet:fish,payment:credit_card,payment:discover_card,contact:whatsapp,name:es,instagram,note:en,wheelchair:step_height,name:uk,live_music,name:it,payment:jcb,toilets:unisex,opening_hours:breakfast,opening_hours:lunch,drink:cocktail,capacity:outdoor_seating,origin,service:electricity,description:de,addr:district,currency:others,ref:etin,opening_hours:reception,service:bicycle:pump,diet:egg_free,diet:lactose_free,diet:nut_free,wine:region,cuisine:kebab,changing_table:fee,fast_food,min_age,payment:visa_debit,location,phone:reservation,diet:chicken,contact:website:menu,name:hi,nodes,building,heritage,heritage:operator,lda:criteria,ref:lda,building:levels,height,roof:colour,building:colour,roof:levels,heritage:website,drink:hot_chocolate,drink:milk,roof:material,building:part,roof:orientation,seamark:hulk:category,seamark:type,building:material,building:start_date,room,landuse,website:en,ways
node,63253660,Berlin,DE,10711,Damaschkestraße,Halensee,restaurant,pizza,,Ristorante Salve,Mo-Su 16:00-22:00,,,,,limited,POINT (13.2976442 52.5009791),31,https://www.ristorantesalveberlin.de/,,,,,,+49 30 31809777,,,no,,yes,,,,2023-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,78438027,Berlin,DE,13403,Auguste-Viktoria-Allee,Reinickendorf,restaurant,balkan,,Dalmacija,Tu-Su 12:00-22:00,,,no,,yes,POINT (13.3082697 52.572519),52,,,,,Auf der Terrasse ist es Barrierefrei- Personal ist sehr hilfsbereit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,78467656,Berlin,DE,13509,Wittestraße,Reinickendorf,restaurant,german,info@schlemmerkueche.de,Schlemmerküche,Mo-Fr 11:30-13:30,,+493043605808,,https://www.schlemmerkueche.de/,limited,POINT (13.3073153 52.5771153),49,,,,,,,,,,,,,,,,,+493043779024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,79454844,Berlin,DE,10715,Bundesplatz,Wilmersdorf,restaurant,greek,,Taverna Athos,Mo-Su 12:00-23:00,yes,+49 30 81487870,,https://www.taverna-athos-berlin.de,,POINT (13.3277157 52.4800304),2,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,79769672,Berlin,DE,13403,Zobeltitzstraße,Reinickendorf,restaurant,italian;pizza,,Pizzaria Tamara,,,,,,no,POINT (13.3098188 52.5701303),90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,79808386,Berlin,DE,14052,Theodor-Heuss-Platz,Westend,restaurant,steak_house,,BLOCK HOUSE,11:30-24:00,yes,+49 30 3017091,no,https://www.block-house.de/block-house-restaurant-best-steaks-since-1968/block-house-restaurants-weltweit/block-house-restaurants-standorte/block-house-restaurant-details/block-house-theodor-heuss-platz,yes,POINT (13.2707607 52.5096736),12,,,,,,,,,,,yes,,no,,,,,,BLOCK HOUSE,Q320430,de:Block House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,81362518,Berlin,DE,14052,Theodor-Heuss-Platz,Westend,restaurant,german,info@joes-berlin.de,JOE'S Restaurant & Wirtshaus,10:00-24:00,yes,+49 30 262 10 20,no,https://www.joes-berlin.de,limited,POINT (13.2708833 52.509874),10,,10:00-23:00,,,,,,,,,yes,,,,,,,,,,,Joe's Restaurant & Wirtshaus GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,81362605,Berlin,DE,14050,Lindenallee,Westend,restaurant,regional,,Lindenwirtin,"Mo-Su,PH 15:00+",yes,+49 30 3027747,yes,,yes,POINT (13.2716607 52.5106205),28,,,,,,,,,,,yes,,,,,2023-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,86001794,Berlin,DE,10117,Friedrichstraße,Mitte,restaurant,italian,,Bocca di Bacco,,,,no,,limited,POINT (13.3889505 52.5151154),167;168,http://www.boccadibacco.de/,,,off,,,+49 30 206 72828,,,,,,,,,,,,,,,Alessandro Mannozzi,info@boccadibacco.de,+49 30 206 72929,main,https://static.rollingpin.ch/public/uploads/images/employers/1e/1c/124283505/resized/baccofront01-1920x1280.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,86001798,Berlin,DE,10117,Französische Straße,Mitte,restaurant,,,Restaurant Borchardt,,,,no,http://www.borchardt-restaurant.de,limited,POINT (13.3903882 52.5150034),47,,,,,Dank Rolli wurden wir hinauskomplementiert,,+49 30 81886262,,,,,,,,,,,,,,,,,,,,Q1386375,"File:Berlin, Mitte, Französische Strasse, Weinhandlung Borchardt 02.jpg",de:F. W. Borchardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,86001800,Berlin,DE,10117,Charlottenstraße,Mitte,restaurant,,,Charlotte & Fritz,,,,,,no,POINT (13.3907724 52.5150373),49,https://charlotteundfritz.com/,,,off,,,,,,,,,,,,,,,,,,,info.berlin@regenthotels.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
