element_type,osmid,amenity,geometry,wheelchair,access,wheelchair:description,operator,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,level,email,fax,name,opening_hours,phone,shop,website,brand,nodes,brand:wikidata,brand:wikipedia,building,internet_access,short_name,toilets:wheelchair,alt_name,building:levels,roof:levels,check_date:opening_hours,cuisine,roof:shape,contact:phone,contact:website,old_name,toilets,takeaway,diet:vegan,diet:vegetarian,description,craft,disused:shop,name:ko,wikidata,changing_table,drink:club-mate,building:colour,building:levels:underground,building:material,height,roof:colour,roof:material,source,source:height,access:covid19,drive_through:covid19,opening_hours:covid19,heritage,heritage:operator,start_date,contact:facebook,contact:instagram,contact:mobile,clothes,motorcycle:clothes,motorcycle:parts,addr:suburb,building:min_level,layer,roof:height,architect,wikimedia_commons,wikipedia,noaddress,branch,contact:email,diet:halal,diet:kosher,contact:fax,healthcare,opening_hours:signed,nohousenumber,not:brand:wikidata,trade,check_date,disused:kiosk,disused:name,disused:opening_hours,outdoor_seating,reservation,smoking,note:building:levels,air_conditioning,currency:EUR,diet:gluten_free,diet:healthy,diet:lactose_free,diet:local,diet:meat,diet:mediterranean,diet:non-vegetarian,image,membership,payment:cash,payment:coins,payment:credit_cards,payment:debit_cards,payment:girocard,payment:maestro,payment:mastercard,payment:visa,ref:vatin,second_hand,stroller,cash_withdrawal,internet_access:fee,loc_name,name:de,opening_hours:url,self_checkout,breakfast,drive_through,ice_cream,indoor_seating,leisure,note,addr:housename,noname,ways,type
way,37907947,,"POLYGON ((8.6454598 50.1368005, 8.6453925 50.1367981, 8.6454044 50.1366589, 8.6454717 50.1366612, 8.6454598 50.1368005))",,,,,,,,,,,,,,,,,,,"[444918684, 444918688, 444918690, 444918687, 444918684]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38539978,,"POLYGON ((8.6829884 50.0950056, 8.6829964 50.0949985, 8.6826477 50.0948276, 8.6827433 50.0947453, 8.68272 50.0947338, 8.6828112 50.0946577, 8.6828221 50.0946486, 8.6828591 50.0946664, 8.6828426 50.094681, 8.6828933 50.0947057, 8.6830241 50.0945882, 8.6830857 50.0946121, 8.6831268 50.0945699, 8.6832152 50.094613, 8.683477 50.0947377, 8.6833858 50.0948183, 8.6834817 50.0948629, 8.6835286 50.0948214, 8.683784 50.0949433, 8.683601 50.0950978, 8.6837363 50.0951621, 8.6835485 50.0953193, 8.6835379 50.0953143, 8.6834382 50.0952675, 8.6833836 50.0952419, 8.6832895 50.0951978, 8.6832618 50.0951848, 8.6831426 50.0951288, 8.6831699 50.095104, 8.6830248 50.0950343, 8.68298 50.0950133, 8.6829884 50.0950056))",yes,,,,Frankfurt am Main,,129,60598,Mörfelder Landstraße,,,,OBI,Mo-Fr 09:00-21:00; Sa 09:00-21:00,+49 (0)69 6605683,doityourself,http://www.obi.de/de/maerkte/Frankfurt-Sachsenhausen/,OBI,"[456137239, 9999352637, 456184827, 2788512849, 2788512846, 9999352626, 456137242, 2788512820, 2788512830, 456137243, 456137245, 456137247, 456137249, 1568382931, 9999352641, 9999352638, 9999352639, 9999352640, 456137251, 456137254, 456137256, 456137238, 9999352619, 9999352618, 9999352615, 9999352611, 9999352614, 9999352633, 9999352634, 1269588515, 9999352642, 456137239]",Q300518,de:Obi (Baumarkt),retail,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,38541622,,"POLYGON ((8.6825521 50.0953244, 8.6823129 50.0951145, 8.6824404 50.0950052, 8.6824953 50.0949582, 8.6825869 50.0948796, 8.6826477 50.0948276, 8.6829964 50.0949985, 8.6829884 50.0950056, 8.68298 50.0950133, 8.6827004 50.0952543, 8.6826341 50.0952856, 8.6826314 50.0952835, 8.6825918 50.095302, 8.6825939 50.0953041, 8.6825521 50.0953244))",yes,,,,Frankfurt am Main,,129-133,60598,Mörfelder Landstraße,,,,HIT,Mo-Sa 10:00-22:00,,supermarket,,HIT,"[456137240, 456137241, 9999352449, 9999352452, 9999352456, 456184827, 9999352637, 456137239, 9999352642, 2707753086, 9999352646, 9999352643, 9999352644, 9999352645, 456137240]",Q1548713,de:HIT Handelsgruppe,retail,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,Mo-Sa 10:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,39461056,,"POLYGON ((8.716236 50.1141736, 8.7161198 50.1143077, 8.7161181 50.1143071, 8.7156138 50.1148885, 8.7155552 50.1149561, 8.7151091 50.114797, 8.7150955 50.1148127, 8.7150555 50.1147984, 8.7150693 50.1147825, 8.7150022 50.1147586, 8.7149885 50.1147743, 8.714949 50.1147602, 8.7149631 50.114744, 8.7145352 50.1145914, 8.7146924 50.1144102, 8.7147843 50.1143042, 8.7145911 50.1142353, 8.7145855 50.1142333, 8.714761 50.1140309, 8.7151063 50.1141541, 8.7150424 50.1142277, 8.7153802 50.1143482, 8.7154832 50.1142295, 8.7154292 50.1142102, 8.7155385 50.1140841, 8.7156489 50.1139569, 8.7162324 50.1141653, 8.7162361 50.1141677, 8.7162371 50.1141706, 8.716236 50.1141736))",,,,,Frankfurt am Main,DE,59,60314,Ferdinand-Happ-Straße,,,,,,,,,,"[472590233, 10260853169, 10260853170, 10743073813, 472590241, 10260853166, 10260853164, 10260853165, 10260853167, 10260853168, 10260853162, 10260853163, 472590243, 472590239, 472590237, 1069899577, 10260853161, 1069899579, 1069899572, 1069899574, 1069899568, 1069899570, 1069899562, 1069899563, 3179122891, 472590235, 10260853157, 10260853155, 10260853156, 472590233]",,,retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40221506,,"POLYGON ((8.6957009 50.1160482, 8.6956975 50.1160334, 8.6958514 50.1160156, 8.6958933 50.1160155, 8.6959282 50.1161947, 8.6957317 50.1162063, 8.6957009 50.1160482))",,,,,Frankfurt am Main,,2,60316,Sandweg,,,,,,,,,,"[484793617, 484793747, 9813071025, 1484925969, 484793620, 484793618, 484793617]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40518979,,"POLYGON ((8.6795392 50.121765, 8.6797899 50.1216995, 8.6797984 50.1216886, 8.679792 50.1216756, 8.6797361 50.1216575, 8.6795097 50.1217185, 8.6794944 50.1217403, 8.679505 50.1217548, 8.6795392 50.121765))",,,,,Frankfurt am Main,,4,60322,Bornwiesenweg,,,,,,,,,,"[1497548783, 491439807, 9809619415, 9809619417, 491439804, 491439803, 9809619418, 9809619416, 1497548783]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,40518983,,"POLYGON ((8.6810466 50.1226845, 8.6810401 50.1226267, 8.6809589 50.1226268, 8.6809437 50.1226268, 8.6809125 50.1226863, 8.6810466 50.1226845))",,,,,Frankfurt am Main,,71,60318,Oeder Weg,,,,,,,,,,"[1497548996, 603128531, 9811387058, 603128536, 603128535, 1497548996]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41186497,,"POLYGON ((8.6869016 50.1016231, 8.6869657 50.101547, 8.6873799 50.1010647, 8.6873764 50.1010629, 8.6873864 50.1010523, 8.6874032 50.1010587, 8.6874009 50.101061, 8.6876812 50.1011612, 8.6876842 50.1011579, 8.6877014 50.1011643, 8.6876918 50.1011755, 8.6876871 50.1011738, 8.6875785 50.1012997, 8.6873765 50.1015344, 8.6873332 50.1015843, 8.6872094 50.1017295, 8.6872075 50.101732, 8.6872099 50.1017328, 8.6871994 50.1017443, 8.6871826 50.1017377, 8.6871852 50.1017349, 8.6869047 50.101636, 8.6869019 50.1016385, 8.6868851 50.1016319, 8.6868956 50.1016206, 8.6869016 50.1016231))",yes,,,,Frankfurt am Main,DE,31,60594,Textorstraße,,,,REWE,Mo-Fr 07:00-24:00; Sa 07:00-23:30,+49 69 25666831,supermarket,https://www.rewe.de/,REWE,"[503123443, 503123461, 503123447, 9849028550, 9849028548, 9849028549, 9849028551, 9849028547, 9849028545, 9849028544, 9849028546, 503123449, 829181838, 505366204, 2409243901, 503123450, 9849028537, 9849028535, 9849028534, 9849028536, 9849028538, 9849028533, 9849028531, 9849028530, 9849028532, 503123443]",Q16968817,de:Rewe (Markt),retail,,,,,,,,,round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,41601303,,"POLYGON ((8.7398647 50.1299813, 8.7402725 50.1300158, 8.7402257 50.130284, 8.7403035 50.1302894, 8.740306 50.1302767, 8.7403646 50.1302809, 8.7403626 50.130294, 8.7404746 50.130303, 8.740375 50.1307805, 8.7408789 50.1308249, 8.7408333 50.1310501, 8.7408254 50.1310867, 8.7408173 50.131129, 8.7408092 50.1311613, 8.7407702 50.1313576, 8.7408206 50.1313639, 8.740792 50.1314972, 8.7406062 50.1314806, 8.7406074 50.1314771, 8.7405349 50.1314685, 8.740542 50.1314429, 8.7397829 50.1313574, 8.7397814 50.1313611, 8.7396855 50.1313504, 8.7397095 50.13124, 8.7396896 50.1312384, 8.7397634 50.1309003, 8.7396788 50.1308924, 8.7398647 50.1299813))",,,,,Frankfurt am Main,DE,136,60386,Am Erlenbruch,,,,POCO,Mo-Sa 10:00-20:00,,furniture,,POCO,"[510821985, 510821986, 510821987, 10233332383, 10233332381, 10233332380, 10233332382, 510821988, 510821989, 510821991, 6069319800, 6069319802, 6069319801, 6069319799, 10233332379, 10233332378, 510821992, 10233332372, 10233332371, 1831311031, 10233332373, 10233332377, 10233332374, 10233332375, 10233332376, 1831311011, 1831311009, 1831311007, 510821985]",Q1714820,de:Poco (Möbelhaus),retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,42725333,,"POLYGON ((8.6259673 50.1313678, 8.6260611 50.1312868, 8.6263134 50.1314372, 8.6262196 50.1315182, 8.6259673 50.1313678))",,,,,Frankfurt am Main,,2-4,60488,Bachmannstraße,,,,,,,,,,"[534311530, 534311515, 534311534, 534311532, 534311530]",,,retail,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44063340,,"POLYGON ((8.6151543 50.1473764, 8.6150189 50.1473206, 8.6151074 50.1472324, 8.6151925 50.1472675, 8.6152428 50.1472883, 8.6151543 50.1473764))",,,,,Frankfurt am Main,DE,98a,60488,Damaschkeanger,,,,,,,,,,"[560094360, 560094362, 560094363, 560094357, 560094361, 560094360]",,,retail,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44104062,,"POLYGON ((8.724165 50.1167207, 8.7237105 50.1165663, 8.7238676 50.1163762, 8.7238721 50.1163777, 8.7238705 50.1163797, 8.7238881 50.1163857, 8.7238833 50.1163915, 8.7239231 50.1164051, 8.7239281 50.116399, 8.7239648 50.1164114, 8.724001 50.1163677, 8.7239979 50.1163667, 8.7240004 50.1163637, 8.7240035 50.1163648, 8.7240392 50.1163216, 8.7240362 50.1163206, 8.7240386 50.1163177, 8.7240417 50.1163187, 8.7240778 50.1162751, 8.7240747 50.116274, 8.7240771 50.116271, 8.72408 50.116272, 8.7241084 50.1162376, 8.7241052 50.1162366, 8.7241077 50.1162336, 8.7241113 50.1162348, 8.7241318 50.1162305, 8.7241333 50.1162286, 8.7241374 50.11623, 8.7241357 50.116232, 8.7241981 50.1162532, 8.7241994 50.1162516, 8.7242035 50.116253, 8.7242021 50.1162547, 8.7242548 50.1162726, 8.7242563 50.1162708, 8.7242609 50.1162724, 8.7242593 50.1162743, 8.7243117 50.1162921, 8.7243131 50.1162904, 8.7243174 50.1162919, 8.7243159 50.1162936, 8.7243685 50.1163115, 8.72437 50.1163097, 8.7243747 50.1163113, 8.7243731 50.1163132, 8.7244205 50.1163293, 8.7244222 50.1163273, 8.7244271 50.1163289, 8.7244252 50.1163311, 8.7245244 50.1163648, 8.7243101 50.1166241, 8.7242592 50.1166068, 8.724165 50.1167207))",,,,,Frankfurt am Main,DE,285,60314,Hanauer Landstraße,,,,,,,,,,"[560469248, 560469250, 560469251, 10259990228, 10259990229, 10259990232, 10259990231, 10259990230, 10259990233, 1131557375, 10259990226, 10259818689, 10259818690, 10259990225, 10259990224, 10259818691, 10259818692, 10259990223, 10259990222, 10259818694, 10259818693, 10259990221, 10259990220, 10259818696, 10259818695, 1131557367, 10259990227, 10259818698, 10259818697, 10259990219, 10259990218, 10259818700, 10259818699, 10259990217, 10259990216, 10259818702, 10259818701, 10259990215, 10259990214, 10259818704, 10259818703, 10259990213, 10259990212, 10259818706, 10259818705, 10259990211, 10259990210, 10259818708, 10259818707, 10259990209, 560469249, 2042308695, 2042308694, 560469248]",,,retail,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44105129,,"POLYGON ((8.6961492 50.1333125, 8.69608 50.1333264, 8.6960929 50.1333552, 8.6959724 50.1333786, 8.695958 50.133351, 8.6958164 50.1333772, 8.6958179 50.1333803, 8.6958141 50.1333816, 8.6957882 50.1333243, 8.6957922 50.1333233, 8.6955912 50.1329056, 8.6958876 50.1329122, 8.6960837 50.1329164, 8.6960794 50.1329925, 8.6960926 50.1330506, 8.6960314 50.1330627, 8.6961492 50.1333125))",limited,,,,Frankfurt am Main,DE,298,60389,Friedberger Landstraße,,,,Lidl,Mo-Sa 07:00-21:00,,supermarket,,Lidl,"[560480840, 10263330163, 10263330162, 10263330161, 10263330167, 10263330166, 10263330165, 2216466053, 10263330164, 10263330168, 314238411, 10263330174, 10263330173, 10263330170, 6289510541, 10263330169, 560480840]",Q151954,en:Lidl,retail,,,,,1,0,2021-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44385792,,"POLYGON ((8.6512731 50.1076918, 8.6512528 50.1079131, 8.6515051 50.1079227, 8.6515121 50.1078457, 8.6516313 50.1078502, 8.651641 50.1077444, 8.6516445 50.1077058, 8.6512731 50.1076918))",,,,,Frankfurt am Main,DE,4,60327,Kölner Straße,,,,,,,,,,"[564127509, 1008977925, 1001231670, 1001231064, 1001231025, 562602745, 564127514, 564127509]",,,retail,,,,,7,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44525191,,"POLYGON ((8.5994157 50.1352229, 8.5994491 50.1352231, 8.599539 50.1352235, 8.5995416 50.1349834, 8.5994555 50.134983, 8.5994183 50.1349828, 8.5994157 50.1352229))",,,,,,,,,,,,,,,,,,,"[565586722, 9310855631, 565586774, 565586776, 9310855632, 565586720, 565586722]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44912448,,"POLYGON ((8.6901293 50.1204019, 8.6899967 50.1204138, 8.6900237 50.1205523, 8.6901622 50.1205416, 8.6901349 50.1204013, 8.6901293 50.1204019))",,,,,Frankfurt am Main,,23,60316,Friedberger Landstraße,,,,,,,,,,"[569543582, 569543585, 1515810405, 569543601, 9804403149, 569543582]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45032398,,"POLYGON ((8.7602718 50.1315097, 8.7605863 50.131599, 8.7606484 50.1315091, 8.7607238 50.1315305, 8.7607539 50.1314869, 8.7606782 50.1314654, 8.7609074 50.1311337, 8.7605917 50.131044, 8.7605738 50.13107, 8.7605218 50.1310552, 8.7605521 50.1310113, 8.7604882 50.1309931, 8.7603963 50.1311261, 8.7604597 50.1311441, 8.7604619 50.131141, 8.760516 50.1311564, 8.7602718 50.1315097))",yes,,,Lidl,Frankfurt am Main,,519,60386,Hanauer Landstraße,,,,Lidl,Mo-Sa 07:00-21:00,,supermarket,,Lidl,"[571106929, 571106931, 615848110, 615848107, 615848103, 615848100, 571106932, 571106930, 10229663902, 10229663903, 1091814456, 1091814510, 1091814469, 10229663905, 10229663904, 1091814490, 571106929]",Q151954,en:Lidl,retail,,,,,1,1,2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45244697,,"POLYGON ((8.6263581 50.1513689, 8.6263236 50.1514155, 8.6262294 50.1513868, 8.626264 50.1513403, 8.6263581 50.1513689))",,,,,Frankfurt am Main,DE,225,60488,In der Römerstadt,,,,,,,,,,"[574339288, 574339291, 574339292, 574339289, 574339288]",,,retail,,,,,1,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47253931,,"POLYGON ((8.5811201 50.0874123, 8.5816958 50.0873224, 8.5817407 50.0874407, 8.5815929 50.0874638, 8.5816797 50.0876926, 8.5812517 50.0877594, 8.5811201 50.0874123))",,,,,Frankfurt am Main,DE,70,60529,Martinskirchstraße,,,,,,,,,,"[602133743, 602133749, 602133751, 602133744, 602133753, 602133745, 602133743]",,,retail,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47311435,,"POLYGON ((8.7696448 50.1220576, 8.7700022 50.1221169, 8.7700652 50.1220128, 8.7701777 50.1218399, 8.7701578 50.1218344, 8.7701531 50.1218413, 8.7699774 50.121795, 8.7699911 50.1217756, 8.7698659 50.1217415, 8.76984 50.121778, 8.7698173 50.1218109, 8.769761 50.1218895, 8.7697307 50.1219347, 8.7697033 50.1219732, 8.7696448 50.1220576))",,,,,Frankfurt am Main,,3,60386,Pfortenstraße,,,,,,,,,,"[602648236, 602648255, 602648252, 602648246, 10226268671, 10226268672, 2396574987, 2396574985, 2396574969, 2396574979, 602648247, 602648238, 602648239, 602648237, 602648236]",,,retail,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47325483,,"POLYGON ((8.7677287 50.1277311, 8.7678518 50.1277494, 8.7678326 50.1278271, 8.767901 50.1278427, 8.7679675 50.1277146, 8.7679697 50.12771, 8.767902 50.1277, 8.7677542 50.1276785, 8.7677287 50.1277311))",,,,,Frankfurt am Main,,39,60386,Alt-Fechenheim,,,,,,,,,,"[602759373, 2398812977, 10222412006, 2398812988, 602759380, 10222412005, 2398812975, 602759371, 602759373]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47359786,,"POLYGON ((8.7738717 50.120672, 8.7739624 50.1206843, 8.773963 50.1206825, 8.774068 50.1206963, 8.7741031 50.1205791, 8.7739073 50.1205539, 8.7738742 50.120661, 8.7738717 50.120672))",,,,,Frankfurt am Main,DE,1,60386,Fechenheimer Leinpfad,,,,,,,,,,"[603036435, 603036444, 603036445, 2396603061, 2396603054, 603036434, 2396603063, 603036435]",,,retail,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47910816,,"POLYGON ((8.7564738 50.1196831, 8.7564247 50.1196512, 8.7563709 50.1196838, 8.7562515 50.119602, 8.7567113 50.1193212, 8.7568773 50.1194356, 8.7566547 50.1195715, 8.7564738 50.1196831))",,,,,Frankfurt am Main,,31-33,60386,Carl-Benz-Straße,,,,,,,,,,"[609269733, 10233018660, 10233018661, 609269676, 609269671, 609269665, 609269661, 609269733]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47930696,,"POLYGON ((8.76589 50.10993, 8.7661196 50.1098699, 8.7661896 50.1098521, 8.7661656 50.1098143, 8.7661085 50.1098292, 8.7659926 50.1096464, 8.7660018 50.109644, 8.7660163 50.1096221, 8.7660027 50.1096005, 8.7659689 50.1095921, 8.7659567 50.1095729, 8.7658838 50.1095919, 8.7658806 50.1095868, 8.7658756 50.1095836, 8.7658694 50.1095815, 8.7658622 50.1095802, 8.7658517 50.1095803, 8.7658403 50.1095827, 8.7657013 50.109619, 8.7656954 50.1096216, 8.7656928 50.1096247, 8.7656901 50.1096293, 8.7656891 50.1096344, 8.7656896 50.1096373, 8.7657047 50.1096611, 8.7656308 50.1096804, 8.7656169 50.1097019, 8.7656306 50.1097233, 8.7656624 50.1097315, 8.7657505 50.1097086, 8.76589 50.10993))",,,,,Frankfurt am Main,,150,60386,Starkenburger Straße,,,,,,,,,,"[609602187, 1983704186, 1983704185, 1983704176, 1983704180, 1983704168, 1983704165, 10224386415, 1983704162, 609602192, 1983704156, 1983704161, 1983704160, 1983704158, 1983704157, 10224386416, 10224386417, 1983704159, 1983704163, 10224386418, 1983704164, 10224386419, 1983704166, 1983704167, 1983704169, 609602189, 1983704170, 1983704172, 1983704173, 1983704171, 609602187]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48014119,,"POLYGON ((8.7420115 50.1222027, 8.7418311 50.1223855, 8.7420758 50.1224866, 8.7421148 50.1224486, 8.7421634 50.1224011, 8.7421675 50.1223972, 8.7421047 50.1223715, 8.7421971 50.1222786, 8.7420115 50.1222027))",,,,,,,,,,,,,,,,,,,"[610552528, 610552534, 610552538, 10255715052, 10255715055, 610552532, 610552526, 610552530, 610552528]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48014126,,"POLYGON ((8.7423208 50.1228316, 8.7423868 50.1227653, 8.7426937 50.1228913, 8.742603 50.1229822, 8.7424759 50.1229294, 8.7424999 50.1229054, 8.7423208 50.1228316))",,,,,Frankfurt am Main,,334b,60314,Hanauer Landstraße,,,,,,,,,,"[610552554, 610552573, 610552575, 610552569, 610552567, 610552571, 610552554]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48014128,,"POLYGON ((8.7439518 50.1236996, 8.744134 50.1237738, 8.7443112 50.1238467, 8.7443812 50.1237736, 8.7444001 50.1237546, 8.744324 50.1237233, 8.7442572 50.123696, 8.7440441 50.1236089, 8.7439518 50.1236996))",,,,,Frankfurt am Main,,338,60314,Hanauer Landstraße,,,,,,,,,,"[1656020946, 9919452257, 610552651, 5217847006, 610552646, 5217847003, 610597397, 610552650, 1656020946]",,,retail,,,,,3,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48014130,,"POLYGON ((8.74186 50.1227013, 8.7418248 50.1226868, 8.741616 50.122601, 8.7418311 50.1223855, 8.7420758 50.1224866, 8.74186 50.1227013))",,,,,Frankfurt am Main,,334a,60314,Hanauer Landstraße,,,,,,,,,,"[610552542, 4009185531, 610552546, 610552534, 610552538, 610552542]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48075675,,"POLYGON ((8.7491026 50.1213653, 8.7491249 50.1213933, 8.7492025 50.1214907, 8.7492198 50.1215119, 8.7493706 50.1214623, 8.7492533 50.1213158, 8.7491026 50.1213653))",,,,,Frankfurt am Main,,10,60314,Carl-Benz-Straße,,,,,,,,,,"[8497638639, 8497638646, 8497638647, 611144387, 611144388, 611144379, 8497638639]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48453667,,"POLYGON ((8.7692984 50.1346355, 8.7691971 50.1345766, 8.769224 50.1345559, 8.7692957 50.1345954, 8.7693104 50.1346033, 8.7693214 50.1346061, 8.7693342 50.1346075, 8.7693461 50.1346074, 8.7693582 50.1346053, 8.7693675 50.1346018, 8.7693978 50.1345791, 8.7694341 50.1345984, 8.7694354 50.1345993, 8.769404 50.134623, 8.7693903 50.1346299, 8.7693788 50.1346346, 8.769367 50.1346377, 8.7693541 50.1346403, 8.7693387 50.1346408, 8.7693221 50.1346403, 8.7693102 50.1346385, 8.7692984 50.1346355))",,,,,,,,,,,,,,,,,,,"[615563430, 615563419, 615563417, 615563433, 10229632782, 10229632781, 10229632780, 10229632779, 10229632778, 615563426, 615563424, 615563435, 10229632783, 615563428, 10229632771, 10229632772, 10229632773, 10229632774, 10229632775, 10229632776, 10229632777, 615563430]",,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
