element_type,osmid,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,wheelchair,addr:country,amenity,nodes,building,building:levels,roof:shape,roof:levels,old_name,wikipedia,source,building:colour,height,roof:colour,roof:height,note,building:material,roof:material,fixme,roof:orientation,description,email,name,operator,operator:type,phone,social_facility,social_facility:for,website,roof:direction,addr:housename,building:levels:underground,building:min_level,check_date
way,89353841,"POLYGON ((8.710846 50.1168479, 8.7108203 50.116892, 8.7108013 50.1168874, 8.7107773 50.1169287, 8.7108193 50.1169388, 8.7108253 50.1169286, 8.7108451 50.1169334, 8.7108676 50.1169387, 8.7108745 50.1169267, 8.7109135 50.1169359, 8.7109494 50.1169446, 8.7109645 50.1169186, 8.7109802 50.1168918, 8.7109861 50.1168815, 8.710846 50.1168479))",Frankfurt am Main,54,60385,Dahlmannstraße,,DE,,"[1036451298, 10181224368, 10181224367, 1036451129, 10181224366, 10181224365, 10181224363, 10181224362, 10181224361, 10181224364, 1036451156, 10181224353, 10181224358, 1036451213, 1036451298]",residential,3,gabled,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,89595681,"POLYGON ((8.698568 50.1265389, 8.6988901 50.1267048, 8.6989409 50.1266643, 8.6989049 50.1266458, 8.6989309 50.1266251, 8.6989596 50.1266399, 8.6990029 50.1266053, 8.6989791 50.126593, 8.6990551 50.1265323, 8.6988275 50.126415, 8.698752 50.1264753, 8.6987265 50.1264622, 8.6987055 50.1264789, 8.6986677 50.1264594, 8.698568 50.1265389))",Frankfurt am Main,2,60389,Gabelsbergerstraße,,DE,,"[1038510389, 1038511324, 1038512031, 1038511422, 1038509927, 1038510509, 1038510338, 1038512226, 1038510049, 1038510579, 1038510432, 1038510990, 1038511581, 1038509957, 1038510389]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90629215,"POLYGON ((8.6176811 50.1289348, 8.6177536 50.1289052, 8.6178335 50.1289857, 8.617761 50.1290153, 8.6176811 50.1289348))",Frankfurt am Main,32,60489,Schenckstraße,,DE,,"[1051778617, 1051779305, 1051778709, 1051778160, 1051778617]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629217,"POLYGON ((8.6186915 50.1302894, 8.6187376 50.1303366, 8.6186291 50.1303803, 8.6185829 50.1303332, 8.6186915 50.1302894))",Frankfurt am Main,87,60489,Schenckstraße,,DE,,"[1051778083, 1051778664, 1051778211, 1051779231, 1051778083]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629219,"POLYGON ((8.6181461 50.1297257, 8.6181937 50.1297728, 8.6180863 50.1298173, 8.6180388 50.1297702, 8.6181461 50.1297257))",Frankfurt am Main,73,60489,Schenckstraße,,DE,,"[1051778958, 1051778029, 1051779077, 1051778525, 1051778958]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629222,"POLYGON ((8.6190517 50.1302998, 8.6191334 50.1303861, 8.6190591 50.130415, 8.6189774 50.1303288, 8.6190517 50.1302998))",Frankfurt am Main,80,60489,Schenckstraße,,DE,,"[1051779105, 1051778635, 1675775403, 1675775368, 1051779105]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629225,"POLYGON ((8.6178986 50.1288461, 8.6179888 50.1288093, 8.6180687 50.1288898, 8.6179785 50.1289266, 8.6178986 50.1288461))",Frankfurt am Main,38,60489,Schenckstraße,,DE,,"[1051778893, 1675774989, 1675775010, 1051778447, 1051778893]",residential,3,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90629227,"POLYGON ((8.6180471 50.1291689, 8.6181225 50.1291392, 8.6182001 50.1292184, 8.6181262 50.1292479, 8.6180471 50.1291689))",Frankfurt am Main,44,60489,Schenckstraße,,DE,,"[1051778936, 1051778004, 1051779050, 1051778501, 1051778936]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629228,"POLYGON ((8.61883 50.1304308, 8.6188761 50.1304779, 8.6187676 50.1305217, 8.6187214 50.1304745, 8.61883 50.1304308))",Frankfurt am Main,93,60489,Schenckstraße,,DE,,"[1051778030, 1051778631, 1051778181, 1051779078, 1051778030]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629235,"POLYGON ((8.6182374 50.1294714, 8.618313 50.1295519, 8.6182385 50.1295807, 8.6181629 50.1295002, 8.6182374 50.1294714))",Frankfurt am Main,50,60489,Schenckstraße,,DE,,"[1051778010, 1051779072, 1675775237, 1675775226, 1051778010]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629237,"POLYGON ((8.6192005 50.1302419, 8.6192748 50.130213, 8.6193565 50.1302992, 8.6192822 50.1303282, 8.6192005 50.1302419))",Frankfurt am Main,86,60489,Schenckstraße,,DE,,"[1051778727, 1051779514, 1051778896, 1051778292, 1051778727]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629238,"POLYGON ((8.6187873 50.1300303, 8.6188635 50.1300015, 8.61894 50.1300847, 8.6188638 50.1301135, 8.6187873 50.1300303))",Frankfurt am Main,72,60489,Schenckstraße,,DE,,"[1051777933, 1051778208, 1051779380, 1051778957, 1051777933]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629239,"POLYGON ((8.6178138 50.1293964, 8.6178613 50.1294435, 8.6177539 50.129488, 8.6177064 50.1294409, 8.6178138 50.1293964))",Frankfurt am Main,59,60489,Schenckstraße,,DE,,"[1051778201, 1051778754, 1051778327, 1051779343, 1051778201]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629247,"POLYGON ((8.6196088 50.130556, 8.6195241 50.130473, 8.6196039 50.13044, 8.6196886 50.1305229, 8.6196088 50.130556))",Frankfurt am Main,90,60489,Schenckstraße,,DE,,"[1051778962, 1051778528, 1675775406, 1675775416, 1051778962]",residential,3,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90629255,"POLYGON ((8.6189685 50.1305722, 8.6190778 50.1306838, 8.6189692 50.1307275, 8.6188599 50.1306159, 8.6189685 50.1305722))",Frankfurt am Main,99,60489,Schenckstraße,,DE,,"[1051778289, 1051778895, 1051778448, 1051779486, 1051778289]",residential,4,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90629265,"POLYGON ((8.6183864 50.1294139, 8.6184609 50.1293851, 8.6185365 50.1294656, 8.618462 50.1294944, 8.6183864 50.1294139))",Frankfurt am Main,56,60489,Schenckstraße,,DE,,"[1051778901, 1051777963, 1051779005, 1051778480, 1051778901]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629277,"POLYGON ((8.6185082 50.1297548, 8.6185846 50.1297261, 8.6186563 50.1298046, 8.61858 50.1298332, 8.6185082 50.1297548))",Frankfurt am Main,62,60489,Schenckstraße,,DE,,"[1051779347, 1051778333, 1051779558, 1051778772, 1051779347]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629290,"POLYGON ((8.6190158 50.1299439, 8.6190958 50.1299137, 8.6191724 50.1299969, 8.6190924 50.1300271, 8.6190158 50.1299439))",Frankfurt am Main,78,60489,Schenckstraße,,DE,,"[1051779565, 1051778500, 1051777990, 1051778921, 1051779565]",residential,3,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90629291,"POLYGON ((8.6179562 50.1295375, 8.6180038 50.1295846, 8.6178964 50.1296292, 8.6178489 50.1295821, 8.6179562 50.1295375))",Frankfurt am Main,65,60489,Schenckstraße,,DE,,"[1051778481, 1051778687, 1051778251, 1051777965, 1051778481]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629293,"POLYGON ((8.6194633 50.1306164, 8.6193906 50.1306465, 8.6193059 50.1305635, 8.6193786 50.1305334, 8.6194633 50.1306164))",Frankfurt am Main,96,60489,Schenckstraße,,DE,,"[1051778363, 1051778938, 1051778503, 1051779596, 1051778363]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629299,"POLYGON ((8.6176811 50.1289348, 8.617761 50.1290153, 8.6176885 50.1290448, 8.6176086 50.1289643, 8.6176811 50.1289348))",Frankfurt am Main,30,60489,Schenckstraße,,DE,,"[1051778617, 1051778160, 1675775068, 1675775038, 1051778617]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629308,"POLYGON ((8.6187372 50.1296688, 8.6188181 50.1296384, 8.6188898 50.1297168, 8.6188089 50.1297472, 8.6187372 50.1296688))",Frankfurt am Main,68,60489,Schenckstraße,,DE,,"[1051779270, 1051778252, 1051779453, 1051778700, 1051779270]",residential,3,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90629311,"POLYGON ((8.6186453 50.1302423, 8.6186915 50.1302894, 8.6185829 50.1303332, 8.6185367 50.130286, 8.6186453 50.1302423))",Frankfurt am Main,85,60489,Schenckstraße,,DE,,"[1051779008, 1051778083, 1051779231, 1051778568, 1051779008]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629314,"POLYGON ((8.6180987 50.1296787, 8.6181461 50.1297257, 8.6180388 50.1297702, 8.6179913 50.1297232, 8.6180987 50.1296787))",Frankfurt am Main,71,60489,Schenckstraße,,DE,,"[1051778404, 1051778958, 1051778525, 1051777934, 1051778404]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629318,"POLYGON ((8.6178261 50.1288756, 8.6178986 50.1288461, 8.6179785 50.1289266, 8.617906 50.1289562, 8.6178261 50.1288756))",Frankfurt am Main,36,60489,Schenckstraße,,DE,,"[1051778286, 1051778893, 1051778447, 1051779484, 1051778286]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629320,"POLYGON ((8.6179717 50.1291986, 8.6180471 50.1291689, 8.6181262 50.1292479, 8.6180522 50.1292775, 8.6179717 50.1291986))",Frankfurt am Main,42,60489,Schenckstraße,,DE,,"[1051778633, 1051778936, 1051778501, 1051778183, 1051778633]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629321,"POLYGON ((8.6187838 50.1303837, 8.61883 50.1304308, 8.6187214 50.1304745, 8.6186752 50.1304274, 8.6187838 50.1303837))",Frankfurt am Main,91,60489,Schenckstraße,,DE,,"[1051778960, 1051778030, 1051779078, 1051778527, 1051778960]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629322,"POLYGON ((8.6182411 50.1298198, 8.6182886 50.1298668, 8.6181812 50.1299114, 8.6181337 50.1298643, 8.6182411 50.1298198))",Frankfurt am Main,77,60489,Schenckstraße,,DE,,"[1051778621, 1051779307, 1051778710, 1051778180, 1051778621]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629326,"POLYGON ((8.6191261 50.1302709, 8.6192005 50.1302419, 8.6192822 50.1303282, 8.6192078 50.1303571, 8.6191261 50.1302709))",Frankfurt am Main,84,60489,Schenckstraße,,DE,,"[1051778185, 1051778727, 1051778292, 1051779314, 1051778185]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629328,"POLYGON ((8.6187111 50.1300591, 8.6187873 50.1300303, 8.6188638 50.1301135, 8.6187877 50.1301423, 8.6187111 50.1300591))",Frankfurt am Main,70,60489,Schenckstraße,,DE,,"[1051778831, 1051777933, 1051778957, 1051778403, 1051778831]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629329,"POLYGON ((8.6177663 50.1293494, 8.6178138 50.1293964, 8.6177064 50.1294409, 8.617659 50.129394, 8.6177663 50.1293494))",Frankfurt am Main,57,60489,Schenckstraße,,DE,,"[1051779147, 1051778201, 1051779343, 1051778639, 1051779147]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629330,"POLYGON ((8.6181978 50.1291094, 8.6182768 50.1290783, 8.6183529 50.1291577, 8.618274 50.1291888, 8.6181978 50.1291094))",Frankfurt am Main,48,60489,Schenckstraße,,DE,,"[1051778594, 1675775078, 1675775108, 1051778119, 1051778594]",residential,3,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90629331,"POLYGON ((8.6189223 50.1305251, 8.6189685 50.1305722, 8.6188599 50.1306159, 8.6188137 50.1305688, 8.6189223 50.1305251))",Frankfurt am Main,97,60489,Schenckstraße,,DE,,"[1051779310, 1051778289, 1051779486, 1051778724, 1051779310]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629335,"POLYGON ((8.6183119 50.1294427, 8.6183864 50.1294139, 8.618462 50.1294944, 8.6183875 50.1295231, 8.6183119 50.1294427))",Frankfurt am Main,54,60489,Schenckstraße,,DE,,"[1051778613, 1051778901, 1051778480, 1051778151, 1051778613]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629338,"POLYGON ((8.6184319 50.1297835, 8.6185082 50.1297548, 8.61858 50.1298332, 8.6185037 50.1298619, 8.6184319 50.1297835))",Frankfurt am Main,60,60489,Schenckstraße,,DE,,"[1051778658, 1051779347, 1051778772, 1051778204, 1051778658]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629341,"POLYGON ((8.6189397 50.1299727, 8.6190158 50.1299439, 8.6190924 50.1300271, 8.6190162 50.1300559, 8.6189397 50.1299727))",Frankfurt am Main,76,60489,Schenckstraße,,DE,,"[1051778791, 1051779565, 1051778921, 1051778360, 1051778791]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629342,"POLYGON ((8.6179087 50.1294905, 8.6179562 50.1295375, 8.6178489 50.1295821, 8.6178014 50.129535, 8.6179087 50.1294905))",Frankfurt am Main,63,60489,Schenckstraße,,DE,,"[1051779552, 1051778481, 1051777965, 1051778914, 1051779552]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629343,"POLYGON ((8.6195361 50.1305862, 8.6194633 50.1306164, 8.6193786 50.1305334, 8.6194514 50.1305032, 8.6195361 50.1305862))",Frankfurt am Main,94,60489,Schenckstraße,,DE,,"[1051778044, 1051778363, 1051779596, 1051778793, 1051778044]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629345,"POLYGON ((8.6186609 50.1296975, 8.6187372 50.1296688, 8.6188089 50.1297472, 8.6187326 50.1297759, 8.6186609 50.1296975))",Frankfurt am Main,66,60489,Schenckstraße,,DE,,"[1051778918, 1051779270, 1051778700, 1051778496, 1051778918]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629346,"POLYGON ((8.6185991 50.1301952, 8.6186453 50.1302423, 8.6185367 50.130286, 8.6184906 50.1302389, 8.6185991 50.1301952))",Frankfurt am Main,83,60489,Schenckstraße,,DE,,"[1051778494, 1051779008, 1051778568, 1051777966, 1051778494]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629348,"POLYGON ((8.6180512 50.1296316, 8.6180987 50.1296787, 8.6179913 50.1297232, 8.6179438 50.1296762, 8.6180512 50.1296316))",Frankfurt am Main,69,60489,Schenckstraße,,DE,,"[1051779447, 1051778404, 1051777934, 1051778833, 1051779447]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629352,"POLYGON ((8.6177536 50.1289052, 8.6178261 50.1288756, 8.617906 50.1289562, 8.6178335 50.1289857, 8.6177536 50.1289052))",Frankfurt am Main,34,60489,Schenckstraße,,DE,,"[1051779305, 1051778286, 1051779484, 1051778709, 1051779305]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629354,"POLYGON ((8.6178964 50.1292283, 8.6179717 50.1291986, 8.6180522 50.1292775, 8.6179783 50.129307, 8.6178964 50.1292283))",Frankfurt am Main,40,60489,Schenckstraße,,DE,,"[1051778032, 1051778633, 1051778183, 1051779104, 1051778032]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629355,"POLYGON ((8.6187376 50.1303366, 8.6187838 50.1303837, 8.6186752 50.1304274, 8.6186291 50.1303803, 8.6187376 50.1303366))",Frankfurt am Main,89,60489,Schenckstraße,,DE,,"[1051778664, 1051778960, 1051778527, 1051778211, 1051778664]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629357,"POLYGON ((8.6181937 50.1297728, 8.6182411 50.1298198, 8.6181337 50.1298643, 8.6180863 50.1298173, 8.6181937 50.1297728))",Frankfurt am Main,75,60489,Schenckstraße,,DE,,"[1051778029, 1051778621, 1051778180, 1051779077, 1051778029]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629360,"POLYGON ((8.6190517 50.1302998, 8.6191261 50.1302709, 8.6192078 50.1303571, 8.6191334 50.1303861, 8.6190517 50.1302998))",Frankfurt am Main,82,60489,Schenckstraße,,DE,,"[1051779105, 1051778185, 1051779314, 1051778635, 1051779105]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629362,"POLYGON ((8.6177199 50.1293034, 8.6177663 50.1293494, 8.617659 50.129394, 8.6176126 50.129348, 8.6177199 50.1293034))",Frankfurt am Main,55,60489,Schenckstraße,,DE,,"[673588610, 1051779147, 1051778639, 1051778054, 673588610]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629364,"POLYGON ((8.6181225 50.1291392, 8.6181978 50.1291094, 8.618274 50.1291888, 8.6182001 50.1292184, 8.6181225 50.1291392))",Frankfurt am Main,46,60489,Schenckstraße,,DE,,"[1051778004, 1051778594, 1051778119, 1051779050, 1051778004]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629365,"POLYGON ((8.6188761 50.1304779, 8.6189223 50.1305251, 8.6188137 50.1305688, 8.6187676 50.1305217, 8.6188761 50.1304779))",Frankfurt am Main,95,60489,Schenckstraße,,DE,,"[1051778631, 1051779310, 1051778724, 1051778181, 1051778631]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629368,"POLYGON ((8.6182374 50.1294714, 8.6183119 50.1294427, 8.6183875 50.1295231, 8.618313 50.1295519, 8.6182374 50.1294714))",Frankfurt am Main,52,60489,Schenckstraße,,DE,,"[1051778010, 1051778613, 1051778151, 1051779072, 1051778010]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629377,"POLYGON ((8.6192748 50.130213, 8.6193431 50.1301864, 8.6194248 50.1302726, 8.6193565 50.1302992, 8.6192748 50.130213))",Frankfurt am Main,88,60489,Schenckstraße,,DE,,"[1051779514, 1051778451, 1051777959, 1051778896, 1051779514]",residential,3,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90629387,"POLYGON ((8.6188635 50.1300015, 8.6189397 50.1299727, 8.6190162 50.1300559, 8.61894 50.1300847, 8.6188635 50.1300015))",Frankfurt am Main,74,60489,Schenckstraße,,DE,,"[1051778208, 1051778791, 1051778360, 1051779380, 1051778208]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629393,"POLYGON ((8.6178613 50.1294435, 8.6179087 50.1294905, 8.6178014 50.129535, 8.6177539 50.129488, 8.6178613 50.1294435))",Frankfurt am Main,61,60489,Schenckstraße,,DE,,"[1051778754, 1051779552, 1051778914, 1051778327, 1051778754]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629399,"POLYGON ((8.6196088 50.130556, 8.6195361 50.1305862, 8.6194514 50.1305032, 8.6195241 50.130473, 8.6196088 50.130556))",Frankfurt am Main,92,60489,Schenckstraße,,DE,,"[1051778962, 1051778044, 1051778793, 1051778528, 1051778962]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629401,"POLYGON ((8.6184609 50.1293851, 8.6185421 50.1293538, 8.6186177 50.1294343, 8.6185365 50.1294656, 8.6184609 50.1293851))",Frankfurt am Main,58,60489,Schenckstraße,,DE,,"[1051777963, 1051778566, 1051778081, 1051779005, 1051777963]",residential,3,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90629410,"POLYGON ((8.6185846 50.1297261, 8.6186609 50.1296975, 8.6187326 50.1297759, 8.6186563 50.1298046, 8.6185846 50.1297261))",Frankfurt am Main,64,60489,Schenckstraße,,DE,,"[1051778333, 1051778918, 1051778496, 1051779558, 1051778333]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629425,"POLYGON ((8.6185533 50.130147, 8.6185991 50.1301952, 8.6184906 50.1302389, 8.6184444 50.1301918, 8.6185533 50.130147))",Frankfurt am Main,81,60489,Schenckstraße,,DE,,"[673588632, 1051778494, 1051777966, 1051778917, 673588632]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629433,"POLYGON ((8.6180038 50.1295846, 8.6180512 50.1296316, 8.6179438 50.1296762, 8.6178964 50.1296292, 8.6180038 50.1295846))",Frankfurt am Main,67,60489,Schenckstraße,,DE,,"[1051778687, 1051779447, 1051778833, 1051778251, 1051778687]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90629435,"POLYGON ((8.6193906 50.1306465, 8.6193179 50.1306767, 8.6192332 50.1305937, 8.6193059 50.1305635, 8.6193906 50.1306465))",Frankfurt am Main,98,60489,Schenckstraße,,DE,,"[1051778938, 1675775436, 1675775430, 1051778503, 1051778938]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90845044,"POLYGON ((8.6170322 50.1287006, 8.6170829 50.1287469, 8.6169788 50.1287938, 8.6169281 50.1287475, 8.6170322 50.1287006))",Frankfurt am Main,37,60489,Schenckstraße,,DE,,"[1054740250, 1054740766, 1054741089, 1054741177, 1054740250]",residential,2,gabled,1,,,,,,,,,,,,across,,,,,,,,,,,,,,
way,90845050,"POLYGON ((8.617233 50.1283464, 8.6173052 50.1283124, 8.617389 50.1283855, 8.6173168 50.1284195, 8.617233 50.1283464))",Frankfurt am Main,18c,60489,Schenckstraße,,DE,,"[1054740510, 1054740997, 1054740598, 1054740020, 1054740510]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90845054,"POLYGON ((8.6173369 50.1289784, 8.6173876 50.1290247, 8.6172835 50.1290716, 8.6172327 50.1290254, 8.6173369 50.1289784))",Frankfurt am Main,49,60489,Schenckstraße,,DE,,"[1054740026, 1054740621, 1054740790, 1054740998, 1054740026]",residential,2,gabled,1,,,,,,,,,,,,across,,,,,,,,,,,,,,
way,90845055,"POLYGON ((8.6166984 50.1280345, 8.6168043 50.1281273, 8.616691 50.1281805, 8.6165851 50.1280877, 8.6166984 50.1280345))",Frankfurt am Main,14a,60489,Schenckstraße,,DE,,"[1054740003, 1054740252, 1054741179, 1054740990, 1054740003]",residential,4,gabled,1,,,,,,,,,,roof_tiles,,,,,,,,,,,,,,,,
way,90845056,"POLYGON ((8.6173951 50.1286778, 8.617466 50.1286449, 8.617555 50.1287238, 8.6174841 50.1287567, 8.6173951 50.1286778))",Frankfurt am Main,22,60489,Schenckstraße,,DE,,"[1054740282, 1054741269, 1054740822, 1054741236, 1054740282]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90845057,"POLYGON ((8.6170829 50.1287469, 8.6171338 50.1287932, 8.6170296 50.1288401, 8.6169788 50.1287938, 8.6170829 50.1287469))",Frankfurt am Main,39,60489,Schenckstraße,,DE,,"[1054740766, 1054740685, 1054740277, 1054741089, 1054740766]",residential,2,gabled,1,,,,,,,,,,,,across,,,,,,,,,,,,,,
way,90845061,"POLYGON ((8.6168282 50.1285146, 8.6168798 50.1285616, 8.6167757 50.1286086, 8.6167241 50.1285615, 8.6168282 50.1285146))",Frankfurt am Main,29,60489,Schenckstraße,,DE,,"[673588520, 1054739989, 1054740376, 1054740467, 673588520]",residential,2,gabled,1,,,,,,,,,,,,across,,,,,,,,,,,,,,
way,90845062,"POLYGON ((8.6173052 50.1283124, 8.6173774 50.1282784, 8.6174611 50.1283515, 8.617389 50.1283855, 8.6173052 50.1283124))",Frankfurt am Main,18d,60489,Schenckstraße,,DE,,"[1054740997, 1054740910, 1054740538, 1054740598, 1054740997]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90845065,"POLYGON ((8.6173876 50.1290247, 8.6174384 50.129071, 8.6173343 50.1291179, 8.6172835 50.1290716, 8.6173876 50.1290247))",Frankfurt am Main,51,60489,Schenckstraße,,DE,,"[1054740621, 1054740393, 1054741336, 1054740790, 1054740621]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90845066,"POLYGON ((8.617466 50.1286449, 8.6175369 50.128612, 8.6176259 50.1286909, 8.617555 50.1287238, 8.617466 50.1286449))",Frankfurt am Main,24,60489,Schenckstraße,,DE,,"[1054741269, 1054740435, 1054739955, 1054740822, 1054741269]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90845083,"POLYGON ((8.6168798 50.1285616, 8.6169306 50.128608, 8.6168265 50.1286549, 8.6167757 50.1286086, 8.6168798 50.1285616))",Frankfurt am Main,31,60489,Schenckstraße,,DE,,"[1054739989, 1054741325, 1054740884, 1054740376, 1054739989]",residential,2,gabled,1,,,,,,,,,,,,across,,,,,,,,,,,,,,
way,90845087,"POLYGON ((8.6170165 50.1284485, 8.6170887 50.1284145, 8.6171724 50.1284875, 8.6171002 50.1285215, 8.6170165 50.1284485))",Frankfurt am Main,18,60489,Schenckstraße,,DE,,"[1054740253, 1054740133, 1054741105, 1054741194, 1054740253]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
way,90845092,"POLYGON ((8.6163586 50.1277371, 8.6164644 50.1278297, 8.6163511 50.1278829, 8.6162453 50.1277903, 8.6163586 50.1277371))",Frankfurt am Main,8,60489,Schenckstraße,,DE,,"[985896309, 1054741086, 1054740684, 1054740600, 985896309]",residential,4,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90845094,"POLYGON ((8.6171338 50.1287932, 8.6171845 50.1288395, 8.6170804 50.1288864, 8.6170296 50.1288401, 8.6171338 50.1287932))",Frankfurt am Main,41,60489,Schenckstraße,,DE,,"[1054740685, 1054741227, 1054740015, 1054740277, 1054740685]",residential,2,gabled,1,,,,,,,,,,,,across,,,,,,,,,,,,,,
way,90845098,"POLYGON ((8.6175369 50.128612, 8.6176078 50.1285792, 8.6176968 50.1286581, 8.6176259 50.1286909, 8.6175369 50.128612))",Frankfurt am Main,26,60489,Schenckstraße,,DE,,"[1054740435, 1054740185, 1054741142, 1054739955, 1054740435]",residential,2,gabled,1,,,,,,,,,,roof_tiles,,across,,,,,,,,,,,,,,
