element_type,osmid,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,name,religion,wheelchair,wikidata,wikimedia_commons,wikipedia,geometry,denomination,wheelchair:description,fixme,addr:suburb,service_times,brand:wikidata,addr:country,contact:website,man_made,old_name,contact:facebook,contact:phone,opening_hours,barrier,image,tourism,level,description,historic,material,operator,name:en,room:ref,short_name,colour,nodes,bicycle,bollard,building,foot,name:fr,website,architect,architect:wikidata,building:architecture,diocese,heritage,architect:wikipedia,deanery,parish,start_date,building:use,alt_name,building:colour,building:levels,building:material,height,roof:material,roof:shape,operator:wikidata,amenity:community_centre,amenity:place_of_worship,name:signed,source,year_of_construction,contact:email,contact:fax,network,roof:levels,roof:orientation,source:name,building:part,addr:neighbourhood,capacity,name:de,landuse,contact:instagram,contact:twitter,contact:youtube,ways,type
way,92202668,,,,,place_of_worship,St. Bonifatius,christian,,Q104522201,,,"POLYGON ((7.033933 49.2674371, 7.0340518 49.2674246, 7.0340559 49.2674409, 7.0342744 49.2674179, 7.034268 49.267392, 7.0343483 49.2673835, 7.034337 49.2673377, 7.0343021 49.2671965, 7.0342181 49.2672054, 7.0342021 49.2671406, 7.0339683 49.2671652, 7.0339816 49.2672189, 7.0338816 49.2672295, 7.033933 49.2674371))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1070469497, 6386869729, 6386869728, 1070469517, 6386869727, 6386869726, 6386869719, 1070469523, 6386869725, 6386869724, 1070469524, 6386869723, 6386869722, 1070469497]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,92206438,Saarbrücken,20,66130,Im Allmet,place_of_worship,Neuapostolische Kirche,christian,,,,,"POLYGON ((7.0284692 49.202748, 7.0284672 49.2027684, 7.0284281 49.2027669, 7.0284242 49.2028088, 7.0284425 49.2028096, 7.0284603 49.2028103, 7.0284582 49.2028325, 7.0287055 49.2028423, 7.0287134 49.2027577, 7.0284692 49.202748))",new_apostolic,,,,,,DE,,,,,,,,,,,,,,,,,,,"[1070508869, 10749500872, 10749500826, 10749500920, 10749500820, 10749500866, 1070509966, 1070508397, 1070509518, 1070508869]",,,yes,,,,,,,,,,,,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,92213283,Saarbrücken,8,66130,Theodor-Heuss-Straße,place_of_worship,Königreichssaal,christian,,,,,"POLYGON ((7.0350845 49.2031695, 7.0351105 49.2030996, 7.0352742 49.2031267, 7.0353 49.2030625, 7.0351116 49.2030312, 7.0351116 49.2030313, 7.0349568 49.203006, 7.0349055 49.2031402, 7.0350845 49.2031695))",jehovahs_witness,,,,,,,,,,,,,,,,,,,,,,,,,"[1070544767, 1070543253, 1070544583, 1070543017, 1070544111, 1070545689, 1070544207, 1070545366, 1070544767]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,92213634,Saarbrücken,134,66130,Saargemünder Straße,place_of_worship,Evangelische Kirche Güdingen,christian,,Q18411609,,de:Evangelische Kirche Güdingen,"POLYGON ((7.0275586 49.1997061, 7.0277384 49.1997563, 7.0277256 49.1997759, 7.0277935 49.1997949, 7.0278059 49.1997761, 7.0278642 49.1997931, 7.027889 49.1997486, 7.0279173 49.1996998, 7.0276425 49.1996214, 7.0275752 49.1996236, 7.02754 49.1996672, 7.0275586 49.1997061))",protestant,,,,,,,,,,,,,,,,,,yes,,Evangelische Kirchengemainde Obere Saar,,,,,"[1070544426, 4040688773, 4040688772, 4040688779, 4040688769, 1070545529, 9970273100, 9675638797, 4040441545, 1070544950, 4040441543, 1070544426]",,,yes,,,,,,,,,,,,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,92401953,Saarbrücken,1,66130,Provinzialstraße,place_of_worship,Neuapostolische Kirche,christian,,,,,"POLYGON ((7.0599383 49.2037955, 7.0599819 49.2038623, 7.0600399 49.2038462, 7.0600519 49.2038646, 7.0602196 49.2038179, 7.0601639 49.2037327, 7.0599383 49.2037955))",new_apostolic,,,,,,,,,,,,,,,,,,,,,,,,,"[1072628767, 4582468953, 4582468952, 1072628778, 1072628562, 1072628649, 1072628767]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,92422080,Saarbrücken,72,66130,Saarbrücker Straße,place_of_worship,Maria Hilf,christian,,Q71973267,,,"POLYGON ((7.0379731 49.2135291, 7.0380012 49.213573, 7.0379509 49.2135875, 7.0379627 49.2136062, 7.0379746 49.213625, 7.0380262 49.2136097, 7.0380546 49.2136503, 7.0384121 49.2135451, 7.0383968 49.2135226, 7.0384498 49.2135072, 7.0384666 49.2134757, 7.0384443 49.213441, 7.0384007 49.2134281, 7.0383674 49.2133812, 7.0383126 49.2133966, 7.0383014 49.2133804, 7.0382555 49.213394, 7.0382095 49.2134075, 7.0382402 49.2134511, 7.0379731 49.2135291))",roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,"[1072932210, 3592618678, 3592618679, 8688706257, 3592618680, 3592618681, 1072932498, 1072932795, 2940874880, 2940874887, 2940874885, 2940874881, 2940874883, 9678788222, 9678788221, 1374222898, 8668387791, 2940871433, 2940871432, 1072932210]",,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,92422245,,,,,place_of_worship,Kapelle,christian,,,,,"POLYGON ((7.0363751 49.2135529, 7.0363258 49.2134977, 7.0362763 49.2135166, 7.0362247 49.2135362, 7.0362739 49.2135914, 7.0363751 49.2135529))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1072932032, 1072931521, 10748801327, 1072933147, 1072932021, 1072932032]",,,chapel,,,,,,,,,,,,,,,,1,,,,gabled,,,,,,,,,,,across,sign,,,,,,,,,,
way,92748010,Saarbrücken,1,66130,Am Kirchberg,place_of_worship,Evangelische Kirche Fechingen,christian,,Q22691822,Category:Evangelische Kirche Fechingen,de:Evangelische Kirche Fechingen,"POLYGON ((7.0626396 49.1990923, 7.0626836 49.1990049, 7.0624091 49.1989458, 7.062365 49.1990332, 7.0623518 49.1990304, 7.0623296 49.1990745, 7.0624026 49.1990902, 7.0624143 49.1990668, 7.0624248 49.1990461, 7.0625221 49.199067, 7.0626396 49.1990923))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1075743154, 1075744767, 1075746640, 10937987112, 10937987110, 1075743980, 1075746768, 10937986873, 1075746841, 10937987257, 1075743154]",,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,92869083,Saarbrücken,16,66121,Brebacher Landstraße,place_of_worship,Bosnisches Kulturzentrum,muslim,,,,,"POLYGON ((7.0261043 49.2230039, 7.0263093 49.2227855, 7.0262458 49.2227601, 7.0260408 49.2229785, 7.0261043 49.2230039))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1076861898, 1076860897, 1076861633, 1076860700, 1076861898]",,,mosque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93518539,,,,,place_of_worship,St. Elisabeth,christian,,Q14531791,,,"POLYGON ((6.9134846 49.2496792, 6.9134113 49.2495085, 6.9133666 49.2495176, 6.9133348 49.2494517, 6.9134345 49.2494312, 6.9134303 49.249421, 6.9135235 49.2494006, 6.9136561 49.2493715, 6.9137437 49.2495624, 6.9138867 49.249537, 6.9139149 49.2495908, 6.913754 49.2496212, 6.9137605 49.2496358, 6.9137245 49.2496415, 6.9137287 49.2496558, 6.9137273 49.2496735, 6.9137202 49.249694, 6.9137043 49.249709, 6.9136856 49.2497176, 6.9136551 49.2497228, 6.9136224 49.249723, 6.9135886 49.2497158, 6.9135623 49.2497031, 6.9135426 49.2496865, 6.913534 49.2496698, 6.9134846 49.2496792))",roman_catholic,,,,,,,http://pfarrei-altenkessel.de/,,,,,,,File:Altenkessel-Rockershausen_St._Elisabeth_01.JPG,,,,church,,Pfarreiengemeinschaft St. Johannes Baptista Altenkessel und St. Elisabeth Rockershausen,,,,,"[1084185237, 1084186862, 1084186473, 5023994155, 5023994152, 1084185940, 5023994148, 1084185517, 1084185701, 1084185284, 1084184931, 1084184480, 1084184689, 1084184578, 1084185578, 1084186750, 1084186533, 5023994156, 1084184378, 1084186013, 1084184813, 5023994139, 5023994126, 1084186315, 1084185037, 1084185237]",,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93917937,,,,,place_of_worship,Evangelische Kirche Schafbrücke,christian,,Q106443654,Category:Kirche am Lorenzberg,,"POLYGON ((7.0445809 49.2259882, 7.0446421 49.2259997, 7.04466 49.2259529, 7.044598 49.2259414, 7.0446054 49.2259266, 7.0445722 49.2259196, 7.0444678 49.2259015, 7.0444481 49.2258981, 7.044442 49.225913, 7.0443617 49.2258976, 7.0443516 49.225924, 7.044342 49.2259466, 7.0444161 49.2259605, 7.0444087 49.2259777, 7.0445727 49.2260065, 7.0445809 49.2259882))",protestant,,,,,,,,,,,,,,,,,,,,,,,,,"[1091846507, 1091844386, 1091845244, 1091847540, 1091845169, 8731705383, 8731705326, 1091844849, 1091849497, 1091847156, 8731705330, 1091848784, 1091848601, 1091845595, 1091844346, 1091846507]",,,,,,,,,,,,,,,,,,lightyellow,,,,,,,,,,,,,,,,,,yes,,,,,,,,,
way,93927166,,,,,place_of_worship,St. Augustinus,christian,,Q82792764,Category:St. Augustinus (Saarbrücken),,"POLYGON ((7.0441335 49.2340084, 7.0441342 49.2339781, 7.0442188 49.2339777, 7.0442194 49.233915, 7.0441855 49.2339155, 7.044184 49.2338792, 7.0440186 49.2338794, 7.0440147 49.2337774, 7.044013 49.2337452, 7.0439874 49.2337131, 7.0439483 49.2337019, 7.0438716 49.2337022, 7.0435864 49.2337033, 7.0435403 49.2337162, 7.0435271 49.2337401, 7.0435298 49.2338653, 7.0435307 49.2339088, 7.0435318 49.2339611, 7.0435373 49.2339852, 7.0435734 49.2340077, 7.0436166 49.2340118, 7.0441335 49.2340084))",catholic,,,,,,,,,,,,,,,,,,,,,,,,,"[1091952708, 1091954366, 1091948583, 9294743622, 1091947194, 9294743621, 1091945171, 4951133283, 9294743625, 1091954205, 9294743626, 4951133286, 1091945033, 9294743628, 9294743627, 9890460829, 4951133287, 1091953576, 9294743623, 9294743620, 9294743624, 1091952708]",,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93927679,Saarbrücken,76,66121,Magdeburger Straße,place_of_worship,Maria-Magdalenen-Kirche,christian,,Q106443677,Category:Maria-Magdalenen-Kirche (Saarbrücken),,"POLYGON ((7.0417663 49.2353504, 7.0417656 49.2353112, 7.0418733 49.2353103, 7.041875 49.2352375, 7.0417709 49.2352385, 7.0417709 49.2352199, 7.0416391 49.235171, 7.041535 49.2352113, 7.0415331 49.2352851, 7.041495 49.2352856, 7.0414931 49.2353638, 7.0413546 49.2353628, 7.0413545 49.2354646, 7.0414948 49.2354646, 7.041496 49.2354229, 7.0418049 49.2354228, 7.0418391 49.235389, 7.0418074 49.2353519, 7.0417663 49.2353504))",protestant,,,,,,DE,,,,,,,,,,,,,,,,,,,"[1091950097, 1091947514, 1091947603, 1091949322, 1091951692, 1091945496, 1091953305, 1091953923, 1091946290, 1091946474, 5509758999, 5509759000, 5509759001, 5509759002, 5509759003, 1091949670, 1550366177, 1091952028, 1091950097]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,94125688,Saarbrücken,44,66123,Kohlweg,place_of_worship,Katholische Pfarrkirche Maria Königin,christian,,Q1896056,,,"POLYGON ((7.0237915 49.2367445, 7.0238051 49.2367149, 7.0238109 49.2366877, 7.0238115 49.2366642, 7.0238074 49.2366498, 7.023797 49.2366415, 7.0237838 49.2366335, 7.0237698 49.2366289, 7.0237575 49.2366283, 7.0237456 49.2366296, 7.0237336 49.2366327, 7.0237144 49.2366415, 7.0236959 49.2366496, 7.0236673 49.2366679, 7.0236402 49.2366886, 7.023554 49.2366665, 7.0234762 49.2366468, 7.0234356 49.236639, 7.023391 49.2366372, 7.0233696 49.23664, 7.0233488 49.2366464, 7.0233387 49.236656, 7.0233353 49.2366694, 7.0233395 49.2366837, 7.0233491 49.2366985, 7.0233788 49.2367209, 7.0233988 49.2367326, 7.0234157 49.2367423, 7.0234252 49.2367466, 7.0235374 49.2367899, 7.0235627 49.2368024, 7.0235493 49.2368358, 7.0235456 49.2368705, 7.0235473 49.2368863, 7.0235572 49.2369059, 7.0235872 49.2369139, 7.023604 49.2369133, 7.023628 49.2369068, 7.0236554 49.2368936, 7.0236743 49.2368822, 7.0236901 49.2368708, 7.0237145 49.2368487, 7.0237525 49.2368568, 7.0237903 49.2368616, 7.023812 49.2368614, 7.0238357 49.2368615, 7.0238528 49.2368579, 7.0238704 49.236851, 7.0238794 49.2368413, 7.0238851 49.2368301, 7.0238834 49.2368185, 7.023879 49.2368099, 7.0238661 49.2367969, 7.0238529 49.2367835, 7.0238231 49.2367623, 7.0237915 49.2367445))",roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,"[1094119604, 3701141413, 1094126880, 2270359942, 3701141408, 1094119241, 3701141405, 1094118036, 3701141403, 3701141404, 1094119472, 3701141407, 1094122430, 3701141411, 1094123712, 3701141410, 1094124393, 2270359945, 2270359925, 3701141406, 1094126923, 3701141409, 2270359888, 3701141412, 1094125465, 1094119318, 10016745370, 3701141414, 10278517471, 1094127230, 1094119859, 3701141418, 2270359939, 3701141424, 1094125316, 1094124232, 3701143926, 2270359920, 1094123010, 3701141423, 1094120724, 1094120625, 3701141420, 1094121108, 3701141422, 2270359897, 3701141421, 1094119116, 3701141419, 1094120957, 3701141417, 2270359944, 3701141416, 1094122668, 3701141415, 1094119604]",,,church,,,http://www.kunstlexikonsaar.de/artikel/-/saarbruecken-marai-koenigin/2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95697292,Saarbrücken,88,66113,Kálmánstraße,place_of_worship,Kirche Jesu Christi der Heiligen der Letzten Tage,christian,,,,,"POLYGON ((6.9981009 49.2446752, 6.9982751 49.2444998, 6.9981796 49.2444576, 6.9981166 49.2444327, 6.9979425 49.2446081, 6.998021 49.2446414, 6.9981009 49.2446752))",mormon,,,,,,DE,,,,,,Su 10:00-10:45,,,,,,,,,,,,,"[1109452282, 1109452230, 1981024111, 1109452051, 1109452581, 8587310007, 1109452282]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96120374,,,,,place_of_worship,St. Marien,christian,,Q18289237,,de:St. Marien (Rußhütte),"POLYGON ((6.9745995 49.2550216, 6.9746464 49.2550242, 6.9746546 49.2549607, 6.9746023 49.2549578, 6.9746256 49.2547755, 6.974521 49.2547698, 6.9743986 49.2547631, 6.9743751 49.2549461, 6.9743244 49.2549434, 6.9743156 49.2550114, 6.9743585 49.2550138, 6.9743475 49.2550991, 6.974566 49.2551111, 6.9746164 49.2551138, 6.9746312 49.2551146, 6.9746406 49.2550417, 6.9745972 49.2550393, 6.9745995 49.2550216))",roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,"[1113725148, 1113725426, 1113724990, 1113724594, 1113724191, 1853992727, 1113724725, 1113725244, 1113724450, 1113724360, 1113724007, 1113725243, 7639612236, 7639612233, 1113725346, 7639612231, 7639612230, 1113725148]",,,yes,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97235621,,,,,place_of_worship,Lutherkirche,christian,,Q22691053,,,"POLYGON ((6.9172332 49.2627124, 6.9172707 49.2627087, 6.9172916 49.2627421, 6.9173228 49.2627584, 6.9173651 49.2627563, 6.9173933 49.2627279, 6.9173996 49.2627003, 6.9174349 49.2626966, 6.9173958 49.262484, 6.9171941 49.2624998, 6.9172332 49.2627124))",protestant,,,,,,,,,,,,,,,,,,,,,,,,,"[1126342290, 1126342461, 1126342402, 1126342385, 1747999230, 1126342308, 1126342465, 1126342303, 1126342274, 1126342329, 1126342290]",,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97548824,,,,,place_of_worship,Einsegnungshalle,christian,,Q96775646,,,"POLYGON ((6.951944 49.2505369, 6.9519125 49.2505408, 6.9519209 49.2505695, 6.9518936 49.2505729, 6.9519067 49.2506178, 6.9522608 49.2505736, 6.9522471 49.2505269, 6.9522295 49.2505291, 6.9522224 49.250505, 6.9521881 49.2505093, 6.9521581 49.2504067, 6.9522172 49.2503993, 6.9521957 49.2503259, 6.9521188 49.2503355, 6.9520568 49.2503432, 6.952046 49.2503063, 6.952001 49.2503119, 6.9519559 49.2503176, 6.9519668 49.2503547, 6.9518927 49.2503637, 6.9518285 49.2503719, 6.9518513 49.2504523, 6.9519161 49.2504442, 6.9519296 49.2504889, 6.951944 49.2505369))",,,,,,,,,,,,,,,File:2018 Einsegnungshalle.jpg,,,,church,,,,,,,"[1129407347, 1129407290, 1129407261, 1129407146, 1129407152, 1129407183, 1129407319, 1129407171, 1129407325, 1129407202, 1129407241, 1129407201, 1129407168, 9162844551, 1129407206, 1129407148, 9571961853, 1129407163, 1129407323, 9571961854, 1129407253, 1129407219, 1129407292, 10783306557, 1129407347]",,,yes,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99861216,Saarbrücken,81,66119,Spichererbergstraße,place_of_worship,Notkirche der evangelischen Gemeinde Alt-Saarbrücken,christian,,Q1713878,,,"POLYGON ((6.9874157 49.2241878, 6.98745 49.2242094, 6.9874905 49.2242345, 6.9875878 49.2241674, 6.9876045 49.2241778, 6.9876955 49.2241152, 6.987604 49.2240581, 6.9874157 49.2241878))",protestant,,,,,,,,,,,,,,File:20160826Notkirche1.jpg,attraction,,,church,,,,,,,"[1154424239, 4640819913, 1154424057, 2279574403, 2279574408, 1154424161, 1154424143, 1154424239]",,,yes,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,111246392,,,,,place_of_worship,Christuskirche,christian,,Q15794404,,,"POLYGON ((7.0234848 49.2428054, 7.0235142 49.2427179, 7.0234371 49.2426438, 7.0233016 49.2426295, 7.0231926 49.2426839, 7.023171 49.2427482, 7.023235 49.2428274, 7.0233672 49.2428515, 7.0234848 49.2428054))",protestant,,,,,,,,,,,,,,,,,,,,,,,,,"[1094124528, 1094126468, 1094126049, 1094118536, 1094120726, 1094122358, 1094127402, 1094121763, 1094124528]",,,yes,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112157422,,,,,place_of_worship,Markuskirche,christian,,,,,"POLYGON ((6.927444 49.245368, 6.9276673 49.245321, 6.9276348 49.2452551, 6.9274115 49.2453021, 6.927444 49.245368))",protestant,,,,,,,,,,,,,,,,,,,,,,,,,"[1275691686, 1275691687, 1275691671, 1275691668, 1275691686]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,115639168,,,,,place_of_worship,St. Hubertus,christian,,Q106443724,,,"POLYGON ((7.0049282 49.2616455, 7.0048998 49.2616607, 7.0050742 49.2618, 7.0050359 49.2618205, 7.0051188 49.2618867, 7.0051583 49.2618656, 7.0052375 49.2619289, 7.005348 49.2618701, 7.0054656 49.2618074, 7.0051283 49.2615379, 7.0050715 49.2615682, 7.0050354 49.2615394, 7.0049985 49.2615098, 7.0049483 49.2615112, 7.0049076 49.2615246, 7.0048665 49.2615541, 7.0048544 49.2615866, 7.0049282 49.2616455))",roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,"[1305924141, 1305924031, 1305924050, 1305924075, 1305924238, 1305924093, 1305923982, 8939969632, 1305924244, 1305924190, 1305924206, 2146303271, 1305924116, 1305923980, 1305924057, 1305924155, 1305923951, 1305924141]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,117620757,,,,,place_of_worship,Heilig-Geist-Kirche,christian,,,,,"POLYGON ((7.0487862 49.2690506, 7.0489954 49.2691241, 7.0491402 49.2690121, 7.0490812 49.2688826, 7.0487323 49.2689527, 7.0487566 49.2690003, 7.0487862 49.2690506))",protestant,,,,,,,https://www.kirchengemeinde-dudweiler.de/Heilig-Geist-Kirche,,,,,,,,,,,,,Kirchengemeinde Dudweiler,,,,,"[1324698629, 1324698791, 1324698477, 1324698764, 1324698801, 1324702522, 1324698629]",,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,117633901,,,,,place_of_worship,St. Marien,christian,yes,Q1327394,,,"POLYGON ((7.0374353 49.2771917, 7.0378216 49.2770972, 7.0378108 49.2770657, 7.0379181 49.2770377, 7.037945 49.2770097, 7.0379181 49.2769467, 7.0378645 49.2769327, 7.0377572 49.2769572, 7.0377357 49.2769257, 7.0373334 49.2770202, 7.0373495 49.2770727, 7.0372798 49.2770867, 7.0373232 49.2771635, 7.0374031 49.2771497, 7.0374353 49.2771917))",catholic,,,,,,,,,,,,,,,,,,,,,,,,,"[1324813538, 1324813508, 1324813459, 1324813526, 1324813537, 1324813554, 1324813539, 1324813476, 1324813479, 1324813503, 1324813542, 1324813544, 1324813487, 1324813516, 1324813538]",,,yes,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124189577,Saarbrücken,12,66117,Hirtenwies,place_of_worship,Heilig Kreuz,christian,,Q89755566,,,"POLYGON ((6.9671217 49.2193284, 6.9670995 49.2193289, 6.9669679 49.2193317, 6.9669797 49.2195619, 6.9670933 49.2195598, 6.9670958 49.2195689, 6.9671124 49.2195756, 6.9671308 49.219576, 6.9671496 49.2195674, 6.9671525 49.2195584, 6.9672663 49.2195556, 6.9672624 49.2194793, 6.9672924 49.2194787, 6.9672913 49.2194573, 6.9672903 49.219436, 6.9672591 49.2194367, 6.9672567 49.2193976, 6.9672549 49.2193578, 6.9671231 49.2193604, 6.9671217 49.2193284))",catholic,,,Alt-Saarbrücken,,,,,,,,,,,,,,,,,,,,,,"[1346009394, 8170749357, 1346009395, 1346009413, 10899961649, 10899961644, 10899961646, 10899961634, 10899961652, 1382915409, 1346009412, 1382915442, 1382915423, 1382915401, 1382915422, 1382915443, 1346009399, 1382915417, 9709596014, 1346009394]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Folsterhöhe,,,,,,,,
way,124840097,Saarbrücken,2,66119,Sigebertstraße,place_of_worship,St.Pius,christian,,Q89917851,,,"POLYGON ((7.0165163 49.2151994, 7.0166897 49.2150227, 7.016272 49.2148475, 7.0160985 49.2150242, 7.0165163 49.2151994))",catholic,,,,,,DE,,,,,,,,,,,,,,,,,,,"[1028027356, 1028027693, 1028027523, 1028027318, 1028027356]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,125454447,,,,,place_of_worship,Kapelle des Klinikums Saarbrücken,christian,,,,,"POLYGON ((6.9972821 49.22054, 6.9973683 49.2205398, 6.9975541 49.2205393, 6.997553 49.2203655, 6.997281 49.2203662, 6.9972821 49.22054))",catholic,,,,,,,,,,,,,,,,,,,,,,,,,"[1393436771, 8765664862, 1393436781, 1393436776, 1393436770, 1393436771]",,,chapel,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,125535023,Saarbrücken,6,66115,Zur Malstatt,place_of_worship,Evangelische Kirche Malstatt,christian,,Q27478826,,de:Evangelische Kirche Malstatt,"POLYGON ((6.9753586 49.2398081, 6.975053 49.2397564, 6.9750363 49.2397939, 6.9750055 49.2398665, 6.9749931 49.2398951, 6.9752123 49.2399301, 6.975204 49.2399493, 6.975188 49.2399859, 6.9752814 49.2400014, 6.9753118 49.2399284, 6.9753504 49.2399337, 6.9753923 49.2399173, 6.9754052 49.2398857, 6.975381 49.2398617, 6.9753413 49.2398534, 6.9753586 49.2398081))",protestant,,,,,,,http://www.evangelischmalstatt.de/,,,,,,,"File:Saarbrücken_(Malstatt),_Evangelische_Kirche_(3).JPG",,,,,,Evangelische Kirchengemeinde Malstatt,,,,,"[1394026393, 1394026391, 1394026413, 1394026392, 1394026415, 1394026401, 10707653072, 1394026399, 1394026400, 1394026396, 1394026402, 1394026405, 1394026418, 1394026407, 1394026408, 1394026393]",,,yes,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
way,129003586,Saarbrücken,24a,66113,Am Torhaus,place_of_worship,Evangelische Kirche,christian,,Q27478834,,de:Evangelische Kirche Rußhütte,"POLYGON ((6.9760925 49.2531799, 6.9761239 49.2530805, 6.9764234 49.2531207, 6.9764305 49.2530982, 6.9765027 49.253108, 6.9764929 49.253139, 6.976534 49.2531445, 6.9765144 49.2532068, 6.9763987 49.2531912, 6.9763897 49.2532199, 6.9760925 49.2531799))",protestant,,,,,,,,,,,,,,File:Ev. Kirche Fischbachstraße Rußhuette Saarbruecken.jpg,,,,,,,,,,,"[1424167072, 1424167064, 1424167068, 5086660499, 5086660498, 8923505442, 8923505441, 8923505440, 5086660496, 1424167076, 1424167072]",,,church,,,http://www.evangelischmalstatt.de/evangelische_kirche_ru%C3%9Fh%C3%BCtte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,129099751,,,,,place_of_worship,St. Marien Kirche,christian,no,Q2320778,,,"POLYGON ((7.0099357 49.2739964, 7.0103228 49.273975, 7.0102991 49.2737926, 7.0098214 49.273819, 7.0098262 49.2738564, 7.00971 49.2738627, 7.0097257 49.2739863, 7.0098423 49.2739801, 7.0098451 49.2740014, 7.009847 49.2740013, 7.0098647 49.274109, 7.0099531 49.2741028, 7.0099357 49.2739964))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1425039556, 1425039552, 1425039545, 1425039546, 1425039548, 1425039549, 1425039555, 1425039554, 1425039558, 1425039557, 1425039562, 1425039561, 1425039556]",,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130263378,Saarbrücken,5,66131,Kirchenstraße,place_of_worship,,christian,,,,,"POLYGON ((7.1103968 49.2039221, 7.1104351 49.2039245, 7.1104531 49.2039047, 7.1105041 49.2039061, 7.1105414 49.203885, 7.1105451 49.2038401, 7.1105022 49.2038197, 7.1104587 49.2038182, 7.1104613 49.2037954, 7.1104192 49.2037938, 7.110428 49.2037375, 7.1102388 49.203724, 7.1102334 49.2037843, 7.1098613 49.2037671, 7.1098468 49.2038954, 7.1102333 49.2039159, 7.1102258 49.2039395, 7.1102198 49.2039708, 7.1103844 49.2039817, 7.1103904 49.2039486, 7.1103968 49.2039221))",,,,,,,DE,,,,,,,,,,,,,,,,,,,"[1435311170, 2049711478, 1435311167, 2049711475, 1435311163, 1435311161, 1435311160, 1435311159, 1435311156, 1435311155, 1435311144, 1435311154, 2049711473, 1435311148, 1435311164, 1435311166, 2049711479, 1435311173, 1435311176, 2049711480, 1435311170]",,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
