element_type,osmid,amenity,taxi,geometry,access,barrier,traffic_sign,parking,wheelchair,highway,lit,hgv,description,fee,access:conditional,foot,foot:conditional,note,note:access,surveillance,name,bicycle,motorcar,capacity,surface,emergency,maxheight,start_date,website,motor_vehicle,motorcycle,trailer,vehicle,wheelchair:description,opening_hours,level,layer,operator,maxwidth,private,park_ride,supervised,ref,bus,addr:city,addr:housenumber,addr:postcode,addr:street,contact:website,indoor,fixme,addr:country,brand,covered,kiss_ride,maxstay,operator:type,operator:wikidata,capacity:disabled,disabled,markings,nodes,paving_stones:material,orientation,building,brand:wikidata,name:fr,maxweight,smoothness,max_level,min_level,maxstay:conditional,parking:authentication:disc:conditional,access:note,zone,maxstay:monitoring,parking:authentication:disc,source,parking_disc,wikimedia_commons,fee:conditional,building:levels,roof:levels,roof:shape,capacity:parent,capacity:women,parking:orientation,alt_name,contact:phone,charge,old_name,building:use,authentication:disc,denomination,religion,ruins,charge:conditional,location,building:colour,payment:cash,area,building:part,landuse,service,park,parking:restriction:conditional,parking:zone,toilets:wheelchair,phone,restriction:conditional,capacity:tourist_bus,tourist_bus,authentication:disc:conditional,charge:note,building:min_level,wikidata,parking:condition,parking:condition:residents,restriction,skateboard,restriction:taxi,parking:condition:conditional,motorhome,disabled:conditional,capacity:charging,car_sharing,parking:restriction,ways,type
way,692649155,parking,,"POLYGON ((6.9833678 49.2321078, 6.9833747 49.2320833, 6.9833808 49.2320623, 6.9834323 49.2318422, 6.9830813 49.2317778, 6.9830656 49.2317753, 6.9830499 49.2317727, 6.9829501 49.2320143, 6.9831646 49.2320524, 6.9831554 49.2320755, 6.9833678 49.2321078))",,,,surface,,,automatic,,,no,,,,,,,,,,,fine_gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[814743790, 6502750787, 6502750683, 6502750684, 7869195857, 6502750786, 314308949, 1395912962, 9556981240, 1395912960, 814743790]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693380693,parking,,"POLYGON ((6.9973481 49.2331976, 6.9973095 49.2331663, 6.9973841 49.2331299, 6.9974238 49.2331611, 6.9974032 49.2331714, 6.9973481 49.2331976))",no,,,street_side,,,,,,no,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,designated,,"[6509514413, 6509514412, 6509514411, 6509514410, 2968678014, 6509514413]",,parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693657521,parking,,"POLYGON ((6.9978232 49.2330388, 6.9977777 49.2330657, 6.9977477 49.2330038, 6.9977925 49.2329806, 6.9978232 49.2330388))",no,,,street_side,,,,,,,,,,mit Parkausweis Nr. 5989,,,,,,2,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,designated,,"[8883513102, 6512430833, 6512430832, 8883513113, 8883513102]",,diagonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,694354549,parking,,"POLYGON ((6.9915299 49.2430594, 6.9915408 49.2431113, 6.991533 49.2431489, 6.991479 49.2431609, 6.9907983 49.2432225, 6.990777 49.243127, 6.9909633 49.2431103, 6.9914467 49.2430672, 6.9915299 49.2430594))",private,,,street_side,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Park & Control PAC GmbH,,,,,,,,,,,,,,,,,,,,Q55522640,,,,"[829843180, 6519040967, 2134634163, 2134634164, 2134634190, 1100470150, 6519048992, 6519049040, 829843180]",,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,694583915,parking,,"POLYGON ((6.9762293 49.231801, 6.9763155 49.231794, 6.9763038 49.2317363, 6.9762911 49.2316887, 6.976208 49.2316963, 6.9762293 49.231801))",customers,,,surface,,,,,,no,,,,,,,,,,4,paving_stones,,,,,,,,,,,,,Hotel Zur Klause,,,,,,,,,,,,,,,,,,,,,,,,"[5777739626, 6522069521, 7409075221, 6522069522, 5777739627, 5777739626]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,696347285,parking,,"POLYGON ((6.9753559 49.2410658, 6.975451 49.2408923, 6.9761379 49.2410667, 6.9760821 49.2411828, 6.9753559 49.2410658))",,,,surface,,,no,,,,,,,,,,,,,,fine_gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6539206789, 6539206790, 6539206791, 6539206792, 6539206789]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,699115467,parking,,"POLYGON ((6.9845978 49.2338136, 6.9845962 49.2337758, 6.984592 49.2336811, 6.9844164 49.2337207, 6.9843417 49.2337386, 6.9843455 49.233746, 6.9843675 49.2337906, 6.9843743 49.2338053, 6.9843857 49.2338308, 6.9844622 49.2338245, 6.9845978 49.2338136))",private,,,surface,,,yes,,,,,,,,,,,,,,grass_paver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6565038861, 9207793783, 6565038854, 814749716, 814749718, 9210222403, 9210222412, 6565038874, 6565038871, 9207793785, 6565038861]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,699115468,parking,,"POLYGON ((6.9842502 49.2337446, 6.9842563 49.2337553, 6.9842085 49.2337668, 6.9841687 49.2337753, 6.9841096 49.2336685, 6.9840727 49.2336006, 6.9841722 49.2335761, 6.9841804 49.2335904, 6.9841698 49.2335931, 6.9842502 49.2337446))",private,,,surface,,,yes,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,Friedrich-List-Schule,,,,,,,,,,,,,,,,,,,,,,,,"[6565038859, 9578999405, 9210222413, 6565038869, 6565038881, 6565038855, 6565038883, 9578999401, 9578999402, 6565038859]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,699125476,parking,,"POLYGON ((6.9830331 49.2337796, 6.983176 49.233779, 6.9831744 49.2336702, 6.9831199 49.2336705, 6.9830317 49.233671, 6.9830331 49.2337796))",private,,,street_side,,,yes,,,,no @ (22:00-06:00),permissive,no @ (22:00-06:00),,Laut Schild „Absolutes Fahr- und Parkverbot; Befahrung nur für Rettungsdienste und angemeldeten Lieferverkehr;von 22:00 bis 6:00 Uhr ist das Betreten des Schulgeländes verboten;Nutzung Spielgeräte nur für Schulangehörige o. bis 15 J.“,,,,,3,paving_stones,,,,,,,,,,,,,Ludwigsgymnasium,,,,,,,,,,,,,,,,,,,,,,,,"[9554827248, 10966514474, 6565172585, 6565130978, 6565130975, 9554827248]",concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,699125480,parking,,"POLYGON ((6.9830303 49.2335656, 6.9831045 49.2335652, 6.9831658 49.2335649, 6.9831648 49.2334869, 6.9830892 49.2334874, 6.9830293 49.2334877, 6.9830303 49.2335656))",private,,,street_side,,,no,,,,no @ (22:00-06:00),permissive,no @ (22:00-06:00),,Laut Schild „Absolutes Fahr- und Parkverbot; Befahrung nur für Rettungsdienste und angemeldeten Lieferverkehr;von 22:00 bis 6:00 Uhr ist das Betreten des Schulgeländes verboten;Nutzung Spielgeräte nur für Schulangehörige o. bis 15 J.“,,,,,2,paving_stones,,,,,,,,,,,,,Ludwigsgymnasium,,,,,,,,,,,,,,,,,,,,,2,,,"[6565130965, 6565130981, 6565130976, 6565130973, 6565130970, 6565130971, 6565130965]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,699147751,parking,,"POLYGON ((6.9828328 49.2319494, 6.9827563 49.2319353, 6.9825974 49.2319031, 6.9826531 49.2318201, 6.9825751 49.2318014, 6.9825936 49.231764, 6.9827191 49.231788, 6.9828241 49.2318075, 6.9828892 49.2318196, 6.9828549 49.231898, 6.9828328 49.2319494))",customers;private,,,surface,,,no,,,no,,,,,,,,,,,compacted,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,"[6565381666, 6565381662, 6565381665, 10125058515, 10125057277, 6565381664, 5777742637, 5777742638, 6565381663, 6565381670, 6565381666]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,699241535,parking,,"POLYGON ((7.0420594 49.2317419, 7.0424017 49.2317416, 7.0423961 49.2315926, 7.0420971 49.23159, 7.0420205 49.2316655, 7.0419854 49.2316978, 7.0420585 49.2316981, 7.0420594 49.2317419))",,,,surface,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6566249026, 6566249031, 6566249030, 6566559477, 9301379969, 6566559478, 6566559479, 6566249026]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,699442425,parking,,"POLYGON ((6.9996659 49.2400951, 6.9995534 49.2401573, 6.9995775 49.2401765, 6.999601 49.2401958, 6.9996285 49.2402181, 6.9996515 49.2402357, 6.9996777 49.2402567, 6.9997007 49.2402751, 6.9998119 49.2402149, 6.999748 49.2401669, 6.9996659 49.2400951))",private,,,surface,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1090997835, 1090999235, 8241042589, 8241042595, 8241042597, 8241042585, 8241042594, 1090999636, 1090998675, 6568097093, 1090997835]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,699448498,parking,,"POLYGON ((7.0010394 49.2413511, 7.0011486 49.241304, 7.0012756 49.2412628, 7.0012864 49.2413058, 7.0013224 49.2414485, 7.0010455 49.2414572, 7.0010451 49.2414468, 7.0010394 49.2413511))",customers,,,surface,,,,,,no,,,,,,,,,,,gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,"[1090997034, 8237859088, 6568156504, 6568156485, 10608399765, 10608399742, 1090996641, 1090997034]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,699531509,parking,,"POLYGON ((7.0008312 49.2422659, 7.0008338 49.2422105, 7.0008369 49.2421612, 7.000405 49.242121, 7.0001374 49.2420935, 7.0000256 49.242082, 6.9999284 49.242072, 6.9998191 49.2420607, 6.9997218 49.2420506, 6.9996274 49.2420418, 6.9996067 49.2420397, 6.9992469 49.2420112, 6.9986688 49.2418321, 6.9986433 49.24187, 6.9986372 49.2418788, 6.998595 49.2419412, 6.9987355 49.2419795, 6.9993652 49.2421613, 6.9996891 49.2421786, 6.9997543 49.2421819, 6.9997487 49.2422259, 6.9999356 49.2422336, 7.0008312 49.2422659))",private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2146458686, 1376542028, 5217038319, 5217021444, 6568426191, 6568406583, 6568426188, 6568406582, 6568426193, 2971572285, 6568990407, 832666316, 5217021436, 1981019828, 8890753520, 2146458689, 6572636827, 2146458679, 6572636821, 6568990367, 6568990401, 2146458684, 2146458686]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,699870977,parking,,"POLYGON ((7.0068415 49.2485766, 7.0068275 49.2485908, 7.0068064 49.2486104, 7.006749 49.2485894, 7.0067774 49.2485545, 7.0068415 49.2485766))",private,,,surface,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5237300842, 6575155061, 5237300843, 6572247825, 6572247822, 5237300842]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,700249795,parking,,"POLYGON ((6.9821361 49.2324237, 6.9821421 49.2322157, 6.9821445 49.2321038, 6.982145 49.2320791, 6.9820168 49.2320796, 6.9818525 49.232144, 6.9820195 49.2321753, 6.981942 49.2324185, 6.9819701 49.2324194, 6.981998 49.2324206, 6.9821315 49.2324236, 6.9821361 49.2324237))",private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hochschule der Bildenden Künste Saar,,,,,,,,,,,,,,,,,,,,,,,,"[2276883979, 6575871498, 6502750805, 6502750804, 1014657877, 9592434342, 9592434335, 2276883974, 6502750659, 6575871496, 9592386355, 2276883979]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,700286471,parking,,"POLYGON ((6.9982356 49.2410887, 6.9981543 49.2411896, 6.9981095 49.2412458, 6.9981763 49.2412712, 6.9982354 49.2412898, 6.9983594 49.2411315, 6.9982645 49.2410985, 6.9982356 49.2410887))",customers,,,surface,,,,,,no,,,,,,,,,,,asphalt,,,,,,,,,,,,,Johannes-Foyer,,,,,,,,,,,,,,,,,,,,,,,yes,"[5915759353, 5915759352, 6576312104, 6576307076, 6576307067, 6576307075, 6576307079, 5915759353]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,700286494,parking,,"POLYGON ((6.9981543 49.2411896, 6.9981095 49.2412458, 6.9980691 49.241298, 6.9980422 49.2413317, 6.9981734 49.2413689, 6.998141 49.2414154, 6.9980605 49.2413946, 6.9980564 49.2414153, 6.9975562 49.2412462, 6.9975952 49.2411995, 6.9974441 49.2411487, 6.9974634 49.241125, 6.9975693 49.2409885, 6.9978603 49.2410886, 6.9981371 49.2411837, 6.9981543 49.2411896))",private,,,surface,,,,,,,customers @ (Mo-Fr 16:00+),,,,,,,,,,asphalt,,,,,,,,,,,,,Johannes-Foyer,,,,,,,,,,,,,,,,,,,,,,,yes,"[5915759352, 6576312104, 6576307081, 10971853447, 10971853442, 7847781601, 7847781600, 10971853439, 7519448551, 7519448550, 7519448549, 5915751844, 1320022952, 6582772657, 7519448566, 5915759352]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,700347329,parking,,"POLYGON ((7.0021 49.2426333, 7.0022693 49.2425411, 7.0022884 49.2425495, 7.0023095 49.2425615, 7.0023367 49.2425769, 7.0023639 49.2425924, 7.0023912 49.2426079, 7.0024109 49.2426191, 7.0023727 49.2427658, 7.0023469 49.2427544, 7.0023017 49.2427334, 7.0021 49.2426333))",private,,,surface,,,no,,,,,,,,,,,,,,grass_paver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6576841880, 6568990341, 6568156499, 8975244376, 8975244401, 8975244374, 8975244373, 6576841881, 1315139525, 6568116080, 6568156497, 6576841880]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,700522349,parking,,"POLYGON ((6.9998741 49.2410964, 6.9999245 49.2410322, 6.999811 49.2409928, 6.9997649 49.2409757, 6.9997106 49.2410384, 6.9998741 49.2410964))",private,,,street_side,,,yes,,,,,,,,,,,,,5,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,yes,"[6578515391, 6578467384, 7857240142, 6578467338, 6578467368, 6578515391]",concrete,perpendicular,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,700522374,parking,,"POLYGON ((7.0078205 49.2430529, 7.0078698 49.2429964, 7.007346 49.2427904, 7.0072868 49.2428579, 7.0078205 49.2430529))",yes,,,street_side,,,,,,no,,,,,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6578467343, 6578467351, 6578467363, 6578467376, 6578467343]",,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,701411017,parking,,"POLYGON ((7.042207 49.258138, 7.042263 49.257874, 7.0420632 49.2578559, 7.0420072 49.2581199, 7.042207 49.258138))",private,,,surface,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6587365978, 6587365977, 6587365976, 6587365975, 6587365978]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,702853968,parking,,"POLYGON ((6.9654058 49.2326513, 6.9657684 49.2326654, 6.9659106 49.2326703, 6.9658649 49.233089, 6.9655054 49.2330739, 6.9655063 49.2330541, 6.9655072 49.2330341, 6.9653656 49.2330288, 6.9654058 49.2326513))",customers,,,surface,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4512116634, 6600652310, 6600652315, 6600652314, 6600652313, 9918168888, 6600652312, 4512116636, 4512116634]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,702936226,parking,,"POLYGON ((7.0016245 49.2352809, 7.0016296 49.2352774, 7.00168 49.2352391, 7.0017405 49.2352269, 7.0018127 49.2352125, 7.0018183 49.2352112, 7.0018029 49.235187, 7.0017057 49.2349907, 7.0015677 49.2350155, 7.0015322 49.2350237, 7.0014981 49.2350323, 7.0014773 49.2350482, 7.0013615 49.2351768, 7.0016245 49.2352809))",private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regionalverband Saarbrücken,,,,,,,,,,,,,,,,,,,,,,,,"[4398530746, 8968645509, 7061912702, 8968645507, 8968645508, 8968645504, 6202821489, 6601373306, 6601373303, 7061912706, 6601373304, 6601373305, 6601373307, 4398530746]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,707001533,parking,,"POLYGON ((7.0121173 49.2232227, 7.0122315 49.2233417, 7.0123793 49.2232997, 7.0126256 49.2232101, 7.012686 49.223174, 7.0127313 49.2231328, 7.0126275 49.2230825, 7.0125723 49.2230558, 7.0121173 49.2232227))",yes,,,surface,,,no,,,no,,,,,,,,,,,compacted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6643922620, 6643922604, 293870558, 1445037417, 6643922595, 269200651, 6643922667, 299066734, 6643922620]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,708282360,parking,,"POLYGON ((7.0056494 49.2413225, 7.0057425 49.2413337, 7.0058994 49.2413526, 7.0058699 49.2415905, 7.0058611 49.2416614, 7.0058577 49.2416884, 7.0061177 49.2417034, 7.0061137 49.2417445, 7.0058569 49.241734, 7.0056862 49.241696, 7.0056911 49.2416767, 7.0056109 49.2416655, 7.0055482 49.2416569, 7.0056216 49.241412, 7.0056494 49.2413225))",private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1096922866, 1990662610, 6655402227, 6655402208, 1096921755, 8241929627, 8241929629, 8241929626, 8241929628, 6655402229, 6655402203, 6655402223, 6655402214, 1096920944, 1096922866]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,710694768,parking,,"POLYGON ((7.0935571 49.2320189, 7.0934206 49.2318452, 7.0935945 49.2318171, 7.0937176 49.2319767, 7.0935571 49.2320189))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6681656845, 6681656844, 6681656843, 6681656842, 6681656845]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,712021649,parking,,"POLYGON ((6.9319553 49.2457998, 6.9319555 49.2458013, 6.9330382 49.2455181, 6.9329859 49.2454327, 6.9319016 49.2457181, 6.9319553 49.2457998))",yes,,,street_side,,,,,,no,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6694859370, 6694859369, 6694859366, 6694859368, 6694859367, 6694859370]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,712021650,parking,,"POLYGON ((6.933451 49.2453936, 6.9354549 49.244881, 6.9358903 49.2447707, 6.9359801 49.2447583, 6.9360772 49.2447507, 6.936083 49.2446714, 6.9359677 49.2446778, 6.9358577 49.2446889, 6.9357545 49.2447099, 6.9352998 49.244828, 6.9349649 49.244915, 6.93456 49.2450184, 6.9344339 49.245053, 6.9339404 49.2451812, 6.9334021 49.2453211, 6.933451 49.2453936))",yes,,,street_side,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6694861901, 6694861892, 10681995650, 6694861893, 6694861894, 5021627776, 253041927, 5021627763, 272358006, 1279208742, 1237749337, 5021590182, 1652083257, 5021798469, 6694861899, 6694861901]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,713014423,parking,,"POLYGON ((6.9630921 49.2512248, 6.9630141 49.2511997, 6.9629726 49.251255, 6.9629312 49.2513102, 6.9630111 49.2513359, 6.9630419 49.2512937, 6.963075 49.2512482, 6.9630921 49.2512248))",customers,,,surface,,,yes,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1033361668, 6702864669, 7792290821, 6702864665, 6702864666, 8492660535, 8492801718, 1033361668]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,713431968,parking,,"POLYGON ((7.0320183 49.2307298, 7.0320695 49.2306995, 7.0321114 49.2306728, 7.0320088 49.2305709, 7.0318952 49.2306473, 7.0320183 49.2307298))",private,,,surface,,,,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,Saarpflege,,,,,,,,,,,,,,,,,,,,,,,,"[6707965680, 6707965683, 6707965684, 6707971885, 6707965681, 6707965680]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,713902501,parking,,"POLYGON ((6.9725483 49.2430581, 6.972605 49.2431182, 6.9726674 49.2431777, 6.9732018 49.2429564, 6.9731494 49.2428935, 6.9730145 49.2429005, 6.9729449 49.2429042, 6.972772 49.2429617, 6.9725483 49.2430581))",yes,,,surface,,,,,,no,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6711799044, 6711799045, 7885572796, 6711799052, 6711799053, 6711799055, 935376401, 9957768231, 6711799044]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,713904573,parking,,"POLYGON ((6.9723333 49.2434952, 6.9729048 49.2432576, 6.973559 49.2430156, 6.9735413 49.2429931, 6.9735181 49.2429689, 6.9734962 49.2429461, 6.9728701 49.2431904, 6.9722735 49.2434356, 6.9723333 49.2434952))",yes,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6711799056, 1551882222, 1551882217, 7884882265, 9957768325, 935376440, 6711799043, 935376264, 6711799056]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,714460713,parking,,"POLYGON ((7.0326554 49.2526038, 7.0326814 49.252578, 7.0331002 49.252741, 7.0330792 49.2527624, 7.0326554 49.2526038))",private,,,surface,,,no,,,no,,,,,,,,,,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6715882216, 6715882215, 6715882214, 6715882217, 6715882216]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,714749491,parking,,"POLYGON ((7.0044022 49.2337732, 7.0041806 49.2336399, 7.0042894 49.2335677, 7.0045166 49.2336973, 7.0044329 49.2337529, 7.0044185 49.2337624, 7.0044022 49.2337732))",private,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4138415514, 378351770, 1377432273, 4138415513, 10240908498, 6718392535, 4138415514]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,717948397,parking,,"POLYGON ((7.0316167 49.2286029, 7.0323098 49.2284517, 7.0320983 49.2280379, 7.0318642 49.2280889, 7.0318045 49.2279721, 7.0313454 49.2280722, 7.0315453 49.2284633, 7.0316167 49.2286029))",,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5513699355, 6742614259, 6742614258, 6742614257, 5513552722, 5513686505, 6742614240, 5513699355]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737126866,parking,,"POLYGON ((7.0072797 49.2381336, 7.007486 49.2381758, 7.0076063 49.2382023, 7.0074916 49.2383929, 7.0074629 49.2384384, 7.0072946 49.2385187, 7.0071899 49.2385955, 7.0070467 49.2385652, 7.0072797 49.2381336))",private,,,surface,yes,,yes,,,,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6900995278, 6900995277, 6900995276, 5435740522, 9747012899, 9345093680, 9733593475, 6900995275, 6900995278]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,742249184,parking,,"POLYGON ((6.9683666 49.2085003, 6.9677338 49.2081668, 6.9675556 49.2080758, 6.9674767 49.2080354, 6.9667478 49.2076623, 6.9668295 49.2076506, 6.9669727 49.2076296, 6.9670518 49.2076181, 6.9670601 49.2076202, 6.9671233 49.2076519, 6.9671611 49.2076723, 6.967611 49.2079059, 6.9676908 49.207948, 6.9683591 49.2082969, 6.9683666 49.2085003))",yes,,,surface,,,,designated,,no,,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[625203669, 1687442941, 1747948199, 1747948198, 6948989970, 7935836911, 7935836906, 1015544828, 7985669704, 7931639754, 7985669694, 1747948188, 1747948196, 1015544827, 625203669]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
