element_type,osmid,surveillance,surveillance:type,geometry,wheelchair,surveillance:zone,level,wheelchair:description,layer,barrier,amenity,operator,colour,material,addr:housenumber,addr:street,name,wikimedia_commons,nodes,addr:city,addr:postcode,addr:suburb,brand,brand:wikidata,brand:wikipedia,building,building:levels,check_date:opening_hours,opening_hours,roof:levels,shop,website,height,contact:facebook,contact:instagram,contact:phone,contact:website,internet_access,internet_access:captive_portal,internet_access:fee,internet_access:ssid,name:fr,toilets:wheelchair,wikidata,wikipedia,branch,addr:country,payment:cash,payment:credit_cards,payment:mastercard,payment:visa,phone,building:levels:underground,roof:shape,payment:girocard,strapline,stroller,architect,building:use,start_date,contact:email,wholesale,changing_table,old_name,toilets,tenant,smoking,diet:gluten_free,diet:lactose_free,diet:vegan,diet:vegetarian,organic,building:roof,post_office,post_office:brand,post_office:brand:wikidata,building:colour,office,operator:wikidata,noaddress,fair_trade,tobacco,opening_hours:signed,fence_type
way,124774117,,,"POLYGON ((7.008811 49.2419217, 7.0090543 49.241993, 7.0092708 49.2420565, 7.0093377 49.2420761, 7.0093542 49.2420809, 7.0093731 49.2420865, 7.0094068 49.2420375, 7.009485 49.2419256, 7.0094956 49.2419105, 7.0095254 49.2418649, 7.0089431 49.2416938, 7.0089393 49.2417, 7.0088715 49.2416817, 7.0088224 49.2417684, 7.0088795 49.2417835, 7.0088693 49.2417977, 7.0087865 49.2419145, 7.008811 49.2419217))",,,,,,,,,,,,,,,"[1387623040, 9583620003, 6456477833, 10659853330, 8237998198, 295717990, 8237998205, 10659853329, 10659853331, 1387623035, 1387623012, 1387623015, 1387623010, 1387623023, 1387623027, 6236431583, 1387623038, 1387623040]",,,,,,,retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,round,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,
way,124775805,,,"POLYGON ((6.9669393 49.2186817, 6.9667428 49.2187978, 6.9665399 49.2189178, 6.9663403 49.2190358, 6.9661301 49.2188842, 6.966085 49.2189109, 6.9660479 49.2189328, 6.9657026 49.2186837, 6.966262 49.218353, 6.9662684 49.2183576, 6.9662802 49.2183662, 6.9663292 49.2184015, 6.9664112 49.218353, 6.96674 49.2185903, 6.9667535 49.2185823, 6.96678 49.2185667, 6.9668434 49.2186124, 6.9669393 49.2186817))",,,,,,,,,,,5,Hirtenwies,,,"[1387639381, 2283356924, 2283356929, 1387639393, 1387639386, 7827081852, 1387639388, 1387639380, 1387639369, 8158653142, 8158653128, 1387639372, 1387639368, 1387639376, 9472315990, 1387639375, 4032454997, 1387639381]",Saarbrücken,66117,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124775809,,,"POLYGON ((6.9667753 49.21918, 6.9671872 49.2189395, 6.967061 49.2188479, 6.9669826 49.2187912, 6.9668442 49.2188727, 6.9666428 49.2189913, 6.9666097 49.2189673, 6.9665368 49.2190103, 6.9667753 49.21918))",,,,,,,,,,,3,Hirtenwies,,,"[1387639394, 1387639389, 4032455000, 1387639384, 2283356931, 1387639391, 1387639390, 1387639392, 1387639394]",Saarbrücken,66117,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,125598557,,,"POLYGON ((6.9954331 49.2388909, 6.9955506 49.2388184, 6.995482 49.2387709, 6.9953644 49.2388434, 6.9954331 49.2388909))",,,,,,,,,,,,,,,"[1394664423, 1394664429, 1090996448, 1090996918, 1394664423]",,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126050414,,,"POLYGON ((6.9942007 49.2336096, 6.9946163 49.2337412, 6.9946541 49.2336894, 6.994771 49.233529, 6.9943554 49.2333974, 6.9942007 49.2336096))",,,,,3,,,,,,,,,,"[1398410811, 1398410809, 1408748821, 1398410805, 1398410812, 1398410811]",,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127627046,,,"POLYGON ((7.0020052 49.2327328, 7.001957 49.2326812, 7.0019386 49.2326614, 7.0019077 49.2326302, 7.0018769 49.2326435, 7.0018313 49.2326633, 7.0019284 49.2327662, 7.0019544 49.2327549, 7.0020052 49.2327328))",,,,,,,,,,,,,,,"[1412106172, 1412158195, 1412106678, 1412106170, 1263304557, 1077031807, 1077034164, 1412158199, 1412106172]",,,,,,,retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127627048,,,"POLYGON ((7.0020467 49.2326153, 7.0020133 49.2325847, 7.0019077 49.2326302, 7.0019386 49.2326614, 7.0020467 49.2326153))",,,,,,,,,,,26,Rosenstraße,,,"[1412106669, 1263304547, 1412106170, 1412106678, 1412106669]",,,,,,,retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,129096396,,,"POLYGON ((7.0264363 49.2877076, 7.0264611 49.2877267, 7.0265302 49.2876885, 7.0265054 49.2876694, 7.0264363 49.2877076))",,,,,,,,,,,,,,,"[1425009027, 1425009029, 1425009026, 1425009025, 1425009027]",,,,,,,retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132621947,,,"POLYGON ((7.0374274 49.2749792, 7.0374778 49.2750583, 7.0376004 49.2750251, 7.03755 49.2749459, 7.0374274 49.2749792))",,,,,,,,,,,2,Am Markt,,,"[1458671169, 1458671187, 1458671180, 1458671156, 1458671169]",Saarbrücken,66125,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,147852107,,,"POLYGON ((7.0278877 49.288602, 7.0280098 49.2888517, 7.0279502 49.2888641, 7.0279975 49.2889608, 7.0280348 49.288953, 7.0280941 49.2890743, 7.0282909 49.2890334, 7.0282289 49.2889067, 7.0284234 49.2888662, 7.0283769 49.2887712, 7.0281783 49.2888125, 7.0281364 49.2887269, 7.0281694 49.28872, 7.0281331 49.2886459, 7.0280971 49.2886534, 7.0280549 49.2885672, 7.0278877 49.288602))",,,,,,,,,,,2,Hedwig-Stalter-Straße,Rolladen Kessler GmbH,,"[1609984198, 1609984234, 1609984236, 1609984254, 1609984249, 1609984275, 1609984273, 1609984245, 1609984244, 1609984219, 1609984223, 1609984215, 1609984213, 1609984207, 1609984209, 1609984196, 1609984198]",Saarbrücken,66125,,,,,retail,2,,,,,https://www.kessler-saarland.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,company,,,,,,
way,148794097,,,"POLYGON ((7.0351711 49.2744361, 7.0351593 49.2743576, 7.0351491 49.2743236, 7.0349795 49.2743174, 7.0350064 49.2744297, 7.0351711 49.2744361))",,,,,,,,,,,22,Büchelstraße,,,"[1618688682, 6051935196, 1618688617, 1618688612, 1618688680, 1618688682]",Saarbrücken,66125,,,,,retail,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148794102,,,"POLYGON ((7.0361378 49.2762127, 7.0360643 49.2762172, 7.0360532 49.2761764, 7.0360949 49.276162, 7.0360453 49.2760931, 7.0359212 49.2761378, 7.0359449 49.2762924, 7.0361471 49.2762876, 7.0361378 49.2762127))",,,,,,,,,,,,,,,"[5697903634, 1618689086, 5697903642, 1618689075, 1618689054, 1618689056, 1618689132, 5697903633, 5697903634]",,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148794103,,,"POLYGON ((7.0362341 49.2758995, 7.0364651 49.2758477, 7.0373853 49.2757233, 7.0373544 49.2756614, 7.0372796 49.2755117, 7.0372407 49.2754337, 7.0372081 49.2753704, 7.0371471 49.275252, 7.0362855 49.2754432, 7.0360427 49.2754971, 7.0361004 49.2756132, 7.0361419 49.2756969, 7.0362341 49.2758995))",,,,,,,,,,,1,Am Markt,Dudo-Galerie,,"[1618688992, 1618688976, 368320582, 1458671421, 1458671350, 1458671322, 7943263037, 1618688926, 9309423177, 1618688931, 7943263036, 1618688945, 1618688992]",Saarbrücken,66125,Dudweiler,,,,retail,2,,,,,,,,,,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,162128727,,,"POLYGON ((7.0354479 49.2754532, 7.0354045 49.2754809, 7.0353256 49.2755451, 7.0354292 49.275637, 7.0355688 49.2755455, 7.0354479 49.2754532))",,,,,,,,,,,236,Saarbrücker Straße,,,"[1740616992, 1740616994, 1740616996, 1740617000, 1740616998, 1740616992]",Saarbrücken,66125,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,188438027,,,"POLYGON ((7.0077387 49.241598, 7.0077515 49.2416539, 7.0077953 49.2416605, 7.007845 49.2416667, 7.0078589 49.2416136, 7.0081134 49.241648, 7.0081427 49.2415425, 7.0077662 49.2414942, 7.007714 49.2414877, 7.0077387 49.241598))",yes,,,,,,,,,,,,,,"[1096921795, 1096922413, 9966261425, 1096923253, 1096921395, 1096920575, 9968830741, 1096920028, 1096921492, 1096921795]",,,,,,,retail,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,204015098,,,"POLYGON ((6.9959934 49.2334531, 6.9959416 49.233511, 6.9960682 49.2335648, 6.9961423 49.2335358, 6.9961637 49.2335272, 6.9959934 49.2334531))",,,,,,,,,,,5,Herbergsgasse,,,"[1373930921, 1373930910, 817670553, 6144335584, 1373930914, 1373930921]",Saarbrücken,66111,,,,,retail,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,204651676,,,"POLYGON ((7.0044182 49.247133, 7.0045256 49.2473845, 7.0048418 49.2474115, 7.0049942 49.2474246, 7.0050986 49.2474335, 7.005146 49.2471673, 7.0051996 49.2468659, 7.0052319 49.2466841, 7.0051314 49.2466751, 7.0049855 49.2466653, 7.0048075 49.2466537, 7.0047766 49.246565, 7.0044154 49.2456928, 7.0042803 49.2453664, 7.0043643 49.2453486, 7.0043143 49.2452279, 7.0041719 49.2448859, 7.0033214 49.2450376, 7.0039335 49.2465597, 7.0038477 49.2465723, 7.0039069 49.2467141, 7.0039301 49.2467621, 7.0040115 49.2467509, 7.0041686 49.2471763, 7.0044182 49.247133))",yes,,,,,,,,,,14,Dudweiler Landstraße,,,"[2146431323, 2146431320, 2146474605, 2146474611, 2146431324, 6573119710, 10694027602, 1315139534, 1315139564, 1315139626, 2146426631, 1315139611, 6568990386, 2146426630, 2146426629, 6568990397, 1315139554, 1315139520, 2146426627, 2146426632, 1315139625, 2146431314, 2146431317, 2146431318, 2146431323]",Saarbrücken,66123,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,204673864,,,"POLYGON ((7.0017438 49.2411245, 7.0017056 49.2411297, 7.0017416 49.2412404, 7.0018702 49.2412261, 7.0018228 49.2410664, 7.0017278 49.2410631, 7.0017438 49.2411245))",,,,,,,,,,,111,Dudweilerstraße,TotalEnergies Dudweiler Straße,,"[2146619059, 2146619047, 1089217758, 1089217845, 2146619052, 2146619058, 2146619059]",Saarbrücken,66111,,,,,retail,1,,,0,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,207202161,indoor,camera,"POLYGON ((6.9916456 49.2387303, 6.991531 49.238615, 6.9914761 49.2385696, 6.9914436 49.2385309, 6.9914157 49.2384917, 6.9913832 49.2384566, 6.9913366 49.2384274, 6.9913022 49.238387, 6.9912717 49.2383297, 6.9912499 49.2383065, 6.9912278 49.2382917, 6.9912023 49.2382827, 6.9911678 49.2382796, 6.9911289 49.2382912, 6.9911014 49.2383159, 6.9910788 49.2383603, 6.991038 49.2384146, 6.9909729 49.2384751, 6.9909178 49.2385188, 6.9908965 49.2385552, 6.9909035 49.2385935, 6.9909217 49.2386393, 6.9909437 49.2386832, 6.9909626 49.238763, 6.9911509 49.2387499, 6.9913121 49.2387374, 6.9913743 49.2388552, 6.9915354 49.238781, 6.9915893 49.2387562, 6.9916456 49.2387303))",yes,shop,,,,,,,,,104-108,Bahnhofstraße,C&A,,"[2173592304, 2229314832, 10232388290, 2174683765, 2174683766, 2174683764, 1032928816, 822169657, 5592996174, 9517383699, 1270132545, 10232388295, 10232388297, 2174683761, 2174683762, 1141945101, 10232388298, 9517383709, 9517383708, 389793036, 9517383710, 9517383700, 9517383711, 2173592305, 2173834768, 2173592301, 2173592302, 2173592303, 10232388310, 2173592304]",Saarbrücken,66111,,C&A,Q701338,en:C&A,retail,4,,"Mo-Sa 09:00-20:00; PH,Su off",,clothes,,,,,,https://www.c-and-a.com/stores/de-de/saarland/saarbruecken/,,,,,,yes,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,213065711,,,"POLYGON ((6.9973639 49.2379804, 6.9973412 49.2379456, 6.9973284 49.2379248, 6.9973175 49.2379074, 6.9972695 49.2378381, 6.9972639 49.2378297, 6.9972483 49.2378057, 6.9972349 49.2377863, 6.9970192 49.2378456, 6.9968154 49.2379459, 6.9966778 49.2380101, 6.9967285 49.2380546, 6.9967494 49.2380728, 6.9968453 49.2381568, 6.9968918 49.2381976, 6.9971436 49.23808, 6.9972336 49.2380378, 6.9973639 49.2379804))",,,,,,,,,,,48,Dudweilerstraße,,,"[2228229672, 6537696750, 6578467366, 2228246119, 6578467379, 6537696756, 9826181474, 2228229674, 2228246101, 2228262026, 2228246127, 6578467352, 2228262028, 6578467372, 7869497495, 2228255062, 2228246084, 2228229672]",Saarbrücken,66111,,,,,retail,,,,,,,,,,,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,213192669,,,"POLYGON ((6.9925669 49.2368712, 6.99248 49.2369603, 6.9925373 49.2369844, 6.9926628 49.2370393, 6.992751 49.2369493, 6.9926245 49.2368954, 6.9925669 49.2368712))",,,,,,,,,,,74,Bahnhofstraße,,,"[2229290995, 1195188212, 10232401227, 2229291008, 2229290980, 10232401228, 2229290995]",Saarbrücken,66111,,,,,retail,,,,,,,,,,,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,213841531,,,"POLYGON ((7.0073135 49.2294996, 7.0074647 49.2294783, 7.0074465 49.2294234, 7.0072954 49.2294446, 7.0073135 49.2294996))",,,,,,,,,,,,,,,"[2234710740, 2234710735, 2234710732, 2234710738, 2234710740]",,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,215641273,,,"POLYGON ((7.0088195 49.2456707, 7.0088541 49.2456918, 7.0089392 49.2456376, 7.0089406 49.2456151, 7.0089396 49.2455895, 7.0088494 49.2455467, 7.0088064 49.2455807, 7.0087793 49.2455664, 7.008723 49.2455367, 7.008644 49.2456225, 7.0086175 49.2456411, 7.0085733 49.2456126, 7.0085157 49.2456519, 7.0086021 49.2457059, 7.008588 49.2457164, 7.0086745 49.2457694, 7.0087132 49.2457446, 7.0087532 49.2457178, 7.0088003 49.2456837, 7.0088195 49.2456707))",,,,,,,,,,,43,Daimlerstraße,,,"[1098411891, 1098414398, 1098410590, 5859882660, 2251154890, 5562757442, 2251154889, 2291553668, 1098413674, 1098412367, 8355451544, 8355451543, 1098412642, 8355451545, 1098409919, 1098412757, 9871107439, 9871107483, 9871107494, 1098411891]",Saarbrücken,66123,Am Homburg,,,,retail,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,219379785,,,"POLYGON ((6.9917192 49.2364255, 6.9917477 49.2365142, 6.9917927 49.2366541, 6.9918905 49.2366911, 6.991967 49.2366126, 6.9919247 49.2365953, 6.9920071 49.2365134, 6.9920855 49.2364346, 6.9921062 49.2364139, 6.9920351 49.2363808, 6.9918539 49.2363062, 6.9918413 49.2363175, 6.9918339 49.2363239, 6.9917192 49.2364255))",,,,,,,,,,,5,Berliner Promenade,Rivage,,"[2285389837, 7873502255, 2285389849, 1375512039, 1375512030, 1375512042, 1375512034, 1375512040, 1375512029, 1375512032, 2285389841, 9208317532, 9208317533, 2285389837]",Saarbrücken,66111,,,,,retail,,,,,,http://www.rivage-sb.de/,,,,,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q86744708,,,,,
way,219691321,,,"POLYGON ((6.9999534 49.2407711, 7.0000191 49.2408066, 7.0000782 49.2408386, 7.0003808 49.2406, 7.0002831 49.2405472, 7.000256 49.2405325, 7.000105 49.2406516, 6.9999534 49.2407711))",,,,,,,,,,,,,,,"[1090997637, 10599594939, 2288306105, 2288306077, 1268704910, 1090997001, 6568097107, 1090997637]",,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,219691343,,,"POLYGON ((7.0000782 49.2408386, 7.000181 49.2408945, 7.0002574 49.2408338, 7.0005414 49.2406077, 7.0005471 49.2406032, 7.0004441 49.2405487, 7.0004036 49.2405263, 7.0003601 49.2405229, 7.0003201 49.2405297, 7.0002831 49.2405472, 7.0003808 49.2406, 7.0000782 49.2408386))",,,,,,,,,,,86,Dudweilerstraße,,,"[2288306105, 1090998323, 2288306107, 10608399720, 1090998976, 1858690083, 1268704918, 8248757705, 1268704926, 1268704910, 2288306077, 2288306105]",Saarbrücken,66111,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,219742514,,,"POLYGON ((6.9941038 49.2366603, 6.9942734 49.2366013, 6.994208 49.2365208, 6.9941964 49.2365065, 6.9940212 49.2365636, 6.9940352 49.2365812, 6.99405 49.2365982, 6.9940894 49.2366436, 6.9941038 49.2366603))",,,,,,,,,,,10,Rotenhofstraße,,,"[1375540766, 1375540771, 7722514890, 1375540786, 1375540782, 7176275343, 9588674537, 9588674540, 1375540766]",Saarbrücken,66111,St. Johann,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,220020475,,,"POLYGON ((6.9990917 49.2393838, 6.9991916 49.2393428, 6.9991396 49.2392961, 6.9991017 49.2392568, 6.9989824 49.2392979, 6.9990317 49.2393367, 6.9990917 49.2393838))",,,,,,,,,,,79,Dudweilerstraße,,,"[5865888575, 5865888576, 8353704823, 5536832548, 1090998076, 8241042586, 5865888575]",Saarbrücken,66111,,,,,retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,286609680,,,"POLYGON ((7.0092634 49.2319601, 7.0093123 49.2320736, 7.0094061 49.2320558, 7.0093799 49.2319967, 7.0095528 49.2319639, 7.0095757 49.2320153, 7.0096984 49.231992, 7.0097344 49.2320727, 7.009779 49.2320638, 7.0096973 49.2318784, 7.0092634 49.2319601))",,,,,,,,,,,,,,,"[2902878098, 1077032568, 2902878097, 2902878093, 2902878091, 2902878099, 1077033475, 1077032580, 2902878100, 2902878095, 2902878098]",,,,,,,retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
way,338281371,,,"POLYGON ((6.951595 49.2425467, 6.9516108 49.2425763, 6.9518319 49.2425176, 6.9518126 49.2424882, 6.9517682 49.2424998, 6.951595 49.2425467))",,,,,,,,,,,,,,,"[3453552290, 3453552281, 829922378, 3453552275, 8484118916, 3453552290]",,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,398983470,,,"POLYGON ((7.0213817 49.2060503, 7.0211115 49.2061528, 7.0212356 49.2062925, 7.0215058 49.2061899, 7.0213817 49.2060503))",,,,,,,,,,,32a,Neumühler Weg,,,"[4017197498, 4017197501, 4017197507, 4017197502, 4017197498]",Saarbrücken,66130,,,,,retail,,,,,,,,,,,,,,,,,,,,,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,401444112,,,"POLYGON ((7.0084006 49.2134356, 7.0086284 49.213463, 7.0086706 49.2132932, 7.0087226 49.2132991, 7.0087393 49.2132185, 7.0082062 49.2131546, 7.0081917 49.2131528, 7.008178 49.2131515, 7.0081232 49.2133991, 7.0081108 49.2134505, 7.0081077 49.2134625, 7.0081778 49.213471, 7.0083861 49.2134948, 7.0084006 49.2134356))",yes,,,,,,,,,,25a,Rubensstraße,Netto Marken-Discount,,"[4037110723, 2161740217, 2161740270, 2161740229, 2161740214, 10048104053, 10048100354, 2161740202, 9458528558, 2161740204, 9464991441, 5563106629, 2161751394, 4037110723]",Saarbrücken,66119,,Netto Marken-Discount,Q879858,de:Netto Marken-Discount,retail,1,,"Mo-Sa 07:00-20:00; PH,Su closed",0,supermarket,https://www.netto-online.de,,,,,,,,,,,no,,,,DE,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,,,yes,yes,,
way,414136276,,,"POLYGON ((7.0140932 49.273123, 7.014205 49.2730887, 7.0142594 49.2731632, 7.0143272 49.2732601, 7.0141807 49.2733042, 7.0140715 49.2731499, 7.0140932 49.273123))",,,,,,,,,,,18,Karlstraße,,,"[4153221837, 4153219854, 6019962330, 4153221834, 4153221846, 6019962329, 4153221837]",Saarbrücken,66125,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,456136714,,,"POLYGON ((7.0494042 49.2677461, 7.0492385 49.2677642, 7.0492799 49.2679254, 7.0494455 49.2679073, 7.0494314 49.2678523, 7.0494042 49.2677461))",,,,,,,,,,,,,Agip Scheidter Straße,,"[1698314812, 4524162684, 4524162685, 4524162686, 4524162687, 1698314812]",,,,,,,retail,,,,,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,553307109,,,"POLYGON ((6.9539227 49.2532073, 6.9539898 49.2531895, 6.9540828 49.253166, 6.954023 49.2530685, 6.9540051 49.2530392, 6.9538451 49.2530804, 6.9539227 49.2532073))",yes,,,,,,,Markus Monzel,,,,,Gärtnerei Monzel,,"[1033327006, 1033326954, 5341153754, 10783306608, 5341153755, 5341153756, 1033327006]",,,,,,,retail,,,"Mo-Fr 08:30-18:00; Sa 08:30-14:00; PH,Su closed",,garden_centre,http://www.monzel.eu/index2.html,,,,,,,,,,,,,,,,,,,,+49 681 72643,,,,Blumen + Pflanzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,563130545,,,"POLYGON ((7.0321479 49.2886005, 7.0320041 49.2885183, 7.0321234 49.2884294, 7.0322673 49.2885116, 7.0321479 49.2886005))",,,,,,,,,,,,,,,"[5427581485, 5427581486, 5427581487, 5427581488, 5427581485]",,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,575970495,,,"POLYGON ((7.0410833 49.2298942, 7.041145 49.2298386, 7.0412042 49.2298773, 7.0411734 49.2298974, 7.041182 49.2299047, 7.0411474 49.2299313, 7.0410833 49.2298942))",,,,,,,cafe,,,,,,Futterhaus,,"[5525442473, 5525442474, 5525442475, 5525442476, 5525442477, 5525442478, 5525442473]",,,,,,,retail,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,
way,628325784,,,"POLYGON ((6.9794673 49.2485853, 6.9793188 49.2486199, 6.9792502 49.2484848, 6.9793902 49.2484511, 6.9794284 49.2485195, 6.9794673 49.2485853))",,,,,,,,,,,55a,Am Torhaus,,,"[5931721586, 1756991834, 5931722879, 5931722880, 8587309936, 5931721586]",Saarbrücken,66113,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,640167673,,,"POLYGON ((6.9964035 49.2320884, 6.9963531 49.2320426, 6.996318 49.2320582, 6.9963693 49.2321038, 6.9963845 49.232097, 6.9964035 49.2320884))",,,,,,,,,,,,,,,"[1049099195, 6045392205, 6030955383, 1100470526, 6030955382, 1049099195]",,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,700377139,,,"POLYGON ((6.9911668 49.2368955, 6.9912375 49.236976, 6.9914632 49.2370677, 6.9918159 49.2372177, 6.9918741 49.237242, 6.991955 49.2371593, 6.9921904 49.2369204, 6.9921326 49.2368961, 6.9915838 49.2366623, 6.9914657 49.2365848, 6.9914061 49.236615, 6.9911503 49.2367498, 6.9912336 49.2368475, 6.9911517 49.2368778, 6.9911668 49.2368955))",,,,,,,,,,,,,,,"[6994074641, 1375526287, 1375529290, 10232401263, 1100470102, 1375529279, 1100470030, 10232401269, 1100470160, 6994074643, 5270913725, 6993204828, 6994074640, 6994074639, 6994074641]",,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,744977801,,,"POLYGON ((6.9849092 49.2480651, 6.98505 49.2479302, 6.9849607 49.2478905, 6.985079 49.2477772, 6.983961 49.24728, 6.9838363 49.2473995, 6.9837501 49.2473612, 6.9836158 49.24749, 6.9849092 49.2480651))",,,,,,,,,,,,,Südtribüne,,"[6974016535, 6974016536, 6974016537, 6974016538, 8580947226, 6974016540, 6974016541, 6974016542, 6974016535]",,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,748943244,,,"POLYGON ((6.9994156 49.2326963, 6.9993489 49.2325917, 6.9993692 49.2325854, 6.9995086 49.2326217, 6.9995274 49.2326526, 6.999427 49.2326944, 6.9994156 49.2326963))",,,,,,,,,,,,,,Category:Garage (Saarbrücken),"[7003899338, 7003899337, 1377625491, 1377625490, 833392613, 1411423859, 7003899338]",,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,886733391,,,"POLYGON ((6.9937934 49.236649, 6.9938715 49.2367336, 6.9938219 49.2367787, 6.9937352 49.2367779, 6.993801 49.236715, 6.9937934 49.236649))",,,,,,,,,,,,,,,"[1376441217, 8245385345, 8245385370, 1098431886, 1376441231, 1376441217]",,,,,,,retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,915534703,,,"POLYGON ((7.0049745 49.2376455, 7.004858 49.2376194, 7.0048537 49.2376276, 7.0047856 49.2377574, 7.0049157 49.2377866, 7.0049351 49.2377496, 7.0049788 49.2376692, 7.0049881 49.2376485, 7.0049745 49.2376455))",yes,,,,,fence,,,dimgray,metal,21,Martin-Luther-Straße,TotalEnergies Martin-Luther-Straße,,"[8504197416, 1082194979, 6106554108, 1082195051, 1082194934, 1082194880, 9815588753, 8504197415, 8504197416]",Saarbrücken,66111,,,,,retail,1,,24/7,0,convenience,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,railing
