element_type,osmid,geometry,addr:housenumber,addr:street,addr:city,addr:country,addr:postcode,source,operator,description,note,amenity,historic,addr:suburb,operator:type,wheelchair,nodes,building,building:levels,roof:shape,source:geometry,start_date,roof:levels,source:outline,addr:subdistrict,building:colour,building:use,roof:colour,building:material,roof:material,contact:website,last_renovation,smoking,source_1,website,heritage,heritage:operator,ref:lda,roof:orientation,name,short_name,architect,nohousenumber,wikimedia_commons,heritage:description,source:addr,social_facility,social_facility:for,fixme,building:levels:underground,height,addr:old_housenumber,layer,contact:email,sport,addr:official_housenumber,loc_name,opening_hours,payment:credit_cards,payment:debit_cards,shop,denomination,religion,addr2:housenumber,addr2:street,source:addr:housenumber,roof:height,construction:start_date,construction,construction:building,opening_date,ways,type
way,97827681,"POLYGON ((8.4144464 49.0016154, 8.4146221 49.0016199, 8.4146278 49.0015258, 8.4146322 49.0014516, 8.4144565 49.001447, 8.4144464 49.0016154))",31,Henriette-Obermüller-Straße,,,76137,,,,,,,,,yes,"[1132370623, 1132370565, 8339999411, 1133026166, 1133026059, 1132370623]",residential,5,flat,"Maps4BW, LGL, www.lgl-bw.de",~2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97827682,"POLYGON ((8.4148011 49.0017964, 8.414946 49.0017999, 8.4150967 49.0018029, 8.4151014 49.0017009, 8.4151018 49.0016915, 8.4149676 49.0016889, 8.4149541 49.0016887, 8.4149435 49.0016884, 8.4148072 49.0016858, 8.4148056 49.0017276, 8.4148011 49.0017964))",4,Anna-Lauter-Straße,Karlsruhe,,76137,local_knowledge,,,,,,,,,"[1132370593, 8345202652, 1132370630, 8345202641, 1133026075, 8350489768, 8345202632, 8350489770, 1133026190, 8350252130, 1132370593]",residential,6,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97827689,"POLYGON ((8.4152104 49.0014954, 8.4153897 49.0014991, 8.4153978 49.0013291, 8.4152185 49.0013254, 8.4152104 49.0014954))",10,Anna-Lauter-Straße,Karlsruhe,DE,76137,LA-KA,,,,,,,,,"[1132370631, 1133026340, 1132370586, 1133026047, 1132370631]",residential,6,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97827691,"POLYGON ((8.4152029 49.0016526, 8.415201 49.001692, 8.4151846 49.0016921, 8.4151793 49.0018029, 8.4153739 49.0018088, 8.4153822 49.0016563, 8.4152029 49.0016526))",6,Anna-Lauter-Straße,,,76137,,,,,,,,,,"[1132370543, 1132370568, 1133026093, 1133026083, 1133025971, 1133026266, 1132370543]",residential,6,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97892049,"POLYGON ((8.4144565 49.001447, 8.4146322 49.0014516, 8.4146362 49.0013745, 8.4146421 49.0012858, 8.4144679 49.0012808, 8.4144565 49.001447))",33,Henriette-Obermüller-Straße,Karlsruhe,DE,76137,,,,,,,,,,"[1133026059, 1133026166, 8345202658, 1125472473, 1125472865, 1133026059]",residential,5,flat,"Maps4BW, LGL, www.lgl-bw.de",~2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97892051,"POLYGON ((8.4154742 49.0022901, 8.4156502 49.0023041, 8.4156725 49.0019475, 8.4152009 49.0019348, 8.4151936 49.0020514, 8.4151907 49.0020976, 8.4151901 49.0021082, 8.4152158 49.0021089, 8.4153055 49.0021114, 8.4153664 49.002113, 8.4154003 49.0021139, 8.4154443 49.0021151, 8.4154435 49.0021291, 8.4154842 49.0021302, 8.4154742 49.0022901))",,,,,,,,,,,,,,,"[1125472587, 1125472700, 1133026281, 1133026431, 1133026085, 7093592419, 4301480925, 7093592405, 7093592404, 7093592409, 7093592408, 7093592433, 7093592432, 1133026071, 1125472587]",residential,5,flat,"Maps4BW, LGL, www.lgl-bw.de",2004..2008,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97892076,"POLYGON ((8.414542 49.002219, 8.4145465 49.0021548, 8.4143784 49.0021497, 8.4143745 49.0022062, 8.414542 49.002219))",27a,Henriette-Obermüller-Straße,Karlsruhe,DE,76137,,,,,,,Südstadt,,,"[1133026032, 3523624988, 3523624987, 1126320591, 1133026032]",residential,5,flat,"Maps4BW, LGL, www.lgl-bw.de",~2004,0,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97892132,"POLYGON ((8.4151566 49.0011523, 8.4149473 49.0011461, 8.41494 49.001254, 8.4150093 49.0012561, 8.4150446 49.0012571, 8.4150728 49.0012579, 8.4151492 49.0012601, 8.4151566 49.0011523))",105,Luisenstraße,Karlsruhe,DE,76137,,,,,,,,,,"[1125472776, 1133026367, 1133026222, 8350489760, 8345202655, 8350489755, 1125472833, 1125472776]",residential,5,flat,"Maps4BW, LGL, www.lgl-bw.de",~2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97892198,"POLYGON ((8.4147293 49.0019221, 8.4147233 49.0020176, 8.4147226 49.0020297, 8.414722 49.0020387, 8.4147952 49.0020407, 8.414795 49.0020446, 8.4148689 49.0020466, 8.4148691 49.0020427, 8.4150505 49.0020476, 8.4150503 49.0020515, 8.4151227 49.0020534, 8.415123 49.0020495, 8.4151936 49.0020514, 8.4152009 49.0019348, 8.4147293 49.0019221))",3,Anna-Lauter-Straße,,,76137,,,,,,,,,,"[1133026269, 1133025947, 7093592422, 3523624984, 7093592430, 7093592429, 7093592428, 7093592431, 7093592427, 7093592425, 7093592424, 7093592426, 1133026085, 1133026431, 1133026269]",residential,5,flat,"Maps4BW, LGL, www.lgl-bw.de",2007,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97938244,"POLYGON ((8.4470527 49.0193181, 8.4471567 49.0192807, 8.4471299 49.0192487, 8.4470828 49.0191924, 8.4469788 49.0192299, 8.4470527 49.0193181))",104,Mannheimer Straße,Karlsruhe,DE,76131,LA-KA,,,,,,,,,"[1133550047, 1133550211, 1399789508, 1133550393, 1133550334, 1133550047]",residential,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97938245,"POLYGON ((8.446805 49.0196724, 8.4468322 49.0197067, 8.4468152 49.0197124, 8.4468332 49.0197351, 8.4468501 49.0197293, 8.4468759 49.0197618, 8.4469871 49.0197239, 8.4469513 49.0196787, 8.4469894 49.0196657, 8.4469458 49.0196107, 8.4469077 49.0196237, 8.4469163 49.0196345, 8.4468575 49.0196545, 8.446805 49.0196724))",118,Mannheimer Straße,Karlsruhe,DE,76131,LA-KA,,,,,,,,,"[1133550116, 4170028147, 4170028148, 4170028150, 4170028149, 1133550237, 1133550375, 1133550035, 1133550198, 1133550286, 4170028141, 4170028142, 1401857807, 1133550116]",residential,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97938249,"POLYGON ((8.4476446 49.019281, 8.4475879 49.0192133, 8.4474841 49.0192507, 8.4475407 49.0193184, 8.4475622 49.0193107, 8.4476446 49.019281))",110,Mannheimer Straße,Karlsruhe,DE,76131,LA-KA,,,,,,,,,"[5921515599, 1133550249, 1133550163, 1133550027, 5921515600, 5921515599]",residential,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97938261,"POLYGON ((8.4474841 49.0192507, 8.4475879 49.0192133, 8.4475979 49.0192097, 8.4475274 49.0191253, 8.4474383 49.0191574, 8.4474135 49.0191663, 8.4474841 49.0192507))",108,Mannheimer Straße,Karlsruhe,DE,76131,LA-KA,,,,,,,,,"[1133550163, 1133550249, 5921515598, 1133550051, 1401857715, 1133550113, 1133550163]",residential,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97938262,"POLYGON ((8.4473008 49.0194611, 8.4472617 49.0194144, 8.4472603 49.0194127, 8.4471479 49.0194531, 8.4472267 49.0195472, 8.447339 49.0195068, 8.4473008 49.0194611))",114,Mannheimer Straße,Karlsruhe,DE,76131,LA-KA,,,,,,,,,"[1133550144, 5921515606, 5921515607, 1133550055, 1133550168, 1133550196, 1133550144]",residential,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97938264,"POLYGON ((8.4471126 49.0191204, 8.4471521 49.0191675, 8.4472154 49.0192432, 8.4473233 49.0192043, 8.4472773 49.0191494, 8.4472339 49.0190975, 8.4471764 49.0191182, 8.4471533 49.0190906, 8.4471029 49.0191087, 8.4471126 49.0191204))",106,Mannheimer Straße,Karlsruhe,DE,76131,LA-KA,,,,,,,,,"[1133550289, 1133550301, 1133550126, 1133550191, 5921515597, 1133550240, 1133550382, 1133550321, 1133550264, 1133550289]",residential,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97938265,"POLYGON ((8.4474516 49.0193616, 8.4473482 49.0193988, 8.4473905 49.0194493, 8.4474207 49.0194853, 8.4475241 49.0194481, 8.4474837 49.0193999, 8.4474516 49.0193616))",112,Mannheimer Straße,Karlsruhe,DE,76131,LA-KA,,,,,,,,,"[1133550082, 1133550284, 1401857747, 1133550342, 1133550281, 1401857744, 1133550082]",residential,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97938268,"POLYGON ((8.4467693 49.0194207, 8.4466852 49.0193202, 8.4466377 49.0193373, 8.4465782 49.0193587, 8.4466484 49.0194427, 8.4466795 49.0194315, 8.4466933 49.019448, 8.4467693 49.0194207))",100,Mannheimer Straße,Karlsruhe,DE,76131,LA-KA,,,,,,,,,"[1133550123, 1133550185, 1399789510, 1133550389, 5921515587, 1133550073, 5921515586, 1133550123]",residential,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97938269,"POLYGON ((8.447078 49.0194849, 8.4470154 49.0195072, 8.4470102 49.0195009, 8.4469593 49.019519, 8.4470518 49.0196309, 8.4471057 49.0196117, 8.4471321 49.0196436, 8.4471674 49.019631, 8.4471602 49.0196224, 8.4471888 49.0196122, 8.4471705 49.0195901, 8.4471504 49.0195658, 8.4471461 49.0195673, 8.447078 49.0194849))",116,Mannheimer Straße,Karlsruhe,DE,76131,,,,,,,,,,"[1133550043, 5921515610, 5921515611, 1133550208, 1133550151, 1133550268, 1133550293, 5921515608, 5921515609, 1133550234, 1401857784, 7112717323, 7112717324, 1133550043]",residential,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97938271,"POLYGON ((8.4468536 49.0193899, 8.4469582 49.0193515, 8.4468892 49.0192707, 8.4468855 49.0192721, 8.4468457 49.0192867, 8.446837 49.0192764, 8.4467813 49.0192968, 8.4467901 49.0193071, 8.4467846 49.0193091, 8.4468536 49.0193899))",102,Mannheimer Straße,Karlsruhe,DE,76131,,,,,,,,,,"[1133550103, 1133550159, 1133550111, 5921515585, 5921515594, 5921515593, 1133550149, 6089912359, 6089912358, 1133550103]",residential,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97941345,"POLYGON ((8.4129363 49.0028245, 8.4128438 49.0028208, 8.4128414 49.0028591, 8.4127674 49.0028595, 8.4127693 49.0028783, 8.4127737 49.0029658, 8.4129131 49.0029612, 8.4129295 49.0029493, 8.4129363 49.0028245))",32,Wielandtstraße,Karlsruhe,DE,,LA-KA,,,,,,,,,"[1133599377, 1133598580, 1133600064, 1133598826, 1133599089, 1133599107, 1133599267, 1133599207, 1133599377]",residential,4,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97941363,"POLYGON ((8.4110972 48.9994573, 8.4109426 48.9994508, 8.4109316 48.999564, 8.4110862 48.9995705, 8.4111854 48.9995746, 8.4111949 48.9994778, 8.4112057 48.9994782, 8.4112071 48.9994642, 8.4111962 48.9994637, 8.411201 48.9994149, 8.4111017 48.9994108, 8.4110972 48.9994573))",31,Rüppurrer Straße,Karlsruhe,DE,76137,,,,,,,Südstadt,,,"[1133599835, 1133598869, 1133599437, 3547526590, 1133600094, 3547526587, 3547526588, 3547526586, 1133598718, 1133600217, 1133598553, 1133599835]",residential,4,pyramidal,"Maps4BW, LGL, www.lgl-bw.de",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,97941469,"POLYGON ((8.4109319 49.0017055, 8.4110597 49.001709, 8.411066 49.0016091, 8.4109382 49.0016056, 8.4107698 49.001601, 8.4107609 49.0017396, 8.4109294 49.0017442, 8.4109319 49.0017055))",21,Rüppurrer Straße,Karlsruhe,,76137,LA-KA,Haus- & Grundstücksvermittlung Reiser & Häge GbR,,,,,,,,"[1133598949, 1133598511, 1133599816, 3277019933, 262096175, 1133598571, 1133599880, 1133598949]",residential,6,hipped,,1960,,,,,,,,,http://www.immopoint-karlsruhe.de/,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98307693,"POLYGON ((8.3932121 49.0037382, 8.3932092 49.0037083, 8.3932249 49.0037076, 8.3932219 49.0036764, 8.3932061 49.003677, 8.3932019 49.0036352, 8.3930226 49.0036428, 8.3930268 49.0036856, 8.3929707 49.003688, 8.3929767 49.0037482, 8.393012 49.0037467, 8.3932121 49.0037382))",8,Redtenbacherstraße,Karlsruhe,DE,76133,,,,,,,,,,"[1048916949, 7093758815, 7093758813, 7093758814, 7093758816, 1137449579, 1137449577, 1137449588, 1137449578, 1137449574, 1048916608, 1048916949]",residential,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98307694,"POLYGON ((8.3929699 49.0031172, 8.3929796 49.0032153, 8.3929994 49.0032144, 8.3930015 49.0032359, 8.3931584 49.0032292, 8.3931542 49.003187, 8.3931669 49.0031864, 8.3931636 49.0031527, 8.3931695 49.0031525, 8.3931652 49.0031089, 8.3929699 49.0031172))",18,Redtenbacherstraße,Karlsruhe,DE,76133,,,,,,,,,,"[1137449573, 7093758804, 7093758805, 1048916628, 1048916555, 7093758793, 7093758796, 7093758795, 7093758794, 1137449575, 1137449573]",residential,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98307697,"POLYGON ((8.3929841 49.0029959, 8.3929778 49.0029962, 8.3929799 49.0030172, 8.3929601 49.003018, 8.3929699 49.0031172, 8.3931652 49.0031089, 8.3931607 49.0030636, 8.3931548 49.0030639, 8.3931516 49.0030316, 8.3931389 49.0030321, 8.3931346 49.0029895, 8.3929841 49.0029959))",20,Redtenbacherstraße,Karlsruhe,DE,76133,,,,,,,,,,"[1048916762, 7093758799, 7093758798, 7093758797, 1137449573, 1137449575, 7093758800, 7093758801, 7093758802, 7093758803, 1048916864, 1048916762]",residential,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98504502,"POLYGON ((8.4136141 49.0035901, 8.413693 49.0037998, 8.4136428 49.0038079, 8.4134996 49.0038311, 8.4134529 49.0038386, 8.4133893 49.0036697, 8.4133997 49.003668, 8.4133843 49.0036273, 8.4136141 49.0035901))",6,Elisabeth-Großwendt-Straße,Karlsruhe,DE,76137,,,,,,,,,,"[1139556733, 3316846697, 1139556144, 1139556690, 1139556316, 3316846696, 3316846695, 1139556496, 1139556733]",residential,6,,"Maps4BW, LGL, www.lgl-bw.de",~2006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,98504504,"POLYGON ((8.4135285 49.0040429, 8.4135495 49.0040395, 8.4135591 49.0040651, 8.4135809 49.0040616, 8.4137297 49.0040375, 8.4137448 49.0040351, 8.4137351 49.0040095, 8.4137672 49.0040043, 8.4137338 49.0039156, 8.4137018 49.0039208, 8.4136918 49.0038943, 8.4136763 49.0038968, 8.4136428 49.0038079, 8.4134996 49.0038311, 8.4135331 49.00392, 8.4135061 49.0039243, 8.4135161 49.0039508, 8.4134951 49.0039542, 8.4135285 49.0040429))",4,Elisabeth-Großwendt-Straße,Karlsruhe,DE,76137,,,,,,,,,,"[1139556451, 6179799575, 6179799576, 1139556758, 1154965046, 6179799574, 6179799573, 6179799571, 6179799570, 6179799572, 6179799566, 6179799567, 1139556144, 1139556690, 1139556332, 6179799569, 6179799568, 1139556299, 1139556451]",residential,6,flat,"Maps4BW, LGL, www.lgl-bw.de",2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99023902,"POLYGON ((8.4673298 48.9575075, 8.4674402 48.9575866, 8.467543 48.9575255, 8.4674384 48.957448, 8.4673298 48.9575075))",47,Am Wetterbach,Karlsruhe,DE,76228,LA-KA,,IT-Schulungen,,,,Grünwettersbach,,,"[1145579936, 1145579978, 1145579894, 1145579866, 1145579936]",residential,,,,,,,,,,,,,,,outside,http://www.mayer-it-solutions.de/images/logo.png,www.mayer-it-solutions.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99064644,"POLYGON ((8.3941491 49.0002192, 8.3941611 49.0003633, 8.3943533 49.0003572, 8.3943515 49.0003228, 8.3943304 49.0003108, 8.3943279 49.0002719, 8.3943105 49.0002662, 8.3943064 49.0002134, 8.3941491 49.0002192))",71,Karlstraße,Karlsruhe,DE,76137,,,,,,,,,,"[1146091940, 1146091891, 1146091615, 1323513530, 1323513600, 1323513794, 1323513491, 1146091674, 1146091940]",residential,4,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99161099,"POLYGON ((8.4056226 49.0035564, 8.4056172 49.0036441, 8.4057741 49.0036483, 8.4057748 49.0036374, 8.4057892 49.0036377, 8.40579 49.0036256, 8.4057755 49.0036252, 8.405778 49.0035857, 8.4058473 49.0035875, 8.4058488 49.0035625, 8.4056226 49.0035564))",3,Wilhelmstraße,Karlsruhe,DE,76137,,,,,,,Südstadt,,,"[1149344324, 1149343507, 1149343137, 6551052700, 6551052699, 6551052698, 6551052701, 1147007714, 6551052706, 1147008114, 1149344324]",residential,3,,"Maps4BW, LGL, www.lgl-bw.de",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99161188,"POLYGON ((8.4056283 49.003466, 8.4056226 49.0035564, 8.4058488 49.0035625, 8.4058511 49.0035253, 8.4058097 49.0035242, 8.4058084 49.0035451, 8.4057677 49.003544, 8.4057704 49.0035006, 8.4057818 49.0035009, 8.4057827 49.0034871, 8.4057713 49.0034868, 8.4057723 49.0034699, 8.4056283 49.003466))",5,Wilhelmstraße,Karlsruhe,DE,76137,,,,,,,Südstadt,,,"[1147007118, 1149344324, 1147008114, 6551052702, 6551052703, 6551052704, 6551052705, 6551052707, 6551052708, 6551052709, 6551052710, 1147007571, 1147007118]",residential,3,,"Maps4BW, LGL, www.lgl-bw.de",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99161226,"POLYGON ((8.4056334 49.0033847, 8.4056283 49.003466, 8.4057723 49.0034699, 8.4057732 49.0034561, 8.4057873 49.0034565, 8.40579 49.0034122, 8.405868 49.0034143, 8.4058653 49.0034586, 8.4059142 49.0034599, 8.4059184 49.0033923, 8.4059047 49.003392, 8.4057661 49.0033882, 8.4056801 49.0033859, 8.4056334 49.0033847))",7,Wilhelmstraße,Karlsruhe,DE,76137,,,,,,,Südstadt,,,"[1149343965, 1147007118, 1147007571, 6551052712, 6551052711, 1147006614, 6551052713, 6551052714, 6551052715, 6551052716, 1149343526, 1147008265, 1163232538, 1149343965]",residential,3,,"Maps4BW, LGL, www.lgl-bw.de",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99161303,"POLYGON ((8.4057774 49.0032072, 8.4056914 49.0032049, 8.4056858 49.0032954, 8.4056801 49.0033859, 8.4057661 49.0033882, 8.4057694 49.0033355, 8.4057774 49.0032072))",9,Wilhelmstraße,Karlsruhe,DE,76137,,Stadtwerke Karlsruhe GmbH,Ehemalige Wohnungen der Umspannmeister,,,,Südstadt,,,"[1149343394, 1149344192, 7192943763, 1163232538, 1147008265, 7192943753, 1149343394]",residential,3,gabled,"Maps4BW, LGL, www.lgl-bw.de",1927,1,,,,,,plaster,roof_tiles,,,,,,4,lda,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99161411,"POLYGON ((8.4056553 49.0030312, 8.4056515 49.0030923, 8.4056505 49.0031076, 8.4056974 49.0031089, 8.4058079 49.0031119, 8.4058087 49.0030985, 8.4058258 49.003099, 8.4058266 49.0030866, 8.4058095 49.0030862, 8.4058126 49.0030355, 8.4056553 49.0030312))",11,Wilhelmstraße,,DE,76137,,,,,,,Südstadt,,,"[1149343906, 7192943762, 1147008344, 6551052697, 1149344019, 6551052729, 6551052728, 6551052727, 6551052726, 1149344387, 1149343906]",residential,2,gabled,"Maps4BW, LGL, www.lgl-bw.de",,2,,,,,,plaster,roof_tiles,,,,,,,,,across,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99999382,"POLYGON ((8.4443791 49.014197, 8.4445232 49.0141651, 8.4444685 49.0140783, 8.444324 49.0141084, 8.4443317 49.0141207, 8.4443791 49.014197))",60,Ernststraße,Karlsruhe,DE,76131,,,,,,,,,,"[1156211542, 1156211606, 1156211445, 1156211510, 8044840686, 1156211542]",residential,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,99999407,"POLYGON ((8.4444685 49.0140783, 8.4443948 49.0139612, 8.4443698 49.0139663, 8.4442506 49.0139905, 8.4443146 49.0140933, 8.444324 49.0141084, 8.4444685 49.0140783))",58,Ernststraße,Karlsruhe,DE,76131,,,,,,,,,,"[1156211445, 1156211559, 1156211497, 1156211546, 8044840688, 1156211510, 1156211445]",residential,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100050472,"POLYGON ((8.4085904 49.0041519, 8.4087009 49.0041624, 8.4087243 49.0040523, 8.4086136 49.0040422, 8.4085107 49.0040328, 8.4084875 49.0041421, 8.4085904 49.0041519))",42,Baumeisterstraße,Karlsruhe,DE,76137,LA-KA,,,,,,,,,"[1154967240, 1154966162, 1154966367, 1154965535, 1154965324, 1154965217, 1154967240]",residential,4,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100050500,"POLYGON ((8.4138298 49.0042627, 8.4136645 49.0043124, 8.4136558 49.0042891, 8.413623 49.0042944, 8.4135799 49.0041798, 8.4136009 49.0041764, 8.4135903 49.0041481, 8.4136121 49.0041446, 8.4135809 49.0040616, 8.4137297 49.0040375, 8.4137442 49.0040762, 8.4137284 49.0040788, 8.4137379 49.004104, 8.4137537 49.0041014, 8.4137609 49.0041205, 8.413776 49.0041181, 8.4137866 49.0041463, 8.4138187 49.0041411, 8.4138511 49.0042274, 8.4138185 49.0042327, 8.4138298 49.0042627))",2,Elisabeth-Großwendt-Straße,Karlsruhe,DE,76137,,,,,,,,,,"[1139556369, 1139556198, 6179799577, 6179799578, 6179799579, 6179799580, 1139556596, 1139556589, 1139556758, 1154965046, 6179799583, 6179799582, 6179799581, 6179799584, 6179804585, 6179804586, 6179804587, 6179804588, 6179804589, 6179804590, 1139556369]",residential,6,flat,"Maps4BW, LGL, www.lgl-bw.de",2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,101065499,"POLYGON ((8.4037454 49.0015131, 8.4037558 49.0015885, 8.4037789 49.0017557, 8.4037851 49.0018009, 8.4038618 49.0017972, 8.4038486 49.0016649, 8.4038332 49.001667, 8.4038086 49.0015134, 8.4037454 49.0015131))",,,,,,LA-KA,,,,,,,,,"[1166990468, 10923884176, 10923884177, 1166990560, 1166990613, 1166990063, 1166990657, 1166990413, 1166990468]",residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,101065571,"POLYGON ((8.404813 49.0003906, 8.4049588 49.0003947, 8.4049611 49.0003584, 8.4049763 49.0003589, 8.4049799 49.0003037, 8.4048058 49.0002988, 8.4048023 49.000354, 8.4048153 49.0003544, 8.404813 49.0003906))",2f,Luisenstraße,Karlsruhe,DE,76137,LA-KA,,,,,,,,,"[1166990464, 1166990060, 1166990655, 1166990178, 1166990521, 1166989825, 1166989746, 1166990411, 1166990464]",residential,4,gabled,,1996,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,101272852,"POLYGON ((8.4426543 49.0123012, 8.442746 49.0123659, 8.4428656 49.0123092, 8.4428168 49.012274, 8.4427679 49.0122386, 8.4426543 49.0123012))",20,Ernststraße,Karlsruhe,DE,76131,,,,,,,,,,"[1130755932, 1168944277, 1168944115, 1392349812, 1130755884, 1130755932]",residential,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,101272856,"POLYGON ((8.4428656 49.0123092, 8.442746 49.0123659, 8.4428473 49.0124365, 8.4429647 49.0123864, 8.442971 49.0123838, 8.4429411 49.0123616, 8.4429554 49.0123533, 8.4429092 49.0123191, 8.4428923 49.0123289, 8.4428656 49.0123092))",22,Ernststraße,Karlsruhe,DE,76131,,,,,,,,,,"[1168944115, 1168944277, 1168944234, 1392349823, 8044840721, 8044840720, 8044840717, 8044840718, 8044840719, 1168944115]",residential,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,101272857,"POLYGON ((8.4430675 49.0124611, 8.4429558 49.0125122, 8.4430485 49.0125804, 8.4431675 49.0125322, 8.4431378 49.0124995, 8.4431373 49.0124872, 8.4431155 49.0124797, 8.4430982 49.0124834, 8.4430675 49.0124611))",26,Ernststraße,Karlsruhe,DE,76131,,,,,,,,,,"[1168944313, 1168944175, 1168944308, 1168944162, 4028259598, 8044840730, 8044840729, 8044840731, 1168944313]",residential,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
