element_type,osmid,geometry,name,wheelchair,amenity,check_date,operator,ref,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,note,wheelchair:description,fixme,man_made,surveillance,description,brand,opening_hours,parking,nodes,building,building:levels,owner,roof:levels,source:geometry,start_date,building:use,disused:leisure,old_name,roof:shape,brand:wikidata,brand:wikipedia,building:facade:material,check_date:opening_hours,height,shop,source:outline,addr:housename,architect,heritage,office,seamark:building:function,seamark:name,seamark:type,nohousenumber,disused:amenity,indoor_seating,outdoor_seating,takeaway,source,fast_food,roof:material,roof:orientation,building:material,roof:height,last_renovation,building:colour,contact:email,contact:fax,contact:phone,contact:website,payment:cash,payment:girocard,payment:maestro,repair,second_hand,roof:colour,phone,website,lastcheck,addr:source,smoking,email,fax,source:addr,loc_name,heritage:operator,ref:lda,layer,location,historic,access:parking,alt_name,short_name,start_date:description,wikidata,craft,noaddress,healthcare,construction:start_date,disused:building,addr:subdistrict,cuisine,toilets:wheelchair,automated,self_service,diet:vegan,diet:vegetarian,drive_through,internet_access,internet_access:fee,old_operator,ref:note,source:height,operator:type,generator:output:electricity,generator:source,building:min_level,disused:name,contact:mobile,min_height,source:min_height,disused:shop,brewery,min_age,opening_hours:signed,payment:credit_cards,payment:debit_cards,roof:direction,construction,opening_date,ways,type
way,131930313,"POLYGON ((8.3838073 49.0569365, 8.3837135 49.0568557, 8.3834956 49.0569664, 8.3832864 49.0570697, 8.3833794 49.0571498, 8.3838073 49.0569365))",Konanz GmbH,,,,,,Karlsruhe,DE,11 B,76149,Grabener Straße,,,,,,,,,,,"[1451329411, 1451329392, 1451329423, 1451329442, 1451329453, 1451329411]",commercial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,131930398,"POLYGON ((8.3816635 49.0574883, 8.3817562 49.0574906, 8.3817587 49.0574455, 8.3819168 49.0574494, 8.3819158 49.0574667, 8.3820102 49.057469, 8.3820019 49.0576131, 8.3816568 49.0576047, 8.3816635 49.0574883))",Blickle & Scherer Kommunikationstechnik,,,,,,Karlsruhe,DE,8,76149,Gewerbering,,,,,,,,,,,"[1451329631, 1451329640, 1451329596, 1451329606, 1451329611, 1451329612, 1451329715, 1451329712, 1451329631]",commercial,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132344564,"POLYGON ((8.3940257 49.0405861, 8.3939508 49.0405432, 8.3941051 49.0404273, 8.39418 49.0404702, 8.3940257 49.0405861))",,,,,,,,,,,,,,,,,,,,,,"[1456027402, 1456027353, 1456027233, 1456027287, 1456027402]",commercial,1,,0,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132344577,"POLYGON ((8.394167 49.040667, 8.3941632 49.0406698, 8.394173 49.0406755, 8.3940785 49.0407465, 8.3940384 49.0407235, 8.3940159 49.0407404, 8.3939836 49.0407219, 8.394079 49.0406503, 8.3941044 49.0406311, 8.394167 49.040667))",,,,,,,,,,,,,,,,,,,,,,"[1456027455, 3935624623, 3935624624, 1456027491, 3935624625, 3935624626, 1456027471, 3935624622, 1456027430, 1456027455]",commercial,1,,0,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132344590,"POLYGON ((8.3940257 49.0405861, 8.39418 49.0404702, 8.3943214 49.0405511, 8.394167 49.040667, 8.3941044 49.0406311, 8.394079 49.0406503, 8.3940435 49.0406299, 8.3940689 49.0406108, 8.3940257 49.0405861))",,,,,,,Karlsruhe,DE,108,76149,Linkenheimer Landstraße,,,,,,,,,,,"[1456027402, 1456027287, 1456027365, 1456027455, 1456027430, 3935624622, 3935624621, 3935624620, 1456027402]",commercial,1,,0,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,133130258,"POLYGON ((8.435858 49.0359347, 8.4359135 49.0359264, 8.4358936 49.0358693, 8.436092 49.0358396, 8.4361232 49.035929, 8.4361994 49.0359176, 8.436215 49.0359624, 8.4361859 49.0359668, 8.4362016 49.0360121, 8.4359007 49.0360571, 8.435858 49.0359347))",,,,,,,Karlsruhe,DE,23a,76139,Schneidemühler Straße,Waldstadt,,,,,,,,,,"[1464813727, 1464813760, 1464813729, 1464813752, 1464813749, 1464813747, 1464813738, 1464813753, 1464813759, 1464813731, 1464813727]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,134631674,"POLYGON ((8.424421 49.0122779, 8.4246446 49.0122839, 8.424653 49.0121497, 8.4246746 49.0121503, 8.424678 49.0120969, 8.4246652 49.0120966, 8.4246523 49.0120962, 8.4246547 49.0120589, 8.4244218 49.0119655, 8.4243855 49.0119756, 8.4243764 49.0121196, 8.4244296 49.0121417, 8.424421 49.0122779))",,,,,FZI Forschungszentrum Informatik,,Karlsruhe,DE,5a,76131,Haid-und-Neu-Straße,,,,,,,Ehemaliges Magazingebäude von Haid und Neu,,,,"[3559037207, 1480157101, 3559037198, 1281824038, 3559037192, 3559037191, 3559037190, 1480157095, 1480008067, 1480008068, 1480157097, 3559037197, 3559037207]",commercial,2,,0,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,134631785,"POLYGON ((8.4254305 49.0125167, 8.4254302 49.0125228, 8.4254295 49.0125387, 8.4254263 49.0126123, 8.4253993 49.0132312, 8.4253971 49.0132826, 8.4253956 49.0133162, 8.4253097 49.013306, 8.4252883 49.0133035, 8.425181 49.0132908, 8.4251825 49.0132549, 8.4251938 49.0129975, 8.4251409 49.0129965, 8.4251425 49.0129589, 8.4251442 49.0129213, 8.4251971 49.0129223, 8.4252121 49.0125781, 8.4251681 49.0125773, 8.4251707 49.0125197, 8.4252146 49.0125205, 8.4252159 49.0124919, 8.425218 49.0124437, 8.425148 49.0124164, 8.4252415 49.0123133, 8.4254925 49.0124112, 8.4258582 49.0125538, 8.4258822 49.0125273, 8.4259534 49.012555, 8.4260245 49.0125828, 8.4260005 49.0126093, 8.4264825 49.0127972, 8.4264028 49.0128851, 8.4264328 49.0128968, 8.4264069 49.0129254, 8.4263809 49.012954, 8.4262758 49.012913, 8.4262834 49.0129046, 8.4258767 49.0127459, 8.4257483 49.0126958, 8.4257036 49.0126784, 8.4256611 49.0126618, 8.4255965 49.0126367, 8.4256335 49.0125959, 8.4255783 49.0125744, 8.4254305 49.0125167))",,,,,Technologiefabrik Karlsruhe,07.21,Karlsruhe,DE,7,76131,Haid-und-Neu-Straße,,,,,,,,,,,"[1480157112, 4626756695, 4626756715, 4626756714, 4626756719, 579630500, 1480157149, 4626756717, 579630503, 1480157147, 579630506, 579630488, 579630498, 579630495, 579630493, 579630490, 579630464, 579630474, 579630472, 579630470, 579630467, 521270152, 1480157107, 1480157102, 4560460541, 579630477, 579630486, 579630479, 579630482, 579630484, 293738090, 579630516, 579630522, 579630519, 293738309, 579630513, 579630511, 4626756698, 4626756696, 579630461, 4626756699, 579630456, 579630458, 579630453, 1480157112]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",1883,,,Schreinereibau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://technologiefabrik-ka.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nähmaschinenfabrik Haid & Neu,KIT ref,,,,,,,,,,,,,,,,,,,,
way,134765967,"POLYGON ((8.4401654 49.0031689, 8.4406187 49.003177, 8.4406234 49.003063, 8.4402819 49.0030569, 8.4401702 49.0030549, 8.4401654 49.0031689))",,,,,,,,,,,,,,,,,,,,,,"[1481170456, 1481170461, 1481170426, 2590024392, 1481170422, 1481170456]",commercial,2,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135512822,"POLYGON ((8.4004554 49.0194041, 8.4005205 49.0193087, 8.4012753 49.0195301, 8.4012102 49.0196256, 8.4008592 49.0195226, 8.4008187 49.0195107, 8.4004554 49.0194041))",,,,,,,Karlsruhe,DE,8,76131,Ahaweg,,,,,,,,,,,"[1488361108, 1488361054, 1488361044, 1488361035, 1488361162, 1488361192, 1488361108]",commercial,2,,1,"Maps4BW, LGL, www.lgl-bw.de",1894,,,,half-hipped,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,yes,,,,,,,,,,,,,,sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135512833,"POLYGON ((8.4007636 49.0195914, 8.4008187 49.0195107, 8.4008592 49.0195226, 8.4008042 49.0196033, 8.4007636 49.0195914))",,,,,,,,,,,,,,,,,,,,,,"[1488361147, 1488361192, 1488361162, 1488361141, 1488361147]",commercial,1,,,,,,,,round,,,,,,,,,,,,,,,yes,,,,,,,,,sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135512840,"POLYGON ((8.4003994 49.0194845, 8.4007636 49.0195914, 8.4008042 49.0196033, 8.4011583 49.0197071, 8.4010912 49.0198056, 8.4003323 49.019583, 8.4003948 49.0194913, 8.4003994 49.0194845))",,,,,,,,,9,,Kurze Allee,,,,,,,,,,,"[1488361085, 1488361147, 1488361141, 1488361207, 1488361092, 1488361197, 1488361165, 1488361085]",commercial,2,,1,"Maps4BW, LGL, www.lgl-bw.de",1894,,,,half-hipped,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,yes,,,,,,,,,,,,,,sandstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135512845,"POLYGON ((8.4013006 49.0179531, 8.4014603 49.0179978, 8.4015232 49.017901, 8.4013635 49.0178564, 8.4013006 49.0179531))",,,,,,,,,4,,Ahaweg,,,,,,,,,,,"[1488361145, 1488361184, 1488361091, 1488361172, 1488361145]",commercial,2,,,,,,,,flat,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136030240,"POLYGON ((8.4320997 49.0334347, 8.4321733 49.0334042, 8.4321768 49.0334078, 8.4322221 49.0334548, 8.432282 49.033517, 8.4321957 49.0335528, 8.4321219 49.0334763, 8.4321347 49.033471, 8.4320997 49.0334347))",,,,,Stadtwerke Karlsruhe Netzservice GmbH,,Karlsruhe,DE,5,76139,Königsberger Straße,Waldstadt,,,,,,,,,,"[1492835712, 1492835703, 5963738921, 5963738922, 1492835696, 1492835642, 5963738927, 5963738928, 1492835712]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",~1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137709489,"POLYGON ((8.3875936 49.0320796, 8.3875642 49.0320827, 8.3875596 49.0320633, 8.3873066 49.0320895, 8.3873355 49.0322097, 8.3873763 49.0322055, 8.3873819 49.0322286, 8.3875748 49.0322086, 8.3876234 49.0322037, 8.3875936 49.0320796))",Hellas Salute,yes,restaurant,,,,Karlsruhe,DE,1,76149,Am Wald,,,"eigentliches Restaurant rollstuhlgerecht, WC ist im Keller (Treppe!)",,,,,,"Mo,We-Sa 12:00-14:30,17:00-22:00; Su 12:00-21:00; Tu off",,"[1510168746, 1510168747, 1510168745, 1510168748, 1510168761, 1510168752, 1510168763, 1510168754, 1510168750, 1510168746]",commercial,3,,,,,,,,gabled,,,,2023-04-01,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,+49 721 75099950,,,,,,,brown,,http://www.hellas-salute.de/karlsruhe/,,,,,,,,,,,,,,,,,,,,,,,,italian;greek,yes,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,138619487,"POLYGON ((8.469167 49.0216059, 8.4688348 49.0217303, 8.4688267 49.0217197, 8.4687154 49.0217637, 8.4688434 49.0219075, 8.4688314 49.0219121, 8.4688115 49.0219341, 8.4688175 49.0219443, 8.4688374 49.0219519, 8.4688376 49.0219617, 8.4688228 49.0219689, 8.4688177 49.0219825, 8.4688271 49.0219929, 8.4688482 49.0219967, 8.469345 49.0218113, 8.469167 49.0216059))",feco Forum,,,,feco-feederle GmbH,,Karlsruhe,DE,22,76139,Am Storrenacker,Hagsfeld,,,,,,,,,,"[1519991947, 1519991945, 1519991930, 1519991997, 1519991907, 1519991959, 1519991952, 1519991950, 1519991948, 1519991995, 1519991974, 1519991973, 1519991992, 1519991990, 1110246310, 1519991947]",commercial,,,,,2007-06-29,,,,,,,,,,furniture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,142144568,"POLYGON ((8.394663 49.0306602, 8.3946603 49.0306752, 8.3946187 49.0309126, 8.3946988 49.0309186, 8.3946981 49.0309229, 8.3947727 49.0309286, 8.3947735 49.0309242, 8.3948832 49.0309325, 8.3949238 49.0307011, 8.3949345 49.0307019, 8.3949724 49.0304859, 8.3948474 49.0304764, 8.3948463 49.0304828, 8.3946961 49.0304715, 8.3946848 49.0305358, 8.394633 49.0305319, 8.3946178 49.0305668, 8.3945824 49.0306482, 8.3946254 49.0306562, 8.3946266 49.0306534, 8.394663 49.0306602))",,,,,,,Karlsruhe,DE,4,76149,Ohiostraße,,,,,,,,,,,"[1555767465, 5808732667, 1555767466, 5808732666, 5808732663, 5808732664, 5808732665, 1555767467, 5808111555, 5808111551, 1555767436, 5808111552, 5808111554, 1555767435, 1555767460, 1555767458, 5808732660, 1555767463, 5808732669, 5808732668, 1555767465]",commercial,2,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148381489,"POLYGON ((8.3854259 49.0003756, 8.3854116 49.0003685, 8.3853972 49.0003599, 8.3853842 49.0003504, 8.3853719 49.0003395, 8.3853599 49.0003258, 8.3853495 49.0003093, 8.385343 49.0002932, 8.3853397 49.0002778, 8.3853392 49.0002728, 8.3853391 49.0002651, 8.3853401 49.0002543, 8.385343 49.0002418, 8.3853508 49.0002235, 8.3853579 49.0002121, 8.3853685 49.0001993, 8.3853847 49.0001844, 8.3853999 49.0001736, 8.3854123 49.0001664, 8.3854254 49.0001599, 8.3854434 49.0001527, 8.3854673 49.0001455, 8.3854917 49.0001405, 8.3855064 49.0001386, 8.3855231 49.0001373, 8.3855368 49.0001369, 8.385552 49.0001372, 8.385573 49.0001389, 8.3855898 49.0001413, 8.3856088 49.0001454, 8.3856285 49.000151, 8.3856487 49.0001588, 8.3856678 49.0001682, 8.3856824 49.0001773, 8.3856946 49.0001865, 8.385706 49.000197, 8.3857161 49.0002086, 8.3857247 49.0002215, 8.3857289 49.0002294, 8.3857322 49.0002375, 8.3857356 49.0002493, 8.3857373 49.0002612, 8.3857374 49.0002734, 8.3857361 49.0002834, 8.3857339 49.0002926, 8.3857304 49.0003023, 8.3857245 49.0003142, 8.3857195 49.0003221, 8.3857121 49.0003315, 8.3857038 49.0003404, 8.3856919 49.0003509, 8.3856818 49.0003583, 8.3856665 49.0003677, 8.3856508 49.0003755, 8.3856357 49.0003817, 8.3856229 49.000386, 8.3856105 49.0003895, 8.3856025 49.0003914, 8.3855909 49.0003937, 8.3855716 49.0003965, 8.3855602 49.0003975, 8.3855273 49.0003981, 8.3854997 49.0003958, 8.3854701 49.0003904, 8.3854422 49.0003821, 8.3854259 49.0003756))",,,restaurant,,,,,,,,,,,,,,,,,,,"[1614904369, 1614904355, 1614904349, 1614904321, 1614904314, 1614904310, 1614904301, 1614904289, 1614904251, 1614904240, 1614904235, 1614904230, 1614904213, 1614904202, 1614904192, 1614904183, 1614904165, 1614904156, 1614904143, 1614904126, 1614904121, 1614904115, 1614904106, 1614904103, 1614904089, 1614904084, 1614904087, 1614904105, 1614904107, 1614904113, 1614904119, 1614904124, 1614904144, 1614904162, 1614904168, 1614904181, 1614904186, 1614904200, 1614904205, 1614904208, 1614904216, 1614904232, 1614904245, 1614904260, 1614904284, 1614904297, 1614904306, 1614904308, 1614904312, 1614904318, 1614904345, 1614904348, 1614904353, 1614904365, 1614904373, 1614904382, 1614904403, 1614904412, 1614904417, 1614904433, 1614904438, 1614904442, 1614904431, 1614904404, 1614904376, 1614904369]",commercial,,,,,,,,,flat,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinese,,,,,,,,,,,laser measurement triangulation,,,,,,,,,,,,,,,,,,,
way,150192981,"POLYGON ((8.5138349 48.9582648, 8.5137194 48.9582149, 8.5137321 48.9582022, 8.5136652 48.9581733, 8.5139967 48.9578429, 8.5141791 48.9579219, 8.5138349 48.9582648))",LEITWERK AG,yes,,,,,Karlsruhe,DE,77,76228,Kleinsteinbacher Straße,Stupferich,,,,,,,,,,"[1631274659, 1631274657, 1631274648, 1631274647, 1631274645, 1631274646, 1631274659]",commercial,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 721 915292-0,http://www.leitwerk.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150788808,"POLYGON ((8.4956486 49.0039555, 8.4956106 49.0038811, 8.4958149 49.0038362, 8.4958529 49.0039106, 8.4956486 49.0039555))",,,,,,,,,,,,,,,,,,,,,,"[1636658263, 1636658261, 1636658260, 1636658262, 1636658263]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151147615,"POLYGON ((8.4954253 49.0239808, 8.4955656 49.0240256, 8.4955877 49.0240327, 8.4957871 49.0237642, 8.4956247 49.0237123, 8.4955927 49.0237554, 8.4954253 49.0239808))",,,,,,,,,,,,,,,,,,,,,,"[1639721576, 1639721586, 1639721589, 1639721512, 1639721493, 1639721501, 1639721576]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151147616,"POLYGON ((8.4954253 49.0239808, 8.4955927 49.0237554, 8.4954827 49.0237203, 8.4952867 49.0239842, 8.495371 49.0240112, 8.4953996 49.0239726, 8.4954253 49.0239808))",,,,,,,,,,,,,,,,,,,,,,"[1639721576, 1639721501, 1639721484, 1639721571, 1639721578, 1639721573, 1639721576]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151147619,"POLYGON ((8.4951415 49.0243201, 8.4949959 49.0245161, 8.4951618 49.0245691, 8.4955656 49.0240256, 8.4954253 49.0239808, 8.4953996 49.0239726, 8.495371 49.0240112, 8.4951415 49.0243201))",,,,,,,Karlsruhe,DE,9,76229,Am Viehweg,Grötzingen,,,,,,,,,,"[1639721630, 1639721639, 1639721641, 1639721586, 1639721576, 1639721573, 1639721578, 1639721630]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA-KA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,152080268,"POLYGON ((8.4751597 49.0259169, 8.4750866 49.0259493, 8.4752037 49.0260627, 8.4752767 49.0260303, 8.475282 49.0260354, 8.4759025 49.0257599, 8.4756756 49.0255402, 8.4750551 49.0258156, 8.4751597 49.0259169))",,,,,,,,,,,,,,,,,,,,,,"[1649117223, 1649117238, 1110235479, 1649117256, 6551377377, 1649117197, 1649117154, 1649117213, 1649117223]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,152080314,"POLYGON ((8.474721 49.0246401, 8.4747367 49.024633, 8.4752565 49.0251311, 8.4750556 49.0252213, 8.474883 49.0250559, 8.474801 49.0250926, 8.474661 49.0249585, 8.4746418 49.0249671, 8.4746071 49.024934, 8.4746264 49.0249253, 8.4744538 49.02476, 8.4745029 49.024738, 8.474721 49.0246401))",,,,,,,,,,,,,,,,,,,,,,"[1110235433, 6551377201, 1649117120, 1649117121, 1649117118, 1649117119, 6551377195, 6551377196, 6551377197, 6551377194, 1649117117, 1110235422, 1110235433]",commercial,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,152080326,"POLYGON ((8.4718662 49.0258297, 8.4717652 49.0258743, 8.4717604 49.0258764, 8.471763 49.0258813, 8.4717632 49.0258854, 8.4717604 49.0258898, 8.4717554 49.0258931, 8.4716408 49.0259437, 8.4716342 49.0259455, 8.471627 49.0259455, 8.4716204 49.0259437, 8.4716154 49.0259404, 8.4715011 49.0258291, 8.4714983 49.0258248, 8.4714983 49.0258201, 8.471501 49.0258157, 8.4715061 49.0258124, 8.4715067 49.0258121, 8.4714652 49.0257717, 8.4714646 49.025772, 8.471458 49.0257738, 8.4714508 49.0257738, 8.4714442 49.025772, 8.4714391 49.0257687, 8.4713271 49.0256596, 8.4713244 49.0256553, 8.4713243 49.0256506, 8.471327 49.0256462, 8.4713321 49.0256429, 8.4714463 49.0255925, 8.4714529 49.0255907, 8.4714601 49.0255907, 8.4714667 49.0255924, 8.4714717 49.0255958, 8.4715852 49.0255457, 8.4717329 49.0256896, 8.4718734 49.0258265, 8.4718662 49.0258297))",,,,,,,Karlsruhe,DE,4,76229,Greschbachstraße,Grötzingen,,,,,,,,,,"[6003206304, 1649117221, 6003206290, 6003206300, 6003206289, 6003206292, 6003206291, 6003206294, 1649117229, 6003206293, 6003206276, 6003206295, 6003206280, 6003206279, 6003206278, 6003206299, 6003206277, 6003206296, 6003206297, 6003206283, 6003206298, 6003206282, 6003206275, 6003206281, 6003206288, 6003206287, 6003206286, 1649117179, 6003206285, 6003206284, 1649117163, 6003206273, 6003206274, 1649117174, 1649117158, 6003206302, 1110235405, 6003206304]",commercial,4,,,"Maps4BW (LGL, www.lgl-bw.de)",1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,152087235,"POLYGON ((8.4705832 49.0282854, 8.4705375 49.028545, 8.4706154 49.0285198, 8.4706612 49.0282735, 8.4706646 49.0282544, 8.4705832 49.0282854))",,,,,,,,,,,,,,,,,,,,,,"[1649117442, 1649174430, 1649174428, 4787252119, 1649174415, 1649117442]",commercial,,,,,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,152971806,"POLYGON ((8.4793339 49.0177342, 8.4793333 49.0177253, 8.4793363 49.0177167, 8.4793427 49.017709, 8.479352 49.0177026, 8.4793636 49.0176981, 8.4793766 49.0176958, 8.4793901 49.0176958, 8.479403 49.0176982, 8.4794146 49.0177027, 8.4794238 49.0177091, 8.4794302 49.0177169, 8.4794331 49.0177255, 8.4795928 49.0177117, 8.4795079 49.0179959, 8.4793662 49.0180082, 8.47932 49.0177796, 8.4793112 49.0177361, 8.4793339 49.0177342))",,,,,,,Karlsruhe,DE,11,76227,Auf der Breit,Durlach,,,,,,,,,,"[1657324389, 1657324362, 8641731388, 8641731391, 1657324357, 1657324343, 1657324347, 1657324350, 1657324354, 8641731387, 8641731389, 1657324366, 1657324369, 1657324372, 1657324406, 1657324403, 1657324387, 8641731386, 1657324389]",commercial,2,,,,,,,,flat,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,152986744,"POLYGON ((8.4163722 49.0056063, 8.4164428 49.0055853, 8.4164102 49.0055382, 8.4163931 49.0055135, 8.4163132 49.0055373, 8.4162025 49.0055703, 8.4161791 49.0055773, 8.4162072 49.0056179, 8.4162289 49.0056491, 8.4163722 49.0056063))",,,,,,,,,,,,,,,,,,,,,,"[1657447741, 3666251251, 3666251242, 1657447737, 3666251241, 1657447728, 1657447746, 1657447711, 1657447716, 1657447741]",commercial,1,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,152986746,"POLYGON ((8.4167349 49.0055717, 8.4168152 49.0055478, 8.4168093 49.0055393, 8.4166957 49.0053754, 8.4167024 49.0053734, 8.4166777 49.0053378, 8.4165908 49.0053638, 8.4167349 49.0055717))",,,,,,,,,,,,,,,,,,,,,,"[3666251249, 3666251245, 1657447723, 3666251222, 3666251221, 1657447714, 1657447715, 3666251249]",commercial,1,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
