element_type,osmid,operator,geometry,amenity,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,wheelchair,nodes,building,building:levels,brand,brand:wikidata,brand:wikipedia,check_date:opening_hours,name,opening_hours,roof:levels,roof:shape,shop,toilets:wheelchair,wheelchair:description,survey:date,check_date,disused:shop,old_name,internet_access,toilets,roof:height,source,building:colour,roof:colour,contact:email,contact:phone,contact:website,addr:suburb,cuisine,indoor_seating,internet_access:fee,outdoor_seating,payment:american_express,payment:cash,payment:contactless,payment:cryptocurrencies,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:v_pay,payment:visa,smoking,source:date,takeaway,nohousenumber,wikidata,wikipedia,roof:orientation,building:roof,diet:vegan,diet:vegetarian,layer,contact:fax,height,automated,self_service,start_date,website,location,fixme
way,151516033,,"POLYGON ((6.5809037 49.7200864, 6.5807976 49.7201496, 6.5809302 49.7202432, 6.580955 49.7202284, 6.5810171 49.7202723, 6.5810984 49.7202239, 6.5810613 49.7201976, 6.5809037 49.7200864))",,Trier,DE,5,54294,Kantstraße,,"[1642031341, 1643290700, 1643290709, 1643290707, 1643290711, 1643290705, 1642031343, 1642031341]",retail,1,,,,,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151635154,,"POLYGON ((6.5811354 49.7191906, 6.5813344 49.7192829, 6.5812437 49.7193671, 6.5810341 49.7192786, 6.5810569 49.7192604, 6.5811354 49.7191906))",,Trier,DE,2,,Wasserbilliger Straße,,"[1644708489, 1644708604, 1644708721, 1644708599, 1644708573, 1644708489]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157408095,,"POLYGON ((6.6343615 49.7425287, 6.6349068 49.7424231, 6.6351052 49.7423847, 6.634997 49.7421512, 6.6348832 49.7421732, 6.6342614 49.7422936, 6.6343615 49.7425287))",,Trier,DE,2b,54290,Hawstraße,yes,"[1696296350, 1696296331, 1696296308, 1696296190, 1696311429, 1696296263, 1696296350]",retail,,Netto Marken-Discount,Q879858,de:Netto Marken-Discount,,Netto Marken-Discount,Mo-Sa 07:00-21:00; PH off,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,159359380,,"POLYGON ((6.6278454 49.7273656, 6.6279293 49.7273255, 6.6279614 49.7273538, 6.6278797 49.7273928, 6.6278454 49.7273656))",,,,,,,,"[1714748946, 1714748916, 1714748935, 1714748977, 1714748946]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,160093000,,"POLYGON ((6.6442227 49.7417324, 6.6444092 49.7417809, 6.6443138 49.741935, 6.6441273 49.7418865, 6.6442227 49.7417324))",,Trier,DE,2,54295,Wisportstraße,,"[1721675375, 1721675430, 1721675658, 1721675573, 1721675375]",retail,1,,,,,,,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,160093071,,"POLYGON ((6.64301 49.7420732, 6.6427452 49.7422595, 6.6426159 49.7421824, 6.6428808 49.7419961, 6.6430857 49.7418495, 6.6431707 49.7419014, 6.6430822 49.7419622, 6.6431902 49.742025, 6.6430736 49.7421092, 6.64301 49.7420732))",,Trier,DE,7,54295,Wisportstraße,,"[1721675854, 1721676062, 1721676002, 1721675732, 1721675513, 1721675597, 1721675695, 1721675780, 1721675919, 1721675854]",retail,1,,,,,,,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,160093112,,"POLYGON ((6.6424961 49.7419214, 6.6424428 49.7419615, 6.6424495 49.7420266, 6.6425018 49.7420216, 6.6425221 49.742034, 6.6425307 49.7421063, 6.6426336 49.7421041, 6.642708 49.7420447, 6.6424961 49.7419214))",,Trier,DE,8,54295,De-Nys-Straße,,"[1721675640, 1721675691, 1721675784, 1721675778, 1721675809, 1721675895, 1721675890, 1721675820, 1721675640]",retail,,,,,,Autohaus Erdmann,,,,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,160147074,,"POLYGON ((6.6427387 49.7321403, 6.6427594 49.7321451, 6.6428534 49.7321231, 6.6429145 49.7318902, 6.6428941 49.7318464, 6.6427762 49.7318397, 6.6427387 49.7321403))",,Trier,,9a,54294,An der Härenwies,,"[1722176904, 1722176905, 1722176906, 1722176895, 1722176892, 1722176891, 1722176904]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166219857,,"POLYGON ((6.6177819 49.7467875, 6.6176105 49.7465761, 6.6176943 49.7465478, 6.617664 49.7465104, 6.6179972 49.7463976, 6.6180262 49.7464334, 6.6183819 49.746313, 6.6185519 49.7465226, 6.6183254 49.7465992, 6.6183782 49.7466644, 6.6182109 49.746721, 6.6181608 49.7466592, 6.6177819 49.7467875))",,Trier,DE,4,54294,Martha-Brach-Straße,yes,"[1776911543, 1776911542, 2029559339, 2029559331, 2029559318, 2029559327, 1776911541, 1776911544, 2029559343, 2029559347, 2029559349, 2029559345, 1776911543]",retail,1,Aldi,Q125054,en:Aldi,2023-03-14,Aldi,Mo-Sa 08:00-21:00; PH off,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,173465281,,"POLYGON ((6.6152862 49.7295524, 6.6152733 49.7294385, 6.615204 49.7294418, 6.6151916 49.7293312, 6.615379 49.7293223, 6.6153863 49.7293875, 6.6155698 49.7293788, 6.6155877 49.7295382, 6.6152862 49.7295524))",,Trier,DE,27 C,54294,Diedenhofener Straße,,"[1842738154, 3109336942, 2958624555, 1842738153, 2958624554, 3109336941, 3109336940, 1842738152, 1842738154]",retail,3,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,194199674,,"POLYGON ((6.6447348 49.7619162, 6.6446326 49.7618362, 6.6447533 49.7617719, 6.6449098 49.7616884, 6.645012 49.7617684, 6.6447348 49.7619162))",,Trier,,32,54292,Engelstraße,,"[2047135898, 2047135888, 2047135880, 2047135857, 2047135876, 2047135898]",retail,1,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,297071445,,"POLYGON ((6.6704442 49.7558179, 6.6704388 49.7558137, 6.670522 49.7557679, 6.6705273 49.7557702, 6.670625 49.7558447, 6.6706276 49.7558479, 6.6705443 49.7558938, 6.6705385 49.7558894, 6.6704442 49.7558179))",,,,1,,Belvedere,,"[3009106159, 5091343482, 5091343483, 3009106156, 3009106165, 5091343484, 5091343481, 3009106171, 3009106159]",retail,4,,,,,,,,flat,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303962696,Franz Britz + Söhne OHG,"POLYGON ((6.6070764 49.7286955, 6.6067956 49.7288714, 6.6067984 49.7289337, 6.6069002 49.7289961, 6.6070479 49.7290028, 6.6070774 49.7289821, 6.6071445 49.7289352, 6.607171 49.7289534, 6.607418 49.7291224, 6.6075736 49.7290305, 6.6075124 49.7289893, 6.6070764 49.7286955))",,Trier,,7,54294,Niederkircher Straße,,"[3084734258, 3084734319, 3084734320, 3084734283, 3084734251, 3084733817, 3084734311, 3084734290, 3084734276, 3084734235, 3084734248, 3084734258]",retail,2,,,,,Britz - Fleischereibedarf,,,flat,houseware,,,,,,,,,,http://britz-trier.de,,,info@britz-trier.de,+49 651 824290,http://britz-trier.de,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 651 8242929,,,,,,,
way,317152191,,"POLYGON ((6.6326983 49.7263264, 6.6326923 49.7263228, 6.6326536 49.7263039, 6.6323005 49.7265991, 6.6319297 49.7264094, 6.6318893 49.7264441, 6.6316573 49.7263313, 6.6316548 49.7265793, 6.6316952 49.7266288, 6.6326076 49.7270782, 6.6326444 49.727047, 6.6326776 49.7270633, 6.632728 49.7270207, 6.6327889 49.7269643, 6.6328389 49.7269876, 6.6328909 49.7269417, 6.6327978 49.7268941, 6.6329983 49.726719, 6.6330879 49.7267682, 6.6334516 49.7264588, 6.6328869 49.7261767, 6.6326983 49.7263264))",,Trier,DE,3,54294,Castelnauplatz,,"[4914524912, 4931061291, 4914524913, 4914524911, 3233907023, 4914524914, 4914524915, 4914942796, 4914942795, 3233907001, 4914524918, 4914525523, 4914524917, 4914524916, 4914525521, 4914524920, 4914524919, 4914525524, 4914525525, 4914525526, 3233906990, 4914524912]",retail,1,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
way,320435016,,"POLYGON ((6.6624494 49.7633004, 6.6625702 49.7633401, 6.6624734 49.763463, 6.6623526 49.7634233, 6.6624494 49.7633004))",,Trier,DE,12,54295,Avelsbacher Straße,,"[3269514903, 3269514904, 3269514905, 3269514906, 3269514903]",retail,2,,,,,Heizöl Müller,,1,gabled,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,across,,,,,,,,,,,,
way,333030837,,"POLYGON ((6.6884419 49.7853943, 6.6885534 49.7851047, 6.6885941 49.7851115, 6.6891345 49.7852019, 6.689034 49.7854569, 6.6886599 49.7853955, 6.6886471 49.785428, 6.6884419 49.7853943))",,Trier,DE,32,54293,Eltzstraße,,"[1491212174, 6935657706, 3401452300, 3488769741, 4470232077, 5595887905, 5595887906, 1491212174]",retail,,Netto Marken-Discount,Q879858,de:Netto Marken-Discount,,Netto Marken-Discount,Mo-Sa 07:00-21:00; PH off,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,338969855,,"POLYGON ((6.69214 49.7766464, 6.6922089 49.7764065, 6.6918506 49.7763636, 6.6917817 49.7766035, 6.69214 49.7766464))",,Trier,,23a,54292,Ruwerer Straße,,"[3461536331, 3461536324, 3461536330, 3461536320, 3461536331]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,343201287,,"POLYGON ((6.6121995 49.735348, 6.612821 49.7351149, 6.6126411 49.7349144, 6.6125525 49.7348158, 6.6124342 49.7348601, 6.6124011 49.7348232, 6.6119393 49.7349963, 6.6119751 49.7350362, 6.6119336 49.7350517, 6.6121995 49.735348))",,Trier,,215,54294,Luxemburger Straße,yes,"[415250924, 415250925, 415250933, 415250928, 3500849584, 3500849561, 3500849590, 415250927, 1637478453, 415250924]",retail,3,,,,,,,,pyramidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,343206586,,"POLYGON ((6.6086298 49.7320112, 6.6084261 49.732107, 6.6083809 49.7320509, 6.608402 49.7319492, 6.6084223 49.7319391, 6.6085036 49.7318991, 6.6086298 49.7320112))",,,,,,,,"[3500896417, 3500895890, 3500896401, 3500896406, 3500896422, 3500896403, 3500896417]",retail,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,343289689,,"POLYGON ((6.6917721 49.7452941, 6.6919826 49.7453876, 6.6922127 49.7451711, 6.6920022 49.7450777, 6.6919548 49.7451223, 6.691821 49.7452481, 6.6917721 49.7452941))",,Trier,DE,51,54296,Kohlenstraße,,"[5014482835, 5014482838, 3501590859, 3501590854, 5014482828, 5014482833, 5014482835]",retail,1,,,,,,,,flat,,,,,,,,,,,,,,,,,Tarforst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,343289692,,"POLYGON ((6.6919058 49.7454598, 6.6919396 49.745428, 6.6919826 49.7453876, 6.6917721 49.7452941, 6.6917237 49.7453396, 6.6916953 49.7453664, 6.6919058 49.7454598))",car_wash,,,,,,,"[3501590850, 5014482839, 5014482838, 5014482835, 5014482836, 3501590856, 3501590850]",retail,1,Total,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,
way,365200903,,"POLYGON ((6.6494327 49.764216, 6.6495773 49.7641014, 6.6493473 49.7639582, 6.6492769 49.7639141, 6.6493546 49.7638623, 6.6493033 49.7638325, 6.6492288 49.7638805, 6.6491981 49.763861, 6.6491604 49.7638831, 6.6488549 49.7636936, 6.6487253 49.7637755, 6.6489596 49.7639164, 6.6494327 49.764216))",,Trier,,90-92,54292,Paulinstraße,limited,"[3692459640, 3692459641, 4564884970, 4564884967, 4564884968, 4564884969, 3692459642, 4564884966, 3692459643, 3692459644, 3692459645, 3692459650, 3692459640]",retail,1,ALDI Süd,Q41171672,en:Aldi,,ALDI Süd,Mo-Sa 08:00-20:00,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,392420610,,"POLYGON ((6.6411075 49.7570593, 6.6410914 49.7570493, 6.6410257 49.7570119, 6.6409959 49.7569951, 6.6411097 49.7569153, 6.6411929 49.7569645, 6.6411871 49.7569862, 6.6411075 49.7570593))",,Trier,DE,17,54290,Hauptmarkt,,"[4519571502, 1420262882, 1420262876, 3956444947, 1420262839, 1420262854, 4519571523, 4519571502]",retail,3,,,,,,,1,hipped,,,,,,,Haus zum Blauen Löwen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1785;1905,https://kulturdb.de/einobjekt.php?id=2047,,
way,396931763,,"POLYGON ((6.5903774 49.7215963, 6.5905121 49.7216458, 6.5904657 49.7217001, 6.590548 49.7217292, 6.590322 49.7219677, 6.5900726 49.72186, 6.5901768 49.7214846, 6.590445 49.7215245, 6.5903774 49.7215963))",,Trier,,3,54294,Monaiser Straße,,"[3997716011, 3997716003, 3997716008, 1115783054, 1115782483, 3997716000, 3997715991, 3997716005, 3997716011]",retail,2,Seat,,,,Tix Automobile GmbH,Mo-Fr 08:00-18:00; Sa 08:00-15:00,,flat,car,,,,,,,,,,http://www.tix.seat.de/,,,info@tix.de,+49 651 966500,http://www.tix.seat.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 651 9665010,,,,,,,
way,404645337,,"POLYGON ((6.678553 49.7507373, 6.6785829 49.7507018, 6.6788554 49.7503783, 6.6782213 49.7501554, 6.6781517 49.7502382, 6.67766 49.7500653, 6.6774245 49.750345, 6.6775044 49.7503731, 6.6774942 49.7503852, 6.6775695 49.7504116, 6.6775782 49.7504147, 6.6775911 49.7503993, 6.6782166 49.7506192, 6.6782072 49.7506304, 6.6782374 49.750641, 6.6783004 49.7506631, 6.6783099 49.7506519, 6.678553 49.7507373))",,Trier,DE,16,54296,Robert-Schuman-Allee,,"[5310630754, 5410558971, 4069225689, 5310630753, 5310630752, 5310630751, 5310630750, 5310630749, 5310630748, 5410559002, 5310630747, 5310630746, 5310630745, 5310630744, 5410559004, 5310630743, 5310630742, 5310630754]",retail,4,,,,,,,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,444076426,,"POLYGON ((6.6735045 49.8131608, 6.6735354 49.8132465, 6.6738305 49.8132022, 6.6737996 49.8131165, 6.6735045 49.8131608))",,Trier,,45,54293,Friedhofstraße,,"[4415796758, 4415796759, 4415796760, 4415796761, 4415796758]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,452787210,,"POLYGON ((6.6419193 49.7573545, 6.6418754 49.7573086, 6.6419893 49.7572712, 6.6420369 49.7573167, 6.6419193 49.7573545))",,Trier,DE,32,54290,Simeonstraße,,"[1420268514, 1420268513, 1420268509, 1421203646, 1420268514]",retail,4,,,,,,,1,gabled,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,across,,,,,,,,,,,,
way,452787211,,"POLYGON ((6.6416553 49.7568121, 6.6417964 49.7567762, 6.641868 49.7567605, 6.6418932 49.7568186, 6.6416872 49.7568663, 6.6416553 49.7568121))",,Trier,DE,3,54290,Hauptmarkt,,"[1420268465, 6818000254, 1420268463, 4495380416, 4495380417, 1420268465]",retail,3,,,,,,,1,gabled,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,across,,,,,,,,,,,,
way,452787212,,"POLYGON ((6.6416872 49.7568663, 6.6417274 49.7569399, 6.6419142 49.7569008, 6.6419359 49.756896, 6.6418932 49.7568186, 6.6416872 49.7568663))",,Trier,DE,2,54290,Hauptmarkt,,"[4495380417, 570973936, 1420268476, 4495380418, 4495380416, 4495380417]",retail,3,,,,,,,1,gabled,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,across,,,,,,,,,,,,
way,452787220,,"POLYGON ((6.641677 49.7570437, 6.6416536 49.7570094, 6.6417023 49.7569952, 6.6417304 49.7569866, 6.6417383 49.7569723, 6.6417274 49.7569399, 6.6419142 49.7569008, 6.6419517 49.7569698, 6.6418711 49.7569915, 6.6418804 49.7570059, 6.6418155 49.757022, 6.6418126 49.7570162, 6.641677 49.7570437))",,Trier,DE,1,54290,Hauptmarkt,,"[4495380426, 570973930, 4495380414, 3835495743, 4495380415, 570973936, 1420268476, 1420268478, 1420268482, 4495380430, 4495380428, 4495380427, 4495380426]",retail,4,,,,,,,,hipped,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,453087278,,"POLYGON ((6.6876159 49.798961, 6.6875584 49.7988528, 6.6878547 49.7987853, 6.6879132 49.7988902, 6.6876159 49.798961))",,,,,,,,"[4498889119, 4498889120, 4498889121, 4498889122, 4498889119]",retail,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery;Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,453839501,,"POLYGON ((6.6447526 49.7629228, 6.644828 49.7628443, 6.6449208 49.7628862, 6.6449043 49.7629059, 6.6448817 49.7629328, 6.6448448 49.7629782, 6.6447526 49.7629228))",,Trier,DE,36,54292,Maarstraße,,"[4505207394, 4505207392, 4505207393, 4505207395, 4505207396, 4505207397, 4505207394]",retail,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery;Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,453839504,,"POLYGON ((6.6448682 49.7629923, 6.6448012 49.7630286, 6.6447865 49.763014, 6.6447343 49.7629621, 6.6447226 49.7629505, 6.6447526 49.7629228, 6.6448448 49.7629782, 6.6448682 49.7629923))",,Trier,DE,40,54292,Maarstraße,,"[4505207401, 4505207402, 4505207403, 4505207404, 4505207405, 4505207394, 4505207397, 4505207401]",retail,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery;Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,467159782,,"POLYGON ((6.7026468 49.780307, 6.7025083 49.7802186, 6.702578 49.780173, 6.7027165 49.7802615, 6.7026468 49.780307))",,,,,,,,"[4618137756, 4618137757, 4618137758, 4618137759, 4618137756]",retail,1,,,,,,,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,499337517,Barmherzige Brüder Trier,"POLYGON ((6.6406641 49.7619465, 6.6407278 49.7620162, 6.6406386 49.7620502, 6.6405749 49.7619806, 6.6406641 49.7619465))",,,,,,,yes,"[1624129409, 4906217476, 4906217475, 1624129450, 1624129409]",retail,1,,,,,Schönfelder Hofladen,"Tu-Fr 09:30-17:30, Sa 09:00-14:00",,flat,convenience,,,,,,,,,,,,,,,,,,,,,,yes,,no,no,yes,yes,yes,,yes,,,,,,,,,,,,,,,,,,,
way,509683660,,"POLYGON ((6.6715106 49.7566225, 6.6716839 49.7565581, 6.671581 49.756441, 6.6714084 49.7565069, 6.6715106 49.7566225))",,,,,,,,"[4988760883, 4988760884, 4988760885, 626533984, 4988760883]",retail,2,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,560659918,,"POLYGON ((6.6546422 49.761636, 6.6545235 49.7615527, 6.6545421 49.7615419, 6.6548211 49.7613799, 6.6548353 49.7613899, 6.6548626 49.7613735, 6.6548483 49.7613635, 6.6552549 49.7611203, 6.6554207 49.7610212, 6.6551215 49.7608124, 6.6553544 49.7606731, 6.655768 49.7609617, 6.6557408 49.7609779, 6.6557566 49.7609889, 6.6557554 49.7610156, 6.6557528 49.7610597, 6.6556238 49.7611346, 6.6555608 49.7610904, 6.655548 49.761098, 6.6555757 49.7611173, 6.6554598 49.7611867, 6.6554917 49.7612089, 6.6554231 49.7612499, 6.6554317 49.7612559, 6.6550426 49.7614886, 6.6549669 49.7614358, 6.6549345 49.7614552, 6.6549438 49.7614617, 6.6548477 49.7615192, 6.6548579 49.7615264, 6.6549025 49.7614997, 6.6549459 49.7615299, 6.6546982 49.7616781, 6.6546422 49.761636))",,,,,,,,"[1403857035, 1403857011, 10814515794, 1403856911, 1403856918, 1403856909, 1403856907, 3310769657, 1403856832, 1403856788, 1403856773, 1403856817, 1403856820, 1403856824, 1403856831, 1403856841, 1403856852, 1403856843, 1403856845, 1403856848, 1403856864, 1403856868, 1403856878, 1403856882, 1403856981, 1403856946, 1403856957, 1403856962, 1403856993, 1403857000, 1403856987, 1403857002, 1403857065, 1403857035]",retail,2,,,,,,,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,639136804,,"POLYGON ((6.6513348 49.7567751, 6.6513379 49.7567148, 6.6512614 49.7566247, 6.6512682 49.7565935, 6.6512771 49.7565521, 6.6511719 49.7565945, 6.6513348 49.7567751))",,,,,,,,"[638973293, 6022872552, 6022872551, 6022872549, 6022872550, 638973291, 638973293]",retail,1,,,,,,,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,668631430,,"POLYGON ((6.6925004 49.792998, 6.692368 49.7929669, 6.692407 49.7928976, 6.6921526 49.7928379, 6.692231 49.7926985, 6.6923194 49.7927193, 6.6925327 49.7927692, 6.692487 49.7928504, 6.6925722 49.7928704, 6.6925004 49.792998))",,,,,,,,"[6261462984, 6261462983, 6261462982, 6261462981, 6261462980, 10903402874, 6261462979, 6261462978, 6261462977, 6261462984]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,824770085,,"POLYGON ((6.6321748 49.7256491, 6.6322649 49.7255774, 6.6336692 49.7263143, 6.6336198 49.7263536, 6.6334995 49.7262905, 6.6334588 49.7263229, 6.6321748 49.7256491))",,Trier,DE,6,54294,Castelnauplatz,,"[7701399972, 7701399971, 7701399970, 7701399969, 7701399968, 7701399967, 7701399972]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,surface,
way,863858754,,"POLYGON ((6.6869763 49.74406, 6.6871549 49.7438595, 6.6871026 49.74384, 6.6869239 49.7440405, 6.6869763 49.74406))",,,,,,,,"[8047999159, 8047999158, 1203166647, 1233730213, 8047999159]",retail,1,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
way,913644780,,"POLYGON ((6.6164224 49.7425056, 6.6163856 49.7424589, 6.6164142 49.7424496, 6.6163202 49.7423302, 6.6160079 49.7424329, 6.6161387 49.7425989, 6.6164224 49.7425056))",,,,,,,,"[1601450928, 8895679289, 8895679288, 8487110399, 8487110390, 8487110376, 1601450928]",retail,,Stihl,,,,Stihl,,,,doityourself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1159995774,,"POLYGON ((6.6432833 49.7429921, 6.6433238 49.7429616, 6.6433643 49.742931, 6.6433086 49.7429002, 6.6432277 49.7429614, 6.6432833 49.7429921))",,,,,,,,"[10788298322, 10788298326, 10788298323, 10788298324, 10788298325, 10788298322]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geometrie genauer sobald Luftbild vorhanden
way,1165028392,,"POLYGON ((6.5857858 49.7216084, 6.586 49.7214217, 6.5857449 49.7212994, 6.585647 49.7213848, 6.5855308 49.7214862, 6.5857858 49.7216084))",,,,,,,,"[10836597544, 10836597545, 1115783371, 1115782890, 1115783285, 10836597544]",retail,1,,,,,,,,pyramidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
