element_type,osmid,geometry,amenity,image,name,religion,denomination,website,addr:city,addr:housenumber,addr:postcode,addr:street,addr:country,name:ar,office,operator,source,building,historic,wheelchair,email,phone,nodes,building:levels,roof:levels,roof:shape,wikipedia,wikidata,start_date,alt_name,building:architecture,building:use,heritage,heritage:operator,heritage:website,loc_name,name:ru,official_name,opening_hours,ref:whc,whc:criteria,whc:inscription_date,name:es,name:fr,name:lb,toilets:wheelchair,diocese,addr:housename,addr:suburb,gdke:criteria,building:colour,roof:colour,contact:phone,tourism,shrine,fixme,description,old_name,chapel,access,ruins
way,108128412,"POLYGON ((6.68705 49.7437516, 6.6870723 49.7437279, 6.6870294 49.7436923, 6.6868483 49.743665, 6.6867754 49.7435982, 6.6868269 49.7434904, 6.6870012 49.743456, 6.6870026 49.7434473, 6.6871011 49.7433825, 6.6870933 49.7433774, 6.6871207 49.7433411, 6.6872676 49.7433947, 6.6872486 49.7434224, 6.6873083 49.7434362, 6.6873197 49.7434622, 6.6872185 49.7435736, 6.6872399 49.7435775, 6.6872413 49.7435875, 6.6872051 49.7436243, 6.6872295 49.7437194, 6.6872849 49.743738, 6.6872155 49.743815, 6.68705 49.7437516))",place_of_worship,,Pfarrkirche Sankt Augustinus,christian,catholic,,Trier,15,54296,Im Treff,,,,,,church,,limited,,,"[8047999005, 8047999004, 8047999003, 8047999002, 8047999001, 8047999000, 8047998999, 8047998998, 8047998997, 8047998996, 8047999018, 8047999019, 8047999015, 8047999014, 8047999013, 8047999012, 8047999011, 8047999010, 8047999009, 8047999008, 8047999007, 8047999006, 8047999005]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,red,black,,,,,,,,,
way,113717888,"POLYGON ((6.6250243 49.7500524, 6.624448 49.7501259, 6.6244449 49.750023, 6.6246157 49.750016, 6.624615 49.7500243, 6.6250123 49.7499804, 6.6250243 49.7500524))",place_of_worship,,Islamisches Kulturzentrum Trier e.V.,muslim,,,Trier,23,54294,Luxemburger Straße,DE,,,,,mosque,,,,,"[1289172622, 1289172664, 1289172606, 1289172586, 1289172629, 1289172580, 1289172622]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 651 9988947,,,,,,,,
way,119916716,"POLYGON ((6.627369 49.7289812, 6.627493 49.7289412, 6.6275028 49.728951, 6.6275671 49.7289311, 6.6276074 49.72898, 6.6275372 49.7290045, 6.6275445 49.7290153, 6.6274232 49.7290556, 6.627369 49.7289812))",place_of_worship,,St. German ad undas,christian,catholic,https://kulturdb.de/einobjekt.php?id=11108,Trier,3,54294,Pellinger Straße,DE,,,,,chapel,,,,,"[1345785745, 1714749509, 1714749507, 1714749506, 1714749524, 1714749525, 1345785748, 1345785750, 1345785745]",,,,,,1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,125532356,"POLYGON ((6.6328823 49.7554253, 6.6330269 49.7553907, 6.6331127 49.7555385, 6.6331384 49.7555321, 6.6331697 49.7555847, 6.6331309 49.7555943, 6.6331391 49.755608, 6.6331287 49.7556326, 6.6330515 49.7556484, 6.6330194 49.7556357, 6.6329828 49.7555743, 6.6329702 49.7555774, 6.6328823 49.7554253))",place_of_worship,,Helenenhauskapelle,christian,catholic,,,,,,,,,,,chapel,,,,,"[1394002619, 1394002618, 1394002651, 1394002650, 1394002676, 1394002680, 1394002682, 1394002685, 1394002701, 1394002689, 1394002673, 1394002674, 1394002619]",2,1,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126529541,"POLYGON ((6.6403375 49.7534568, 6.6408946 49.7533682, 6.64092 49.7534328, 6.6409631 49.7534259, 6.6409966 49.7534253, 6.6410119 49.7534299, 6.6410272 49.7534343, 6.6410488 49.7534509, 6.6410571 49.7534719, 6.6410504 49.7534932, 6.6410302 49.7535106, 6.6410001 49.7535203, 6.6410215 49.7535776, 6.6404173 49.7536711, 6.6403812 49.7535755, 6.6403691 49.7535428, 6.6403375 49.7534568))",place_of_worship,,Jesuitenkirche,christian,catholic,,,,,,,,,,,church,,limited,,,"[1402459699, 1402459682, 1402459706, 4578288512, 4578288514, 1402459698, 4578288513, 1402459708, 1402459711, 1402459719, 1402459734, 4578288511, 1402459752, 1402459782, 7076249196, 1402459747, 1402459699]",,,,de:Jesuitenkirche (Trier),Q59607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126700573,"POLYGON ((6.6526628 49.7619729, 6.652729 49.7619359, 6.6526527 49.7618777, 6.6526245 49.7618684, 6.6525774 49.7618947, 6.6525866 49.7619191, 6.6526628 49.7619729))",place_of_worship,,Aussegnungshalle,christian,catholic,,,,,,,,,,,chapel,,,,,"[1403857188, 1403857175, 1403857147, 1403857144, 1403857154, 1403857166, 1403857188]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127245248,"POLYGON ((6.6320847 49.757409, 6.632242 49.7576942, 6.6322475 49.7577042, 6.6322817 49.7577144, 6.6323342 49.7577093, 6.6323762 49.7576957, 6.6323866 49.7576846, 6.6323976 49.7576728, 6.6323653 49.7576089, 6.6323718 49.7575978, 6.6322596 49.7573928, 6.6322489 49.7573728, 6.6321152 49.7574023, 6.6320847 49.757409))",place_of_worship,,St. Irminen,christian,catholic,,,,,,,,,,,church,,,,,"[1408838301, 1408838327, 1408838333, 1408838335, 1408838334, 1408838329, 1408838325, 1408838317, 1408838315, 1408838313, 1408838299, 1408838298, 4614882678, 1408838301]",,,,,Q21294262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,127245256,"POLYGON ((6.6322219 49.7573226, 6.6322404 49.7573185, 6.632355 49.7572928, 6.6323927 49.757363, 6.6322596 49.7573928, 6.6322489 49.7573728, 6.6322219 49.7573226))",place_of_worship,,Willibrordkapelle,christian,catholic,,,,,,,,,,,chapel,,,,,"[1408838290, 4614882681, 1408838288, 1408838294, 1408838299, 1408838298, 1408838290]",5,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,129538446,"POLYGON ((6.6446184 49.7551208, 6.6445923 49.7550769, 6.6447558 49.7550364, 6.6447819 49.7550802, 6.6447121 49.7550976, 6.6446184 49.7551208))",place_of_worship,,Banthuskapelle,christian,catholic,https://kulturdb.de/einobjekt.php?id=17510,,,,,,,,,,chapel,,,,,"[1429031889, 1429031876, 1429031871, 1429031877, 4496756206, 1429031889]",1.5,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130793760,"POLYGON ((6.6850161 49.8034326, 6.6850228 49.8034319, 6.6851574 49.8034172, 6.6851664 49.8034515, 6.6852275 49.8034448, 6.6852071 49.8033673, 6.6851496 49.8033736, 6.6851049 49.8032034, 6.6849601 49.8032192, 6.685003 49.8033829, 6.6850161 49.8034326))",place_of_worship,,Evangelische Kirche Ehrang,christian,protestant,,Trier,1,54293,Wallenbachstraße,DE,,,,,church,,,,,"[1439641246, 4484662407, 1439641244, 4472756264, 1633035425, 1633035422, 1633035423, 1439641239, 1439641240, 4484662408, 1439641246]",,,,de:Evangelische Kirche (Trier-Ehrang),Q20178552,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130793773,"POLYGON ((6.6849484 49.8099386, 6.6848755 49.809904, 6.684888 49.8098861, 6.6848707 49.8098638, 6.6848838 49.8098478, 6.6848171 49.809812, 6.6847982 49.8098223, 6.6847576 49.8098221, 6.6847387 49.809833, 6.684665 49.8097952, 6.6843797 49.8100309, 6.6842943 49.8101015, 6.6843671 49.810138, 6.6843719 49.8101794, 6.6844333 49.8102095, 6.6844945 49.8102044, 6.68457 49.8102447, 6.6849484 49.8099386))",place_of_worship,,St. Peter,christian,catholic,https://www.peter-ehrang.de/,,,,,,,,,bing,church,,,,,"[1439641325, 1439641323, 4430416909, 4430416911, 1439641319, 1439641315, 4430416910, 4430416908, 1439641317, 1439641314, 4693858391, 1439641326, 4430416904, 1439641331, 4430416906, 4430416905, 4430416907, 1439641325]",,,,,,1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,131106183,"POLYGON ((6.6664914 49.780547, 6.6667009 49.7803952, 6.6666722 49.7803787, 6.6667085 49.7803524, 6.6665724 49.7802736, 6.6665327 49.7803024, 6.6664828 49.7802735, 6.666279 49.7804211, 6.6663405 49.7804567, 6.6663176 49.7804715, 6.6663057 49.7804805, 6.6662968 49.7804907, 6.6662934 49.780503, 6.6662946 49.7805143, 6.666306 49.7805304, 6.6663178 49.7805383, 6.6663358 49.7805458, 6.6663574 49.7805485, 6.6663734 49.780548, 6.6663944 49.7805448, 6.6664079 49.780539, 6.6664196 49.7805312, 6.6664393 49.7805169, 6.6664914 49.780547))",place_of_worship,,St. Jakobus,christian,catholic,,Trier,114,54293,Biewerer Straße,DE,,,,,church,,,,,"[1443439487, 1443439481, 1628363980, 1628363971, 1628363968, 1628363970, 1443439471, 1443439484, 1628363982, 1628363984, 1628363985, 1628363987, 1628363990, 1628363993, 1628363996, 1628364000, 1628364022, 1628364026, 1628364025, 1628364020, 1628364016, 1628363998, 1628363995, 1443439487]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136513654,"POLYGON ((6.6320474 49.7383467, 6.6321533 49.7383301, 6.6321491 49.7383176, 6.6326788 49.7382242, 6.6326966 49.7382665, 6.6329628 49.7382188, 6.6329801 49.7382165, 6.6329883 49.7382125, 6.6329907 49.7382045, 6.6329899 49.7381983, 6.6329866 49.7381945, 6.6329788 49.7381929, 6.6329741 49.7381941, 6.6329544 49.7381205, 6.6330047 49.7380885, 6.6329899 49.7380397, 6.6329172 49.7380177, 6.632904 49.7379804, 6.6328916 49.7379406, 6.6326062 49.7379889, 6.6326198 49.73802, 6.6322881 49.7380771, 6.6320756 49.7381144, 6.6320698 49.7380986, 6.6319541 49.7381209, 6.6319593 49.7381331, 6.6319429 49.7381368, 6.6319656 49.738196, 6.6319327 49.7382009, 6.631942 49.7382217, 6.6319279 49.7382245, 6.6319429 49.7382591, 6.6319567 49.7382567, 6.6319657 49.7382785, 6.6319965 49.7382729, 6.6320238 49.7383311, 6.6320405 49.7383283, 6.6320474 49.7383467))",place_of_worship,https://upload.wikimedia.org/wikipedia/commons/b/be/Trier_Sankt_Matthias_BW_1.JPG,St. Matthias,christian,catholic,,,,,,,,,,,church,,yes,,,"[360717603, 360714464, 1497398886, 1497398877, 1497398881, 1497398874, 1497398870, 1497398869, 4638511222, 4638511223, 1497398866, 1497398864, 4638511224, 1497398861, 1497398859, 1497398855, 1497398852, 1221321993, 1497398849, 1497398842, 1221321991, 1221321983, 4638511238, 4638511239, 4638511237, 4638511236, 4638511235, 4638511234, 4638511233, 4638511232, 4638511231, 4638511230, 4638511229, 4638511228, 4638511227, 4638511226, 4638511225, 360717603]",,,,de:Benediktinerabtei St. Matthias,Q666976,,,,,,,,,,,,,,,,,,,,,,,,,,attraction,,,,,,,
way,136513666,"POLYGON ((6.6334322 49.7382565, 6.6334771 49.7382225, 6.6335398 49.7382292, 6.6335636 49.7382763, 6.6335237 49.7383046, 6.6334578 49.7382988, 6.6334322 49.7382565))",place_of_worship,,Quirinuskapelle,christian,roman_catholic,,,,,,,,,,,chapel,,,,,"[1497398879, 1497398873, 1497398875, 1497398880, 1497398885, 1497398883, 1497398879]",,,,,Q106479547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136513672,"POLYGON ((6.6331923 49.7380398, 6.6332293 49.7380588, 6.6334544 49.7379991, 6.6334646 49.7379684, 6.6334423 49.737936, 6.6333984 49.7379259, 6.6332722 49.7379557, 6.6331914 49.7379804, 6.63317 49.7380031, 6.6331923 49.7380398))",place_of_worship,,Marienkapelle,christian,catholic,,,,,,,,,,,chapel,,,,,"[221650360, 1497398856, 1497398848, 360714467, 1497398840, 1497398838, 1497398841, 1497398844, 1497398850, 221650360]",,,,,Q106479227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,140677844,"POLYGON ((6.6214286 49.759203, 6.6214973 49.7591689, 6.6215755 49.7592303, 6.6215776 49.7592576, 6.6215501 49.7592726, 6.62151 49.7592706, 6.6214286 49.759203))",place_of_worship,,Maria Hilf Kapelle,christian,catholic,,,,,,,,,,,chapel,,,,,"[1540711530, 1540711529, 1540711532, 1540711534, 1540711538, 1540711536, 1540711530]",,,,,Q1475073,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
way,140967689,"POLYGON ((6.6155718 49.7568805, 6.6157239 49.7568728, 6.6157263 49.7568922, 6.6157975 49.7568885, 6.615814 49.7569088, 6.6158033 49.7569359, 6.6157411 49.756939, 6.6157436 49.7569592, 6.6155824 49.7569673, 6.6155718 49.7568805))",place_of_worship,,Markuskapelle,christian,catholic,,Trier,29,54293,Markusberg,DE,,,,,chapel,,,,,"[1543156101, 1543156082, 1543156132, 1543156125, 1543156158, 1543156198, 1543156202, 1543156212, 1543156214, 1543156101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,140970202,"POLYGON ((6.6196273 49.7562944, 6.6198636 49.756204, 6.6196599 49.7559814, 6.6195265 49.7558371, 6.6194752 49.7557813, 6.6194209 49.7558021, 6.6194722 49.7558579, 6.6195095 49.7558987, 6.6193285 49.7559678, 6.6196273 49.7562944))",place_of_worship,,Christ König,christian,catholic,https://kulturdb.de/einobjekt.php?id=13189;,Trier,5,54294,Christ-König-Platz,DE,,,,,church,,,,,"[1543180123, 1543180115, 1543180063, 8196838375, 1543179983, 1543179992, 8196838402, 1543180002, 1543180030, 1543180123]",,,,,,1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,146805273,"POLYGON ((6.6239305 49.7590844, 6.6240537 49.759036, 6.6241972 49.7591894, 6.6240741 49.7592378, 6.6239305 49.7590844))",place_of_worship,,Kapelle,christian,,,Trier,16,54294,Wolfsgasse,,,,,,chapel,,,,,"[1600405406, 1600405405, 1600405408, 1600405409, 1600405406]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,147200334,"POLYGON ((6.6075328 49.7404205, 6.607729 49.7403403, 6.6079702 49.7402416, 6.6079402 49.740211, 6.6080361 49.7401718, 6.6079977 49.7401326, 6.6079231 49.7400564, 6.6078361 49.740092, 6.6078107 49.7400661, 6.6073547 49.7402529, 6.6074043 49.7403034, 6.6073305 49.7403336, 6.6073957 49.7404002, 6.6074793 49.7403659, 6.6075328 49.7404205))",place_of_worship,,Sankt Helena,christian,catholic,https://kulturdb.de/einobjekt.php?id=3414,Trier,25a,54294,St.-Helena-Straße,DE,,,,,church,,,,,"[1604128526, 8337225309, 1604128510, 1604128483, 1604128480, 8337225298, 1604128470, 1604128476, 1604128473, 1604128512, 1604128514, 1604128517, 1604128523, 1604128520, 1604128526]",,,,,,1874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,149428354,"POLYGON ((6.6391749 49.7624448, 6.6392106 49.7624838, 6.6394336 49.7627289, 6.6394107 49.7627377, 6.6394422 49.7627724, 6.6394517 49.762785, 6.6394424 49.7628145, 6.639402 49.7628315, 6.6393516 49.7628224, 6.6393136 49.7627763, 6.6392845 49.7627849, 6.6390805 49.7625441, 6.6390405 49.762495, 6.6391176 49.7624668, 6.6391749 49.7624448))",place_of_worship,,Kloster- und Krankenhauskirche Brüderkrankenhaus Trier,christian,catholic,https://kulturdb.de/einobjekt.php?id=3412,Trier,1,54292,Nordallee,,,,,,chapel,,yes,,,"[1624129923, 1624129963, 1624130164, 1624130171, 1624130198, 1624130212, 1624130245, 1624130250, 1624130249, 1624130205, 1624130211, 1624130043, 1624129975, 1624129934, 1624129923]",4,1,gabled,,,1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,149429333,"POLYGON ((6.6436966 49.7640828, 6.6437434 49.7641039, 6.6440308 49.7642418, 6.6440583 49.7642174, 6.6441349 49.7642537, 6.6441399 49.7642489, 6.6442385 49.7642972, 6.6441642 49.7643563, 6.6441725 49.7643737, 6.6441735 49.7643862, 6.6441698 49.7644015, 6.6441631 49.7644138, 6.6441472 49.7644259, 6.6441326 49.7644341, 6.6441072 49.7644431, 6.6440853 49.7644467, 6.6440568 49.7644461, 6.6440323 49.7644428, 6.6440069 49.7644359, 6.6439718 49.7644197, 6.6439607 49.7644287, 6.6439341 49.7644152, 6.643898 49.7644453, 6.6438478 49.7644179, 6.6438564 49.7644072, 6.643556 49.7642607, 6.6435032 49.764309, 6.6434674 49.764295, 6.6435243 49.7642457, 6.6435114 49.7642403, 6.6436039 49.7641617, 6.6436966 49.7640828))",place_of_worship,http://geo.hlipp.de/photo/37894,Sankt Martin,christian,catholic,,,,,,,,,,,church,,,,,"[4506526845, 1624152942, 1624152955, 1624152953, 1624152960, 1624152958, 1624152965, 1624152981, 4507062003, 1624152982, 4507062002, 1624153011, 4507062001, 1624153028, 4507062000, 1624153031, 1624153035, 4507061997, 1624153033, 1624153012, 1624153029, 1624153015, 1624153038, 1624153014, 1624152987, 1624152962, 1624152967, 1624152963, 4507061998, 4507061999, 4507108334, 4506526845]",,,,de:St. Martin (Trier),Q19309758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,149460035,"POLYGON ((6.6322646 49.7667691, 6.6323151 49.7667793, 6.6323181 49.7667714, 6.632548 49.7668239, 6.6325831 49.7668525, 6.6325683 49.7668872, 6.6324992 49.7668933, 6.6323042 49.7668545, 6.6323005 49.7668609, 6.6322953 49.766867, 6.6322847 49.7668706, 6.6322688 49.76687, 6.6322581 49.7668658, 6.632251 49.7668578, 6.6322498 49.7668491, 6.6322535 49.766842, 6.63223 49.7668365, 6.6322646 49.7667691))",place_of_worship,,Sankt Simon und Juda,christian,roman_catholic,https://kulturdb.de/einobjekt.php?id=19233,Trier,23,54294,Palliener Straße,DE,,,,,church,,,,,"[1624302968, 1625719036, 5375708274, 1624302971, 1625719059, 1624302976, 1625719138, 5375708275, 5375708283, 5375708282, 5375708281, 5375708280, 5375708279, 5375708278, 5375708277, 5375708276, 1624302974, 1624302968]",,,,,Q47796492,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,149550250,"POLYGON ((6.6589141 49.775457, 6.6588949 49.775451, 6.6588904 49.7754571, 6.6587536 49.7754145, 6.6588024 49.7753488, 6.6589313 49.775389, 6.6589278 49.7753937, 6.6589485 49.7754002, 6.6589697 49.7754165, 6.6589993 49.7754244, 6.6590219 49.7754405, 6.6590096 49.7754591, 6.6589765 49.7754611, 6.6589478 49.7754531, 6.6589141 49.775457))",place_of_worship,,St. Jost Kapelle,christian,,,,,,,,,,,,chapel,,,,,"[1625185043, 1625185040, 1625185045, 1625185033, 1625185015, 1625185017, 1625185019, 1625185022, 1625185035, 1625185036, 1625185038, 1625185046, 1625185048, 1625185041, 1625185043]",,,,de:St. Jost (Trier),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151644631,"POLYGON ((6.572731 49.7224843, 6.5727857 49.7224967, 6.5728034 49.7224639, 6.5727487 49.7224515, 6.572731 49.7224843))",place_of_worship,,Waldkapelle,christian,,,,,,,,,,,,yes,,,,,"[1644807412, 1644807415, 1644807410, 1644807406, 1644807412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,153022178,"POLYGON ((6.7075802 49.7357193, 6.707759 49.7357034, 6.7077782 49.7357135, 6.7078269 49.7357101, 6.7078359 49.7357511, 6.7077922 49.7357557, 6.7077706 49.7357755, 6.7075962 49.7357933, 6.7075802 49.7357193))",place_of_worship,,Sankt Luzien,christian,catholic,,,,,,,,,,,chapel,,,,,"[1657711721, 1657711703, 1657711715, 1657711714, 1657711755, 1657711760, 1657711764, 1657711795, 1657711721]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156687490,"POLYGON ((6.7214408 49.776913, 6.721366 49.7768116, 6.7213791 49.7767754, 6.7213588 49.7767439, 6.7214137 49.7767285, 6.7214354 49.7767561, 6.7214929 49.7767751, 6.7215602 49.7768791, 6.7214408 49.776913))",place_of_worship,,Kapelle der 14 Nothelfer,christian,roman_catholic,,Trier,2,54292,Mertesdorfer Straße,DE,,,,,chapel,,,,,"[1689168170, 1689168109, 1689168090, 9473826335, 9473826334, 1689168082, 1689168089, 1689168144, 1689168170]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,158487806,"POLYGON ((6.6569485 49.7476959, 6.6570982 49.747693, 6.6571418 49.7477535, 6.6570982 49.7478068, 6.6570767 49.7478071, 6.6569617 49.7478087, 6.6568961 49.7477527, 6.6569485 49.7476959))",place_of_worship,,,christian,catholic,,,,,,,,,,,church,,,,,"[1706812171, 1706812169, 1706812215, 1706812225, 1706957952, 1706812227, 1706812209, 1706812171]",1,2,pyramidal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,158490965,"POLYGON ((6.6538441 49.7478268, 6.6541243 49.7477935, 6.6540886 49.7476676, 6.653846 49.7476977, 6.6536785 49.7477163, 6.6537019 49.7477989, 6.6538318 49.7477834, 6.6538441 49.7478268))",place_of_worship,,,christian,catholic,,,,,,,,,,,chapel,,,,,"[600030719, 600030720, 600030721, 600030722, 600030728, 600030716, 1706848155, 600030719]",3,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kloster wurde aufgehoben - Wurde auch die Kirche profanisiert?,,,,,
way,158516542,"POLYGON ((6.6617542 49.7549094, 6.6615798 49.7549337, 6.6615643 49.754887, 6.6615511 49.7548473, 6.6617263 49.7548229, 6.6617753 49.7548409, 6.6618205 49.7548345, 6.6618331 49.7548718, 6.6617866 49.7548784, 6.6617542 49.7549094))",place_of_worship,,Zum Kreuzchen,christian,catholic,,,,,,,,,,,chapel,,,,,"[1707026895, 1707026907, 1707026894, 1707026891, 1707026888, 1707026890, 1707026889, 1707026892, 1707026893, 1707026895]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,158875553,"POLYGON ((6.6636162 49.761329, 6.6636693 49.7612956, 6.6637359 49.7612536, 6.6638056 49.7612097, 6.663775 49.7611895, 6.6638105 49.7611671, 6.6638762 49.7612107, 6.6638926 49.7612215, 6.6638696 49.761236, 6.6640689 49.761368, 6.6641933 49.7614503, 6.6642348 49.7614778, 6.6640329 49.761605, 6.6637305 49.7614047, 6.6636162 49.761329))",place_of_worship,,St. Bonifatius,christian,catholic,https://www.kulturdb.de/einObjekt.php?id=3417,Trier,94,54295,Domänenstraße,DE,,,,,church,,,,,"[1710052332, 4492207846, 3357265922, 1710052285, 1710052277, 1710052271, 6836315418, 1710052287, 1710052293, 1710052357, 1710052424, 1710052435, 1710052484, 1710052335, 1710052332]",,,,,,1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,160092987,"POLYGON ((6.6413403 49.741054, 6.6413314 49.7410536, 6.6411097 49.7410879, 6.641103 49.7410772, 6.6410882 49.7410706, 6.6410666 49.7410738, 6.6410604 49.7410816, 6.6409628 49.7410981, 6.6409467 49.7410922, 6.6409331 49.7410936, 6.6409202 49.7410978, 6.6409176 49.7411059, 6.6409203 49.741115, 6.6408457 49.7411257, 6.6408455 49.7411307, 6.640822 49.7411356, 6.6407619 49.7411467, 6.640767 49.741153, 6.6407731 49.7411744, 6.6408483 49.7413796, 6.641038 49.7413529, 6.6411663 49.7413324, 6.6413686 49.7413029, 6.6414275 49.7412934, 6.6413403 49.741054))",place_of_worship,,Kath. Kirche Heiligkreuz,christian,catholic,,Trier,3,54295,Arnulfstraße,DE,,,,,church,,,,,"[1721674953, 1721674927, 1721674941, 1721674932, 1721674929, 1721674930, 1721674937, 1721674947, 1721674943, 5045170084, 1721674945, 1721674949, 1721674957, 5045170082, 5045170083, 1721674965, 1721674967, 1721674972, 1721674994, 1721675040, 1721675028, 1721675026, 1721683187, 1721675020, 1721674953]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,160093131,"POLYGON ((6.6410872 49.7414345, 6.6411729 49.741423, 6.6411819 49.741451, 6.6412222 49.7414455, 6.6412386 49.7414967, 6.6412067 49.741501, 6.6412146 49.7415255, 6.641125 49.7415376, 6.6411186 49.7415176, 6.6410123 49.7415319, 6.6409944 49.741476, 6.6410961 49.7414623, 6.6410872 49.7414345))",place_of_worship,,Heiligkreuz-Kapelle,christian,catholic,,,,,,,,,,,chapel,,,,,"[1721675060, 1721675056, 1721675062, 1721675061, 1721675091, 1721675092, 1721675118, 1721675123, 1721675096, 1721675121, 1721675087, 1721675082, 1721675060]",,,,de:Heiligkreuz-Kapelle (Trier),Q931258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,160204885,"POLYGON ((6.637117 49.7424154, 6.6370451 49.7424438, 6.6369975 49.7423944, 6.6370127 49.742388, 6.637006 49.7423809, 6.6370021 49.7423707, 6.6370053 49.7423627, 6.6370133 49.7423565, 6.6370268 49.7423532, 6.6370407 49.7423544, 6.6370543 49.742361, 6.6370628 49.7423668, 6.637071 49.7423635, 6.637117 49.7424154))",place_of_worship,,Schönstattheiligtum,christian,catholic,,Trier,5,54295,Reckingstraße,,,,,,chapel,,,,,"[1722689385, 1722689398, 1722689382, 5043711977, 5043711978, 1722689379, 5043711981, 5043711980, 5043711982, 1722689376, 5043711979, 5043711976, 1722689377, 1722689385]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Diese kleine Marienkapelle, in einem wunderschönen Park gelegen, ist eine der mehr als 200 originalgetreuen Nachbildungen des Urheiligtums in Vallendar-Schönstatt. Sie ist ganztägig für Besucher geöffnet.",,,,
way,160584476,"POLYGON ((6.7096917 49.7850763, 6.7097209 49.7850852, 6.7097686 49.7850529, 6.7099063 49.7851209, 6.7099365 49.7851043, 6.7099576 49.7851182, 6.7099902 49.785095, 6.7100838 49.7851317, 6.7100399 49.7851623, 6.7100629 49.7851765, 6.7100879 49.7851961, 6.7100793 49.7852146, 6.7100611 49.7852278, 6.7100416 49.7852382, 6.7100673 49.7852646, 6.7100652 49.7852876, 6.7100458 49.7853082, 6.7100206 49.7853154, 6.7099801 49.7853144, 6.7099457 49.7852994, 6.7099345 49.7853147, 6.7099137 49.7853242, 6.7098922 49.785326, 6.7098674 49.7853171, 6.7098481 49.7853357, 6.7097205 49.7852747, 6.7097359 49.7852564, 6.7096046 49.7851824, 6.7096396 49.7851599, 6.7096152 49.7851473, 6.7096303 49.7851364, 6.7095748 49.7851049, 6.7096191 49.7850727, 6.7096709 49.7850942, 6.7096917 49.7850763))",place_of_worship,,St. Clemens,christian,roman_catholic,,,,,,,,,,,church,,no,,,"[1726376320, 1726376323, 1726376314, 1726376331, 1726376328, 1726376330, 1726376327, 1726376333, 1726376339, 1726376340, 1726376345, 1726376346, 1726376348, 1726376351, 1726376354, 1726376362, 1726376374, 1726376383, 1726376378, 1726376367, 1726376381, 1726376390, 1726376392, 1726376384, 1726376397, 1726376357, 1726376353, 1726376342, 1726376338, 1726376336, 1726376334, 1726376329, 1726376319, 1726376324, 1726376320]",,,,,Q15848459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,160600720,"POLYGON ((6.6451648 49.7573403, 6.6452258 49.7574385, 6.6453124 49.7575784, 6.6451631 49.7576171, 6.6450164 49.7573747, 6.6450937 49.7573568, 6.6451648 49.7573403))",place_of_worship,,Welschnonnenkirche,christian,catholic,,,,,,,,,,,church,,,,,"[1726511291, 1726511310, 1726511319, 1726511325, 1429042377, 6185798202, 1726511291]",2,2,gabled,de:Welschnonnenkirche (Trier),Q2557908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
